metric	n_diseased_samples	n_healthy_samples	mean_diseased	mean_healthy	delta_diseased_minus_healthy	mannwhitney_p
top50_up_log1p_cpm	7	4	0.8802914515102804	1.4788194840716335	-0.5985280325613531	0.006060606060606061
top50_down_log1p_cpm	7	4	0.09811454459634841	0.08898754255914193	0.009127002037206483	0.7878787878787878
top50_axis_logsum_cpm	7	4	0.7821769069139319	1.3898319415124918	-0.6076550345985599	0.024242424242424242
