accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE87466	SAA2	serum amyloid A2	6289	214456_PM_x_at	3.64518	13.8025	2.48623e-17	5.25228e-15	2
GSE87466	CX3CL1	C-X3-C motif chemokine ligand 1	6376	823_PM_at	1.11572	12.7305	2.54941e-17	5.36504e-15	2
GSE87466	PHYH	phytanoyl-CoA 2-hydroxylase	5264	203335_PM_at	-1.25519	-13.5029	2.60826e-17	5.46785e-15	1
GSE87466	KYNU	kynureninase	8942	210663_PM_s_at	2.27239	11.8965	2.67394e-17	5.58415e-15	5
GSE87466	CD93	CD93 molecule	22918	202878_PM_s_at	1.29156	11.9197	2.79489e-17	5.81454e-15	2
GSE87466	CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573	205073_PM_at	-0.979835	-10.177	3.03694e-17	6.27042e-15	1
GSE87466	S100A2	S100 calcium binding protein A2	6273	204268_PM_at	1.14372	10.7691	3.10102e-17	6.37866e-15	1
GSE87466	STEAP4	STEAP4 metalloreductase	79689	225987_PM_at	1.77851	11.6362	3.13106e-17	6.41633e-15	2
GSE87466	PALMD	palmdelphin	54873	218736_PM_s_at	1.26032	11.2425	3.22709e-17	6.57383e-15	3
GSE87466	DDC	dopa decarboxylase	1644	205311_PM_at	-1.36154	-10.9511	3.57617e-17	7.2203e-15	2
GSE87466	SLCO4A1	solute carrier organic anion transporter family member 4A1	28231	219911_PM_s_at	1.17942	13.4896	4.17784e-17	8.37328e-15	2
GSE87466	RGS16	regulator of G-protein signaling 16	6004	209324_PM_s_at	1.21336	10.5396	4.22946e-17	8.4458e-15	3
GSE87466	PPP1R18	protein phosphatase 1 regulatory subunit 18	170954	224927_PM_at	1.28352	12.6113	4.27926e-17	8.51417e-15	1
GSE87466	F5	coagulation factor V	2153	204714_PM_s_at	1.21074	10.4251	4.30055e-17	8.52553e-15	3
GSE87466	NOD2	nucleotide binding oligomerization domain containing 2	64127	220066_PM_at	1.345	11.9026	4.3556e-17	8.57254e-15	1
GSE87466	RAB29	RAB29, member RAS oncogene family	8934	218699_PM_at	0.995739	12.3159	4.34273e-17	8.57254e-15	3
GSE87466	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	57733	222943_PM_at	-3.07883	-14.3717	4.6534e-17	9.08639e-15	2
GSE87466	MMP19	matrix metallopeptidase 19	4327	204575_PM_s_at	1.77644	12.0468	4.6665e-17	9.08639e-15	2
GSE87466	KCNA2	potassium voltage-gated channel subfamily A member 2	3737	239118_PM_at	1.05836	10.0825	4.8322e-17	9.34254e-15	2
GSE87466	SELP	selectin P	6403	206049_PM_at	2.33193	12.2995	4.936e-17	9.50962e-15	1
GSE87466	CHST2	carbohydrate sulfotransferase 2	9435	203921_PM_at	1.95232	13.0671	5.10333e-17	9.7975e-15	1
GSE87466	KDR	kinase insert domain receptor	3791	203934_PM_at	1.04666	10.7081	5.49007e-17	1.05031e-14	1
GSE87466	SH3TC2	SH3 domain and tetratricopeptide repeats 2	79628	219710_PM_at	0.642134	10.9193	5.56389e-17	1.05766e-14	3
GSE87466	KCNN3	potassium calcium-activated channel subfamily N member 3	3782	205903_PM_s_at	1.83615	11.779	5.6094e-17	1.062e-14	3
GSE87466	FCN3	ficolin 3	8547	205866_PM_at	0.859089	10.0331	5.74612e-17	1.08413e-14	1
GSE87466	IL13RA2	interleukin 13 receptor subunit alpha 2	3598	206172_PM_at	2.79484	10.9232	5.99203e-17	1.12665e-14	1
GSE87466	LMCD1	LIM and cysteine rich domains 1	29995	218574_PM_s_at	0.974065	11.3204	6.0928e-17	1.14167e-14	3
GSE87466	GBP5	guanylate binding protein 5	115362	229625_PM_at	1.65557	11.5856	6.62681e-17	1.23286e-14	2
GSE87466	TTC9	tetratricopeptide repeat domain 9	23508	213172_PM_at	1.15101	11.3521	6.64705e-17	1.23286e-14	2
GSE87466	VNN2	vanin 2	8875	205922_PM_at	1.58103	10.2953	6.86233e-17	1.26422e-14	1
GSE87466	PMEPA1	prostate transmembrane protein, androgen induced 1	56937	222449_PM_at	1.22175	13.3871	6.88552e-17	1.26423e-14	3
GSE87466	THBS2	thrombospondin 2	7058	203083_PM_at	2.26225	11.0779	7.09114e-17	1.29331e-14	1
GSE87466	VCAM1	vascular cell adhesion molecule 1	7412	203868_PM_s_at	1.34013	14.3597	7.22527e-17	1.30572e-14	1
GSE87466	MS4A12	membrane spanning 4-domains A12	54860	220834_PM_at	-1.73464	-9.94642	7.56935e-17	1.36236e-14	1
GSE87466	CTSK	cathepsin K	1513	202450_PM_s_at	1.74954	13.5909	8.41962e-17	1.49571e-14	1
GSE87466	RHOJ	ras homolog family member J	57381	243481_PM_at	1.32228	11.8516	8.39432e-17	1.49571e-14	7
GSE87466	SLC3A1	solute carrier family 3 member 1	6519	205799_PM_s_at	-2.40964	-12.0724	9.13528e-17	1.60204e-14	3
GSE87466	SPARC	secreted protein acidic and cysteine rich	6678	200665_PM_s_at	1.01303	13.0266	9.25774e-17	1.61833e-14	2
GSE87466	BIRC3	baculoviral IAP repeat containing 3	330	230499_PM_at	1.47014	12.8686	1.00453e-16	1.75041e-14	2
GSE87466	SPP1	secreted phosphoprotein 1	6696	209875_PM_s_at	2.26937	10.2638	1.0096e-16	1.75366e-14	2
GSE87466	SCIN	scinderin	85477	1552365_PM_at	-1.7547	-10.8398	1.04521e-16	1.80977e-14	4
GSE87466	PTAFR	platelet activating factor receptor	5724	211661_PM_x_at	0.985051	10.2483	1.05336e-16	1.81813e-14	3
GSE87466	ADGRE2	adhesion G protein-coupled receptor E2	30817	207610_PM_s_at	2.08391	12.1545	1.07174e-16	1.84403e-14	2
GSE87466	MME	membrane metallo-endopeptidase	4311	203435_PM_s_at	1.54163	10.5261	1.08306e-16	1.85767e-14	2
GSE87466	FSTL1	follistatin like 1	11167	208782_PM_at	1.27002	12.8574	1.13737e-16	1.94472e-14	2
GSE87466	AQP7	aquaporin 7	364	206955_PM_at	-2.45237	-15.8936	1.16523e-16	1.98457e-14	1
GSE87466	CIPC	CLOCK interacting pacemaker	85457	225623_PM_at	-1.14885	-12.8668	1.19702e-16	2.02771e-14	1
GSE87466	SLFN5	schlafen family member 5	162394	1553055_PM_a_at	0.974286	10.9725	1.20535e-16	2.02925e-14	4
GSE87466	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	23384	205013_PM_s_at	1.03431	10.9112	1.24541e-16	2.09026e-14	2
GSE87466	CTLA4	cytotoxic T-lymphocyte associated protein 4	1493	236341_PM_at	2.81191	13.2409	1.24924e-16	2.09028e-14	5
GSE87466	HIP1	huntingtin interacting protein 1	3092	226364_PM_at	1.05433	12.2229	1.3021e-16	2.17209e-14	4
GSE87466	PRR15	proline rich 15	222171	226961_PM_at	-1.15218	-10.3193	1.35589e-16	2.24811e-14	1
GSE87466	VIM	vimentin	7431	1555938_PM_x_at	0.985945	10.3684	1.4628e-16	2.41076e-14	2
GSE87466	PRDM1	PR/SET domain 1	639	217192_PM_s_at	0.650815	9.8159	1.45999e-16	2.41076e-14	3
GSE87466	TMEM200C	transmembrane protein 200C	645369	229523_PM_at	1.20604	10.2258	1.46785e-16	2.41181e-14	2
GSE87466	LYPD8	LY6/PLAUR domain containing 8	646627	238143_PM_at	-1.72445	-9.99595	1.52949e-16	2.49809e-14	2
GSE87466	SAA4	serum amyloid A4, constitutive	6291	207096_PM_at	1.73155	10.1752	1.57362e-16	2.56252e-14	1
GSE87466	GUCA2B	guanylate cyclase activator 2B	2981	207502_PM_at	-2.82073	-11.1941	1.73791e-16	2.78856e-14	1
GSE87466	CHI3L2	chitinase 3 like 2	1117	213060_PM_s_at	2.14331	10.8688	1.73731e-16	2.78856e-14	1
GSE87466	PCDH17	protocadherin 17	27253	227289_PM_at	1.67565	11.9618	1.77696e-16	2.84288e-14	3
GSE87466	USP37	ubiquitin specific peptidase 37	57695	226729_PM_at	-0.829148	-12.4086	1.83885e-16	2.93331e-14	3
GSE87466	PALM2-AKAP2	PALM2-AKAP2 readthrough	445815	226694_PM_at	1.00384	11.8143	1.85425e-16	2.94928e-14	4
GSE87466	CHN2	chimerin 2	1124	213385_PM_at	-1.21585	-11.1713	1.88552e-16	2.99033e-14	4
GSE87466	SLC2A14	solute carrier family 2 member 14	144195	216236_PM_s_at	1.34	10.0938	1.89523e-16	2.99704e-14	2
GSE87466	FCGR3B	Fc fragment of IgG receptor IIIb	2215	204007_PM_at	3.39542	12.1279	1.90311e-16	3.00083e-14	2
GSE87466	NAMPT	nicotinamide phosphoribosyltransferase	10135	243296_PM_at	2.21061	11.468	1.91574e-16	3.01206e-14	4
GSE87466	CETP	cholesteryl ester transfer protein	1071	206210_PM_s_at	1.23245	9.7593	2.04101e-16	3.19982e-14	1
GSE87466	LRP8	LDL receptor related protein 8	7804	208433_PM_s_at	1.70897	13.5268	2.05924e-16	3.21918e-14	3
GSE87466	TGFBI	transforming growth factor beta induced	7045	201506_PM_at	1.00109	12.074	2.07129e-16	3.22879e-14	1
GSE87466	ACSS2	acyl-CoA synthetase short-chain family member 2	55902	234312_PM_s_at	-1.04784	-11.0529	2.11943e-16	3.29445e-14	1
GSE87466	PEBP1	phosphatidylethanolamine binding protein 1	5037	210825_PM_s_at	-0.494726	-12.5218	2.3283e-16	3.60886e-14	3
GSE87466	BICC1	BicC family RNA binding protein 1	80114	213429_PM_at	1.34727	11.5765	2.36609e-16	3.65708e-14	2
GSE87466	LDHD	lactate dehydrogenase D	197257	229241_PM_at	-1.66052	-12.2216	2.45224e-16	3.77956e-14	1
GSE87466	LOC100287525	uncharacterized LOC100287525	100287525	230606_PM_at	-1.03813	-13.1434	2.54035e-16	3.88255e-14	1
GSE87466	SLC26A3	solute carrier family 26 member 3	1811	206143_PM_at	-0.967948	-9.72249	2.54976e-16	3.88608e-14	2
GSE87466	LOXL1	lysyl oxidase like 1	4016	203570_PM_at	1.04532	10.9694	2.56918e-16	3.9048e-14	1
GSE87466	PEA15	phosphoprotein enriched in astrocytes 15	8682	200788_PM_s_at	1.03145	13.2828	2.86473e-16	4.34193e-14	2
GSE87466	IGDCC4	immunoglobulin superfamily DCC subclass member 4	57722	227870_PM_at	1.91647	13.4663	2.9055e-16	4.37946e-14	1
GSE87466	STRADB	STE20-related kinase adaptor beta	55437	223266_PM_at	-0.916341	-11.6894	2.89804e-16	4.37946e-14	1
GSE87466	DYSF	dysferlin	8291	218660_PM_at	1.51681	11.8216	3.01608e-16	4.53365e-14	1
GSE87466	THEMIS2	thymocyte selection associated family member 2	9473	207571_PM_x_at	1.46186	11.8196	3.1245e-16	4.68375e-14	2
GSE87466	CHST3	carbohydrate sulfotransferase 3	9469	32094_PM_at	0.929536	11.7617	3.54211e-16	5.27789e-14	3
GSE87466	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	400916	224932_PM_at	-0.861394	-12.1138	3.54978e-16	5.27789e-14	1
GSE87466	STAT1	signal transducer and activator of transcription 1	6772	209969_PM_s_at	1.44393	11.7796	3.70083e-16	5.47104e-14	6
GSE87466	GALM	galactose mutarotase	130589	234974_PM_at	-0.690901	-10.4247	3.70969e-16	5.47104e-14	2
GSE87466	IGHV1-69	immunoglobulin heavy variable 1-69	28461	240915_PM_at	1.9214	9.75493	3.79229e-16	5.56287e-14	1
GSE87466	CD80	CD80 molecule	941	1554519_PM_at	1.49848	10.8544	3.79189e-16	5.56287e-14	3
GSE87466	GPR176	G protein-coupled receptor 176	11245	227846_PM_at	1.77635	11.8746	3.84081e-16	5.604e-14	2
GSE87466	OSBPL3	oxysterol binding protein like 3	26031	209626_PM_s_at	1.26656	12.0504	3.84077e-16	5.604e-14	2
GSE87466	NFATC1	nuclear factor of activated T-cells 1	4772	210162_PM_s_at	1.10267	9.90214	4.06629e-16	5.91721e-14	5
GSE87466	RAMP2	receptor activity modifying protein 2	10266	205779_PM_at	1.25744	12.0016	4.48376e-16	6.47306e-14	1
GSE87466	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	5160	200979_PM_at	-0.881308	-12.1251	4.51877e-16	6.50643e-14	3
GSE87466	INHBA	inhibin beta A subunit	3624	210511_PM_s_at	1.48397	9.62636	4.53966e-16	6.51936e-14	2
GSE87466	CD34	CD34 molecule	947	209543_PM_s_at	1.0835	11.2484	4.6562e-16	6.66921e-14	1
GSE87466	MT1F	metallothionein 1F	4494	213629_PM_x_at	-1.4098	-10.8619	4.77514e-16	6.82172e-14	2
GSE87466	VIPR1	vasoactive intestinal peptide receptor 1	7433	205019_PM_s_at	-1.7672	-10.6768	5.04006e-16	7.17542e-14	1
GSE87466	LILRA3	leukocyte immunoglobulin like receptor A3	11026	206881_PM_s_at	1.16042	9.63022	5.04896e-16	7.17542e-14	1
GSE87466	IL1A	interleukin 1 alpha	3552	210118_PM_s_at	1.37191	9.68271	5.10023e-16	7.22951e-14	2
GSE87466	MSN	moesin	4478	200600_PM_at	1.09905	12.701	5.15243e-16	7.28463e-14	1
GSE87466	APBA2	amyloid beta precursor protein binding family A member 2	321	209870_PM_s_at	0.974092	10.8611	5.69887e-16	7.99522e-14	2
GSE87466	AKAP1	A-kinase anchoring protein 1	8165	201675_PM_at	-0.798061	-10.9717	5.79502e-16	8.08864e-14	4
GSE87466	MIR100HG	mir-100-let-7a-2 cluster host gene	399959	225381_PM_at	1.58381	11.3777	5.86751e-16	8.14824e-14	3
GSE87466	EBF1	early B-cell factor 1	1879	233261_PM_at	1.49666	10.0372	6.14609e-16	8.5135e-14	4
GSE87466	LOC100132910	PRO1477	100132910	223991_PM_s_at	1.0724	12.354	6.36511e-16	8.77247e-14	1
GSE87466	PTGDR	prostaglandin D2 receptor	5729	234165_PM_at	-1.52738	-11.1976	6.42603e-16	8.82827e-14	3
GSE87466	KCNJ10	potassium voltage-gated channel subfamily J member 10	3766	228581_PM_at	1.09817	9.92776	6.454e-16	8.82827e-14	2
GSE87466	SNX30	sorting nexin family member 30	401548	226249_PM_at	-1.03615	-12.3501	6.7187e-16	9.14462e-14	1
GSE87466	ITGA5	integrin subunit alpha 5	3678	201389_PM_at	1.6961	12.8224	6.8092e-16	9.21409e-14	1
GSE87466	IGHM	immunoglobulin heavy constant mu	3507	228518_PM_at	1.54767	10.4313	6.80612e-16	9.21409e-14	8
GSE87466	SLC22A23	solute carrier family 22 member 23	63027	223194_PM_s_at	-1.23224	-11.1198	6.82026e-16	9.21409e-14	4
GSE87466	RPS6KA6	ribosomal protein S6 kinase A6	27330	228503_PM_at	-1.74234	-12.5792	6.91849e-16	9.32377e-14	4
GSE87466	PCAT19	prostate cancer associated transcript 19 (non-protein coding)	100505495	230132_PM_at	1.13807	10.6856	6.94668e-16	9.33876e-14	1
GSE87466	KRT17	keratin 17	3872	205157_PM_s_at	1.23755	9.5782	7.3546e-16	9.86292e-14	2
GSE87466	LCP2	lymphocyte cytosolic protein 2	3937	244251_PM_at	0.855791	10.3689	8.31623e-16	1.10981e-13	5
GSE87466	SLC4A4	solute carrier family 4 member 4	8671	1554027_PM_a_at	-1.0597	-10.8195	8.58704e-16	1.14316e-13	5
GSE87466	SDK1	sidekick cell adhesion molecule 1	221935	229912_PM_at	1.08961	10.3066	8.8404e-16	1.17404e-13	2
GSE87466	ARID5A	AT-rich interaction domain 5A	10865	213138_PM_at	1.0019	10.7738	8.93017e-16	1.18309e-13	1
GSE87466	MT1G	metallothionein 1G	4495	204745_PM_x_at	-1.13488	-10.2366	8.99257e-16	1.18847e-13	2
GSE87466	CNTN4	contactin 4	152330	229084_PM_at	-1.42375	-13.9612	9.04323e-16	1.18942e-13	2
GSE87466	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	8445	202970_PM_at	-0.775353	-11.0516	9.03124e-16	1.18942e-13	4
GSE87466	SP140	SP140 nuclear body protein	11262	207777_PM_s_at	1.57221	11.1805	9.12333e-16	1.19708e-13	1
GSE87466	SLC6A20	solute carrier family 6 member 20	54716	219614_PM_s_at	2.19449	11.8896	9.59488e-16	1.25594e-13	2
GSE87466	FLJ32255	uncharacterized LOC643977	643977	235291_PM_s_at	1.41906	11.397	9.91655e-16	1.29495e-13	2
GSE87466	TEK	TEK receptor tyrosine kinase	7010	206702_PM_at	0.971231	10.8036	1.01456e-15	1.31857e-13	2
GSE87466	NOX4	NADPH oxidase 4	50507	219773_PM_at	0.706156	9.46433	1.02733e-15	1.332e-13	2
GSE87466	FCRL5	Fc receptor like 5	83416	224405_PM_at	1.92232	10.766	1.03802e-15	1.34268e-13	5
GSE87466	SLC4A11	solute carrier family 4 member 11	83959	223748_PM_at	1.35003	11.1246	1.06072e-15	1.3688e-13	2
GSE87466	COL8A1	collagen type VIII alpha 1 chain	1295	226237_PM_at	1.61929	9.45998	1.0684e-15	1.37547e-13	3
GSE87466	GRTP1	growth hormone regulated TBC protein 1	79774	229377_PM_at	-1.03993	-9.93543	1.09264e-15	1.40338e-13	2
GSE87466	NR4A2	nuclear receptor subfamily 4 group A member 2	4929	204621_PM_s_at	1.3605	9.50481	1.11269e-15	1.42578e-13	3
GSE87466	C2orf88	chromosome 2 open reading frame 88	84281	223754_PM_at	-1.42755	-10.4253	1.11685e-15	1.42777e-13	2
GSE87466	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	9582	206632_PM_s_at	-2.35238	-14.1379	1.14977e-15	1.46173e-13	1
GSE87466	SRI	sorcin	6717	208920_PM_at	-1.56958	-12.1541	1.15143e-15	1.46173e-13	2
GSE87466	IL1RN	interleukin 1 receptor antagonist	3557	212659_PM_s_at	1.00981	9.43337	1.14624e-15	1.46173e-13	5
GSE87466	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	100505839	1557389_PM_at	1.75581	10.9527	1.21533e-15	1.53572e-13	1
GSE87466	STS	steroid sulfatase (microsomal), isozyme S	412	203770_PM_s_at	1.09671	10.0673	1.22958e-15	1.55015e-13	4
GSE87466	LILRB4	leukocyte immunoglobulin like receptor B4	11006	210152_PM_at	1.0186	9.96303	1.24639e-15	1.56773e-13	2
GSE87466	TACSTD2	tumor-associated calcium signal transducer 2	4070	202286_PM_s_at	2.09851	11.637	1.26681e-15	1.58976e-13	3
GSE87466	CBR3	carbonyl reductase 3	874	205379_PM_at	1.17711	11.6712	1.40614e-15	1.75255e-13	1
GSE87466	FYN	FYN proto-oncogene, Src family tyrosine kinase	2534	210105_PM_s_at	1.33058	12.1494	1.41988e-15	1.76565e-13	5
GSE87466	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	4719	229647_PM_at	-0.782994	-11.5595	1.44481e-15	1.78852e-13	5
GSE87466	KBTBD11	kelch repeat and BTB domain containing 11	9920	204301_PM_at	-0.810916	-11.0652	1.46431e-15	1.80857e-13	1
GSE87466	GIPC2	GIPC PDZ domain containing family member 2	54810	219970_PM_at	-1.22419	-10.8855	1.46914e-15	1.81045e-13	2
GSE87466	USP30	ubiquitin specific peptidase 30	84749	227572_PM_at	-1.00325	-12.3872	1.48614e-15	1.82728e-13	2
GSE87466	DENND5A	DENN domain containing 5A	23258	212561_PM_at	1.05828	11.3976	1.53024e-15	1.87309e-13	1
GSE87466	APLNR	apelin receptor	187	213592_PM_at	1.25358	10.9633	1.54403e-15	1.88575e-13	1
GSE87466	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	83699	225354_PM_s_at	-1.14388	-9.98691	1.57136e-15	1.91485e-13	1
GSE87466	TSPAN7	tetraspanin 7	7102	202242_PM_at	-1.34641	-11.1277	1.58632e-15	1.92879e-13	1
GSE87466	CHMP4B	charged multivesicular body protein 4B	128866	225498_PM_at	-0.735224	-12.2486	1.59377e-15	1.93355e-13	2
GSE87466	NXPE4	neurexophilin and PC-esterase domain family member 4	54827	220645_PM_at	-1.54419	-9.45823	1.61368e-15	1.95337e-13	1
GSE87466	GPR4	G protein-coupled receptor 4	2828	206236_PM_at	1.24289	10.1458	1.65178e-15	1.99508e-13	2
GSE87466	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	226997_PM_at	1.28503	9.89256	1.72737e-15	2.07721e-13	2
GSE87466	SERPINA3	serpin family A member 3	12	202376_PM_at	2.95984	11.8876	1.78176e-15	2.13792e-13	1
GSE87466	DPYSL3	dihydropyrimidinase like 3	1809	201430_PM_s_at	1.07096	10.5422	1.81285e-15	2.17046e-13	2
GSE87466	LRRC19	leucine rich repeat containing 19	64922	220376_PM_at	-1.65925	-10.3432	1.81812e-15	2.17202e-13	1
GSE87466	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	50807	224796_PM_at	0.938378	10.7679	1.83433e-15	2.18661e-13	5
GSE87466	ZNF704	zinc finger protein 704	619279	223366_PM_at	-1.32037	-11.2246	1.90276e-15	2.25834e-13	6
GSE87466	HIGD1A	HIG1 hypoxia inducible domain family member 1A	25994	242317_PM_at	-1.10602	-10.2416	1.92903e-15	2.28456e-13	2
GSE87466	FAM65C	family with sequence similarity 65 member C	140876	227654_PM_at	1.62883	11.7561	1.97079e-15	2.32396e-13	2
GSE87466	ANXA6	annexin A6	309	200982_PM_s_at	1.17865	11.8696	1.98784e-15	2.33903e-13	2
GSE87466	SOCS3	suppressor of cytokine signaling 3	9021	206359_PM_at	1.05314	9.74883	2.02969e-15	2.38314e-13	3
GSE87466	IGFBP7	insulin like growth factor binding protein 7	3490	213910_PM_at	0.85997	11.158	2.14008e-15	2.50738e-13	3
GSE87466	SERPINA1	serpin family A member 1	5265	230318_PM_at	2.48666	11.8174	2.19833e-15	2.56464e-13	4
GSE87466	ZBED2	zinc finger BED-type containing 2	79413	219836_PM_at	1.18609	9.66969	2.23079e-15	2.59146e-13	1
GSE87466	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	25902	225520_PM_at	0.978464	10.9111	2.28069e-15	2.64381e-13	4
GSE87466	SLC22A5	solute carrier family 22 member 5	6584	205074_PM_at	-1.46372	-12.8277	2.3289e-15	2.69399e-13	1
GSE87466	STC1	stanniocalcin 1	6781	204595_PM_s_at	2.72353	10.2558	2.34606e-15	2.70812e-13	3
GSE87466	SIK1	salt inducible kinase 1	150094	208078_PM_s_at	2.04971	12.039	2.35906e-15	2.71739e-13	2
GSE87466	RGS4	regulator of G-protein signaling 4	5999	204337_PM_at	2.10056	10.3519	2.41201e-15	2.77254e-13	3
GSE87466	EIF5A2	eukaryotic translation initiation factor 5A2	56648	235289_PM_at	0.725087	11.6425	2.61287e-15	2.99713e-13	3
GSE87466	SEC14L2	SEC14 like lipid binding 2	23541	232894_PM_at	0.648851	10.5089	2.66609e-15	3.05178e-13	5
GSE87466	PARD3	par-3 family cell polarity regulator	56288	221527_PM_s_at	-0.717115	-10.4989	2.86229e-15	3.26952e-13	4
GSE87466	MB	myoglobin	4151	204179_PM_at	-1.68736	-9.82032	2.96965e-15	3.38509e-13	1
GSE87466	COBL	cordon-bleu WH2 repeat protein	23242	213050_PM_at	-1.16419	-10.3653	3.08248e-15	3.5064e-13	2
GSE87466	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	220287_PM_at	0.756987	10.3468	3.09718e-15	3.51581e-13	5
GSE87466	PTGFR	prostaglandin F receptor	5737	207177_PM_at	0.993532	9.23208	3.15049e-15	3.55421e-13	2
GSE87466	CD5	CD5 molecule	921	230489_PM_at	1.03093	10.6912	3.19221e-15	3.59386e-13	2
GSE87466	SELE	selectin E	6401	206211_PM_at	1.52825	9.41257	3.27071e-15	3.67468e-13	1
GSE87466	RAVER2	ribonucleoprotein, PTB binding 2	55225	231851_PM_at	-1.39938	-11.3898	3.57307e-15	3.99797e-13	2
GSE87466	LILRB1	leukocyte immunoglobulin like receptor B1	10859	207104_PM_x_at	1.36155	11.1123	3.69759e-15	4.12885e-13	3
GSE87466	UGT2B15	UDP glucuronosyltransferase family 2 member B15	7366	207392_PM_x_at	-1.73917	-9.20149	3.82647e-15	4.25539e-13	3
GSE87466	LILRA1	leukocyte immunoglobulin like receptor A1	11024	210660_PM_at	1.48356	11.3185	3.85113e-15	4.27413e-13	2
GSE87466	ZSWIM5	zinc finger SWIM-type containing 5	57643	232336_PM_at	-0.911486	-10.0754	3.86028e-15	4.27561e-13	1
GSE87466	CPT2	carnitine palmitoyltransferase 2	1376	204264_PM_at	-0.972752	-12.5003	4.00885e-15	4.4312e-13	2
GSE87466	EXPH5	exophilin 5	23086	213929_PM_at	-1.62888	-10.1931	4.04187e-15	4.45869e-13	3
GSE87466	CALCOCO2	calcium binding and coiled-coil domain 2	10241	235076_PM_at	-0.561058	-10.3738	4.09549e-15	4.50875e-13	4
GSE87466	VNN3	vanin 3	55350	220528_PM_at	1.08693	9.17166	4.10801e-15	4.51345e-13	3
GSE87466	MB21D1	Mab-21 domain containing 1	115004	1559051_PM_s_at	0.905124	9.78078	4.65035e-15	5.07872e-13	3
GSE87466	FAM30A	family with sequence similarity 30, member A	9834	206478_PM_at	1.80635	10.0158	4.67824e-15	5.099e-13	2
GSE87466	CLYBL	citrate lyase beta like	171425	239683_PM_at	-1.43545	-12.2913	4.70069e-15	5.11329e-13	3
GSE87466	CLDN11	claudin 11	5010	228335_PM_at	0.896937	9.32691	4.96714e-15	5.3924e-13	2
GSE87466	UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799	219948_PM_x_at	-2.89009	-12.3559	5.01617e-15	5.43485e-13	1
GSE87466	COL14A1	collagen type XIV alpha 1 chain	7373	212865_PM_s_at	1.22702	10.7878	5.19929e-15	5.62212e-13	4
GSE87466	CLMN	calmin	79789	213839_PM_at	-0.949062	-9.85082	5.34106e-15	5.76403e-13	4
GSE87466	CHRDL2	chordin like 2	25884	223987_PM_at	1.67535	10.2823	5.60213e-15	6.00977e-13	1
GSE87466	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11	50515	226372_PM_at	1.48324	11.6579	5.61271e-15	6.00977e-13	3
GSE87466	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1	9051	211178_PM_s_at	0.945461	10.1721	5.60693e-15	6.00977e-13	1
GSE87466	NR3C2	nuclear receptor subfamily 3 group C member 2	4306	205259_PM_at	-1.01484	-9.22915	5.63037e-15	6.01691e-13	1
GSE87466	C4BPA	complement component 4 binding protein alpha	722	205654_PM_at	1.73746	10.0883	6.16763e-15	6.55524e-13	1
GSE87466	NOS2	nitric oxide synthase 2	4843	210037_PM_s_at	1.5524	10.2326	6.16034e-15	6.55524e-13	1
GSE87466	CD72	CD72 molecule	971	215925_PM_s_at	1.63764	9.85035	6.20741e-15	6.58214e-13	1
GSE87466	RBMS1	RNA binding motif single stranded interacting protein 1	5937	225265_PM_at	1.13351	10.8336	6.22477e-15	6.58778e-13	6
GSE87466	ADM	adrenomedullin	133	202912_PM_at	0.981757	11.2718	6.24525e-15	6.5967e-13	1
