accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE75214	HAS3	hyaluronan synthase 3	3038	7996883	-0.316022	-2.11889	0.0553725	0.112518	1
GSE75214	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	56899	7965686	-0.130163	-2.12599	0.0553992	0.112559	1
GSE75214	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	28227	8171087	0.126698	2.11516	0.0554263	0.112606	2
GSE75214	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358	8038150	-0.120652	-2.08626	0.0554291	0.112606	1
GSE75214	FCRLB	Fc receptor like B	127943	7906797	0.08846	2.07152	0.0554447	0.11263	1
GSE75214	SNHG21	small nucleolar RNA host gene 21	100505616	7985480	-0.162054	-2.13018	0.0554993	0.112728	1
GSE75214	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	6629	8061075	0.137597	2.07112	0.0555254	0.112774	1
GSE75214	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	84661	8051387	-0.1211	-2.07915	0.0555459	0.112808	1
GSE75214	CBARP	CACN beta subunit associated regulatory protein	255057	8032197	-0.141075	-2.0764	0.0555862	0.112883	1
GSE75214	ANGPTL5	angiopoietin like 5	253935	7951195	-0.101213	-2.08428	0.0555909	0.112886	1
GSE75214	LINC00083	long intergenic non-protein coding RNA 83	400797	7922590	-0.123897	-2.08288	0.0556062	0.11291	1
GSE75214	BAGE3	B melanoma antigen family member 3	85318	8180327	-0.119973	-2.087	0.0556705	0.113027	1
GSE75214	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	84269	8044491	-0.0962606	-2.09796	0.055779	0.113227	1
GSE75214	PRR22	proline rich 22	163154	8033023	-0.112931	-2.07966	0.0558736	0.113384	1
GSE75214	GRK7	G protein-coupled receptor kinase 7	131890	8083129	-0.0970174	-2.09262	0.0559193	0.113463	1
GSE75214	FAM215A	family with sequence similarity 215 member A (non-protein coding)	23591	8007548	-0.117988	-2.05178	0.0559612	0.113534	1
GSE75214	ASB2	ankyrin repeat and SOCS box containing 2	51676	7981020	0.107485	2.0468	0.0560037	0.113613	1
GSE75214	TPPP	tubulin polymerization promoting protein	11076	8110708	-0.147312	-2.06877	0.0560121	0.113623	1
GSE75214	POU6F2	POU class 6 homeobox 2	11281	8132387	-0.166759	-2.09725	0.0560461	0.113678	1
GSE75214	JADE2	jade family PHD finger 2	23338	8108080	0.219493	2.11622	0.056055	0.11369	1
GSE75214	LCORL	ligand dependent nuclear receptor corepressor like	254251	8099581	-0.147084	-2.10008	0.0560904	0.113748	1
GSE75214	PRPF19	pre-mRNA processing factor 19	27339	7948476	0.117688	2.00641	0.0561433	0.113837	1
GSE75214	ARX	aristaless related homeobox	170302	8171867	-0.141903	-2.0977	0.0561732	0.113888	1
GSE75214	ZNF316	zinc finger protein 316	100131017	8131438	-0.0847909	-2.01258	0.0561867	0.113908	1
GSE75214	TMEM52B	transmembrane protein 52B	120939	7953936	-0.0892392	-2.05905	0.0562054	0.113932	1
GSE75214	CFAP161	cilia and flagella associated protein 161	161502	7985352	0.0777842	2.00579	0.0562184	0.113951	1
GSE75214	ADRA1B	adrenoceptor alpha 1B	147	8109612	-0.0922217	-2.07395	0.0563135	0.114131	1
GSE75214	SLC22A1	solute carrier family 22 member 1	6580	8123232	-0.108465	-2.06007	0.0563595	0.114196	1
GSE75214	DDX17	DEAD-box helicase 17	10521	8076077	0.0752348	2.04049	0.0565275	0.114488	1
GSE75214	FUS	FUS RNA binding protein	2521	7995069	0.122044	2.09857	0.0565398	0.114498	1
GSE75214	BUB3	BUB3, mitotic checkpoint protein	9184	7931187	0.120953	2.04667	0.056556	0.114514	1
GSE75214	ZNF26	zinc finger protein 26	7574	7960134	-0.156195	-2.08664	0.056607	0.114599	1
GSE75214	LOC440792	proline dehydrogenase 1 pseudogene	440792	8071357	-0.084679	-2.00486	0.0566351	0.114649	1
GSE75214	FOXI2	forkhead box I2	399823	7931348	-0.171086	-2.09941	0.0567274	0.114815	1
GSE75214	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	1781	8180311	0.0718542	1.9714	0.0567765	0.114894	2
GSE75214	C2orf71	chromosome 2 open reading frame 71	388939	8051238	-0.0981086	-2.05242	0.0567868	0.114907	1
GSE75214	TACC1	transforming acidic coiled-coil containing protein 1	6867	8145954	0.18248	2.09826	0.0567954	0.114918	1
GSE75214	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	1564	8076431	0.148533	2.05744	0.0568046	0.11493	1
GSE75214	ZNF696	zinc finger protein 696	79943	8148615	-0.100517	-2.05397	0.056816	0.114945	1
GSE75214	XKR3	XK related 3	150165	8074204	-0.0819901	-2.0441	0.0568318	0.114964	1
GSE75214	SPTY2D1	SPT2 chromatin protein domain containing 1	144108	7947040	0.0872188	2.03508	0.0569317	0.115124	1
GSE75214	LOC440173	uncharacterized LOC440173	440173	8162183	-0.207079	-2.12018	0.0569585	0.115171	1
GSE75214	CCNG2	cyclin G2	901	8095870	0.184367	2.07395	0.0569782	0.115195	1
GSE75214	OR6V1	olfactory receptor family 6 subfamily V member 1	346517	8136837	-0.126948	-2.07318	0.0569835	0.115195	1
GSE75214	PTBP3	polypyrimidine tract binding protein 3	9991	8163402	-0.102627	-2.05385	0.0569966	0.115213	1
GSE75214	PPIL4	peptidylprolyl isomerase like 4	85313	8130087	-0.172821	-2.0783	0.0570744	0.115356	1
GSE75214	LRRC26	leucine rich repeat containing 26	389816	8165453	-0.121852	-2.00308	0.0571581	0.115511	1
GSE75214	SRPK1	SRSF protein kinase 1	6732	8125941	-0.111309	-2.04588	0.0572492	0.11566	1
GSE75214	SLC22A6	solute carrier family 22 member 6	9356	7948920	-0.11779	-2.07932	0.0572574	0.11567	1
GSE75214	NOP58	NOP58 ribonucleoprotein	51602	8047518	0.234425	2.07983	0.0572741	0.115696	1
GSE75214	ULBP2	UL16 binding protein 2	80328	8122720	-0.0929997	-1.98921	0.0572874	0.115707	1
GSE75214	DAOA-AS1	DAOA antisense RNA 1	282706	7972699	-0.104779	-2.06361	0.0572971	0.115708	1
GSE75214	SEP15	15 kDa selenoprotein	9403	7917455	-0.0648402	-1.98573	0.0572952	0.115708	1
GSE75214	PWWP2B	PWWP domain containing 2B	170394	7931469	-0.112802	-2.06593	0.0573258	0.115752	1
GSE75214	FABP5P3	fatty acid binding protein 5 pseudogene 3	220832	8147049	-0.377465	-2.10925	0.0573759	0.115839	2
GSE75214	LINC00472	long intergenic non-protein coding RNA 472	79940	8127502	0.126025	2.06096	0.0573841	0.115841	1
GSE75214	PDDC1	Parkinson disease 7 domain containing 1	347862	7945521	-0.111712	-2.04251	0.0573827	0.115841	1
GSE75214	SCN1A	sodium voltage-gated channel alpha subunit 1	6323	8056457	-0.109206	-2.06888	0.0574667	0.116001	1
GSE75214	ABLIM1	actin binding LIM protein 1	3983	7936463	0.0928488	1.98454	0.0574761	0.116013	1
GSE75214	DIP2C	disco interacting protein 2 homolog C	22982	7931683	-0.0934035	-2.05349	0.0575067	0.116068	1
GSE75214	RHBDL2	rhomboid like 2	54933	7915184	-0.346157	-2.05228	0.0577515	0.116533	1
GSE75214	OR10G3	olfactory receptor family 10 subfamily G member 3	26533	7977767	-0.0794303	-2.01709	0.0577852	0.116587	1
GSE75214	STARD3	StAR related lipid transfer domain containing 3	10948	8006877	-0.0872	-2.04396	0.0578602	0.116717	1
GSE75214	MIR516B2	microRNA 516b-2	574485	8031031	0.130149	2.0787	0.0579223	0.116828	1
GSE75214	PCDHA6	protocadherin alpha 6	56142	8180272	-0.0916086	-1.99689	0.057967	0.116911	1
GSE75214	LPAR1	lysophosphatidic acid receptor 1	1902	8163257	-0.177957	-2.02882	0.0580053	0.116982	1
GSE75214	TEKT4	tektin 4	150483	8043491	-0.151394	-2.05783	0.0581324	0.117202	1
GSE75214	CFAP46	cilia and flagella associated protein 46	54777	7937135	0.111119	2.08585	0.058197	0.117318	2
GSE75214	FAM186A	family with sequence similarity 186 member A	121006	7963203	-0.09751	-2.04325	0.0582117	0.117334	1
GSE75214	HSPE1-MOB4	HSPE1-MOB4 readthrough	100529241	8047228	-0.1862	-2.05308	0.058251	0.117389	1
GSE75214	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	3790	8040458	0.4253	2.04819	0.0582815	0.117439	1
GSE75214	KSR2	kinase suppressor of ras 2	283455	7966810	-0.160207	-2.08018	0.0583104	0.117476	1
GSE75214	ZBED2	zinc finger BED-type containing 2	79413	8089467	0.0970909	2.00772	0.0583773	0.117596	1
GSE75214	MYH6	myosin heavy chain 6	4624	7977987	-0.112739	-2.05027	0.0583862	0.117607	1
GSE75214	UNC5C	unc-5 netrin receptor C	8633	8101788	-0.172512	-2.0507	0.0583966	0.117621	1
GSE75214	TMEM160	transmembrane protein 160	54958	8037853	0.0479458	1.98774	0.0584196	0.11766	1
GSE75214	HMGB3P1	high mobility group box 3 pseudogene 1	128872	8065795	-0.155599	-2.08474	0.0585607	0.117916	1
GSE75214	OR5W2	olfactory receptor family 5 subfamily W member 2	390148	7948107	-0.115592	-2.02207	0.0585995	0.117987	1
GSE75214	SMTN	smoothelin	6525	8072413	0.0844188	1.97183	0.0586441	0.118069	1
GSE75214	RAMP1	receptor activity modifying protein 1	10267	8049567	0.142217	2.05429	0.0587084	0.118185	1
GSE75214	MIR153-1	microRNA 153-1	406944	8059211	0.102524	2.07543	0.0587145	0.11819	1
GSE75214	SNORA68	small nucleolar RNA, H/ACA box 68	26780	8026875	0.45528	2.07497	0.0587517	0.11825	1
GSE75214	C20orf166-AS1	C20orf166 antisense RNA 1	253868	8067530	-0.140557	-2.0678	0.0587557	0.118251	1
GSE75214	STK24	serine/threonine kinase 24	8428	7972444	-0.119937	-2.00884	0.0587643	0.118261	1
GSE75214	ELSPBP1	epididymal sperm binding protein 1	64100	8029988	-0.0871363	-2.04533	0.0588156	0.11835	1
GSE75214	C2orf42	chromosome 2 open reading frame 42	54980	8052834	-0.121388	-2.01938	0.0588545	0.118393	1
GSE75214	TAS2R41	taste 2 receptor member 41	259287	8136934	-0.108722	-2.015	0.0588501	0.118393	1
GSE75214	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)	100128252	8031646	0.440088	2.07848	0.0589033	0.118476	1
GSE75214	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	9050	8023043	0.285986	2.00462	0.0590917	0.118805	1
GSE75214	IZUMO4	IZUMO family member 4	113177	8024373	-0.0736622	-2.00585	0.059172	0.118952	1
GSE75214	NACAD	NAC alpha domain containing	23148	8139460	-0.124728	-2.07694	0.0592194	0.119026	1
GSE75214	ARRDC1	arrestin domain containing 1	92714	8159692	-0.0986163	-1.97024	0.0592474	0.119075	1
GSE75214	SNORD116-14	small nucleolar RNA, C/D box 116-14	100033426	7981976	-0.325728	-2.04122	0.0592876	0.119141	1
GSE75214	OTOS	otospiralin	150677	8060094	-0.119986	-2.04254	0.0592954	0.119143	1
GSE75214	GRIK1-AS2	GRIK1 antisense RNA 2	100379661	8068120	0.114635	2.05735	0.0592925	0.119143	1
GSE75214	RIBC2	RIB43A domain with coiled-coils 2	26150	8073766	0.148632	2.05713	0.0593081	0.119157	1
GSE75214	KRT10	keratin 10	3858	8015104	-0.0879825	-2.07354	0.0593821	0.119274	1
GSE75214	MND1	meiotic nuclear divisions 1	84057	8097857	0.213165	2.02828	0.0593989	0.1193	1
GSE75214	KRT23	keratin 23	25984	8015133	0.272385	2.01739	0.0594323	0.119338	1
GSE75214	LINC00482	long intergenic non-protein coding RNA 482	284185	8019170	-0.122453	-2.05116	0.0594322	0.119338	1
GSE75214	MAPT	microtubule associated protein tau	4137	8007828	-0.102286	-2.03742	0.0594589	0.119385	1
GSE75214	EDA2R	ectodysplasin A2 receptor	60401	8173299	0.122471	2.01129	0.05951	0.11948	1
GSE75214	USP39	ubiquitin specific peptidase 39	10713	8043218	-0.107776	-2.02041	0.0595769	0.119596	1
GSE75214	CHIA	chitinase, acidic	27159	7903945	0.0941404	2.04271	0.0595786	0.119596	1
GSE75214	WNT10A	Wnt family member 10A	80326	8048452	0.107653	2.04276	0.0596035	0.119639	1
GSE75214	FOXC2	forkhead box C2	2303	7997733	-0.104564	-2.01602	0.0596567	0.119731	1
GSE75214	KCNH3	potassium voltage-gated channel subfamily H member 3	23416	7955231	-0.108491	-2.03096	0.0596694	0.119749	1
GSE75214	CCDC43	coiled-coil domain containing 43	124808	8016088	0.0767864	1.95208	0.0597283	0.11986	1
GSE75214	OR11G2	olfactory receptor family 11 subfamily G member 2	390439	7973028	-0.123689	-2.05989	0.0597659	0.119914	1
GSE75214	ZNF121	zinc finger protein 121	7675	8033789	0.143089	2.02549	0.0597921	0.119959	1
GSE75214	IL20	interleukin 20	50604	7909261	-0.0684943	-1.99838	0.059821	0.12	1
GSE75214	CAMK1	calcium/calmodulin dependent protein kinase I	8536	8085206	0.122462	2.08385	0.0598497	0.120039	1
GSE75214	WNT8B	Wnt family member 8B	7479	7929822	-0.101478	-2.03782	0.0598649	0.120062	1
GSE75214	SMIM15	small integral membrane protein 15	643155	8112302	-0.115422	-1.95886	0.0599209	0.120153	1
GSE75214	C1orf186	chromosome 1 open reading frame 186	440712	7923875	0.21396	2.06379	0.0599483	0.1202	1
GSE75214	CHUK	conserved helix-loop-helix ubiquitous kinase	1147	7935707	-0.131196	-2.0465	0.059987	0.120256	1
GSE75214	LINC00028	long intergenic non-protein coding RNA 28	140875	8061539	-0.0958176	-2.03413	0.0600015	0.120263	1
GSE75214	ADGRB1	adhesion G protein-coupled receptor B1	575	8148517	0.0729736	1.98579	0.0599956	0.120263	1
GSE75214	TTTY9B	testis-specific transcript, Y-linked 9B (non-protein coding)	425057	8176692	-0.0617095	-1.9632	0.0600299	0.120304	2
GSE75214	CDON	cell adhesion associated, oncogene regulated	50937	7952526	-0.0917137	-1.99609	0.060058	0.12034	1
GSE75214	LDLRAD2	low density lipoprotein receptor class A domain containing 2	401944	7898707	0.118164	2.06333	0.0600731	0.120363	1
GSE75214	MNS1	meiosis specific nuclear structural 1	55329	7989146	0.283503	2.03717	0.0601165	0.120414	1
GSE75214	POLD4	DNA polymerase delta 4, accessory subunit	57804	7949746	-0.13973	-1.97056	0.0601403	0.120447	1
GSE75214	RNF130	ring finger protein 130	55819	8116372	0.185184	2.06229	0.0601485	0.120456	1
GSE75214	PRM2	protamine 2	5620	7999435	-0.0801728	-1.98549	0.0601588	0.12047	1
GSE75214	PRTFDC1	phosphoribosyl transferase domain containing 1	56952	7932584	-0.161028	-2.04054	0.0601707	0.120486	1
GSE75214	NFIL3	nuclear factor, interleukin 3 regulated	4783	8162276	0.232333	2.00275	0.0601766	0.120491	1
GSE75214	AKAP14	A-kinase anchoring protein 14	158798	8169665	-0.0933406	-2.04257	0.0601824	0.120495	1
GSE75214	UBL4B	ubiquitin like 4B	164153	7903851	-0.107592	-2.03275	0.0602035	0.12053	1
GSE75214	CXorf66	chromosome X open reading frame 66	347487	8175524	-0.129509	-2.07808	0.0602215	0.120559	1
GSE75214	MDM1	Mdm1 nuclear protein	56890	7964810	0.12578	1.97879	0.060461	0.120987	1
GSE75214	CCDC88C	coiled-coil domain containing 88C	440193	7980773	-0.107066	-2.04534	0.0604586	0.120987	2
GSE75214	APOF	apolipoprotein F	319	7964142	-0.121172	-2.04357	0.0605354	0.121122	1
GSE75214	ELOVL6	ELOVL fatty acid elongase 6	79071	8102342	-0.286243	-1.92696	0.0605594	0.121163	1
GSE75214	LINC01465	long intergenic non-protein coding RNA 1465	283416	7964642	0.0697395	1.96115	0.0605696	0.121176	1
GSE75214	SFXN2	sideroflexin 2	118980	7930148	0.199863	2.03899	0.0605874	0.121204	1
GSE75214	ZSCAN26	zinc finger and SCAN domain containing 26	7741	8117667	-0.155747	-2.0617	0.0605932	0.121208	1
GSE75214	TMCO3	transmembrane and coiled-coil domains 3	55002	7970301	0.245374	2.08974	0.0606591	0.121318	1
GSE75214	CFHR4	complement factor H related 4	10877	7908492	-0.0899608	-1.95406	0.0607298	0.121445	2
GSE75214	WDHD1	WD repeat and HMG-box DNA binding protein 1	11169	7979281	0.201923	2.01128	0.0608881	0.121725	1
GSE75214	ZNF160	zinc finger protein 160	90338	8039034	-0.125238	-2.03534	0.0608882	0.121725	1
GSE75214	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	7990020	-0.0944421	-2.01464	0.0609541	0.121835	1
GSE75214	IZUMO1R	IZUMO1 receptor, JUNO	390243	7943226	-0.101317	-2.00558	0.0609694	0.121858	1
GSE75214	LRRC63	leucine rich repeat containing 63	220416	7968962	-0.0689747	-2.0155	0.0610015	0.121908	1
GSE75214	TSACC	TSSK6 activating cochaperone	128229	7906154	-0.0745866	-2.02032	0.0610118	0.121914	1
GSE75214	UPK1A	uroplakin 1A	11045	8027938	-0.138314	-2.06884	0.0610353	0.121946	1
GSE75214	FBXO21	F-box protein 21	23014	7966760	-0.109662	-2.01912	0.0610993	0.122044	1
GSE75214	EEF2	eukaryotic translation elongation factor 2	1938	8032730	-0.100372	-2.02486	0.0611152	0.122069	1
GSE75214	ATG2B	autophagy related 2B	55102	7981217	0.0706874	1.94833	0.0611257	0.122082	2
GSE75214	LOC102723968	uncharacterized LOC102723968	102723968	7971915	-0.127237	-2.02469	0.0611634	0.122136	1
GSE75214	RHCG	Rh family C glycoprotein	51458	7991283	-0.142698	-2.05681	0.0612099	0.122214	1
GSE75214	CREB3L4	cAMP responsive element binding protein 3 like 4	148327	7905677	-0.124278	-1.95844	0.0612211	0.122229	1
GSE75214	SERPINC1	serpin family C member 1	462	7922420	-0.101663	-2.04514	0.0612333	0.122239	1
GSE75214	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	84457	7927694	-0.0869969	-2.0029	0.0612476	0.12226	1
GSE75214	OR6C3	olfactory receptor family 6 subfamily C member 3	254786	7955991	0.112014	1.92779	0.0614025	0.122525	1
GSE75214	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	55300	8094378	0.11998	1.99723	0.0614094	0.122527	1
GSE75214	OR1A1	olfactory receptor family 1 subfamily A member 1	8383	8003804	-0.128539	-2.04818	0.0614506	0.122599	1
GSE75214	UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352	7913001	0.123962	2.04531	0.0615018	0.122672	1
GSE75214	LMNA	lamin A/C	4000	7906085	0.145289	2.03727	0.0615154	0.122691	1
GSE75214	MIR197	microRNA 197	406974	7903717	-0.153265	-2.03741	0.0615452	0.122743	1
GSE75214	DEFB129	defensin beta 129	140881	8060320	-0.117432	-2.0339	0.0615885	0.122822	1
GSE75214	TMBIM1	transmembrane BAX inhibitor motif containing 1	64114	8058927	-0.121148	-1.95122	0.0616046	0.122847	1
GSE75214	FOLR1	folate receptor 1	2348	7942332	-0.101609	-1.93497	0.0616289	0.122888	1
GSE75214	GRB14	growth factor receptor bound protein 14	2888	8056327	-0.108733	-2.00605	0.061836	0.123249	1
GSE75214	STAT6	signal transducer and activator of transcription 6	6778	7964360	-0.076486	-2.00753	0.0618447	0.123259	1
GSE75214	DCP1A	decapping mRNA 1A	55802	8088128	0.0877171	1.95895	0.0619035	0.123369	1
GSE75214	CTBS	chitobiase	1486	7917240	-0.126127	-2.0163	0.0619149	0.123385	1
GSE75214	C17orf58	chromosome 17 open reading frame 58	284018	8017831	-0.130671	-2.04894	0.0619714	0.123475	1
GSE75214	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	79612	7968761	0.156139	2.0206	0.0620657	0.123633	1
GSE75214	SLC22A9	solute carrier family 22 member 9	114571	7940749	-0.140094	-2.05348	0.0620637	0.123633	1
GSE75214	SLC1A2	solute carrier family 1 member 2	6506	7947496	0.125948	1.99197	0.0621258	0.123736	1
GSE75214	LINC00852	long intergenic non-protein coding RNA 852	84657	8077815	-0.105454	-1.98517	0.0621284	0.123736	1
GSE75214	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	8119088	0.165491	1.99192	0.062208	0.123872	1
GSE75214	SLC2A9	solute carrier family 2 member 9	56606	8099326	-0.199271	-2.05893	0.0623184	0.12407	1
GSE75214	EXOSC4	exosome component 4	54512	8148710	0.0598152	1.92085	0.0623361	0.124097	1
GSE75214	CABP1	calcium binding protein 1	9478	7959195	-0.147432	-2.0461	0.0623679	0.124138	1
GSE75214	PARD6A	par-6 family cell polarity regulator alpha	50855	7996647	0.0887023	2.00961	0.0624881	0.124326	1
GSE75214	SSH1	slingshot protein phosphatase 1	54434	7966150	0.0934458	1.91594	0.0625527	0.124438	1
GSE75214	DEK	DEK proto-oncogene	7913	8124144	0.107817	1.99989	0.0626071	0.124525	1
GSE75214	MTMR9	myotubularin related protein 9	66036	8144586	0.117088	2.00593	0.0626313	0.124566	1
GSE75214	VPS13B	vacuolar protein sorting 13 homolog B	157680	8147580	0.0976722	1.93731	0.0626947	0.124684	1
GSE75214	SCRT2	scratch family transcriptional repressor 2	85508	8064384	-0.145486	-2.04568	0.0627178	0.124723	1
GSE75214	FAM212B	family with sequence similarity 212 member B	55924	7918552	0.0835818	1.94341	0.0627578	0.124788	1
GSE75214	C19orf68	chromosome 19 open reading frame 68	374920	8029996	-0.0924365	-1.99036	0.0627686	0.124802	1
GSE75214	WNT1	Wnt family member 1	7471	7955170	-0.093393	-1.99191	0.0628064	0.124847	1
GSE75214	PCP4L1	Purkinje cell protein 4 like 1	654790	7906742	-0.116983	-2.01676	0.0628114	0.124849	1
GSE75214	CLEC9A	C-type lectin domain family 9 member A	283420	7953924	-0.119394	-2.04824	0.062845	0.124901	1
GSE75214	ATP10B	ATPase phospholipid transporting 10B (putative)	23120	8115623	-0.210167	-1.8879	0.0628598	0.124916	1
GSE75214	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)	442194	8177704	-0.0740106	-1.94088	0.0628823	0.124945	3
GSE75214	RAB10	RAB10, member RAS oncogene family	10890	8040618	-0.101174	-1.96597	0.062905	0.124976	1
GSE75214	SFMBT1	Scm-like with four mbt domains 1	51460	8088065	-0.262432	-2.0564	0.0629498	0.125042	1
GSE75214	PRSS38	protease, serine 38	339501	7910211	-0.0947386	-1.99897	0.0629458	0.125042	1
GSE75214	KCNG4	potassium voltage-gated channel modifier subfamily G member 4	93107	8003149	-0.128632	-2.03082	0.0629656	0.125061	1
GSE75214	STARD9	StAR related lipid transfer domain containing 9	57519	7983143	0.148788	2.00503	0.0629812	0.125076	3
GSE75214	RTN4	reticulon 4	57142	8052204	-0.0858999	-2.03364	0.0630032	0.125103	1
GSE75214	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	89866	7922550	0.155408	1.94339	0.0631198	0.125305	1
GSE75214	SPON1	spondin 1	10418	7938608	-0.482893	-2.04906	0.0631863	0.125422	1
GSE75214	ACSBG2	acyl-CoA synthetase bubblegum family member 2	81616	8025011	-0.0617698	-1.95957	0.0632599	0.125538	1
GSE75214	C1orf35	chromosome 1 open reading frame 35	79169	7924842	-0.105822	-2.0193	0.0632751	0.125553	1
GSE75214	OIT3	oncoprotein induced transcript 3	170392	7928330	0.111053	1.95264	0.0634018	0.12579	1
GSE75214	LOC100129888	uncharacterized LOC100129888	100129888	8047370	-0.170486	-2.05725	0.0634299	0.125838	1
GSE75214	TMEM35A	transmembrane protein 35A	59353	8168790	-0.139164	-2.03567	0.0634632	0.125892	1
GSE75214	ACTL6B	actin like 6B	51412	8141580	-0.116239	-2.01098	0.0634663	0.125892	1
GSE75214	GTF2F1	general transcription factor IIF subunit 1	2962	8033135	-0.0585755	-1.98304	0.0634947	0.125921	1
GSE75214	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	4809	8076374	0.0808475	1.95021	0.0635029	0.12593	1
GSE75214	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	5161	8096528	-0.129573	-1.9995	0.0635074	0.125932	1
GSE75214	ASCL4	achaete-scute family bHLH transcription factor 4	121549	7958396	-0.13178	-2.03708	0.0635128	0.125935	1
GSE75214	SLC34A3	solute carrier family 34 member 3	142680	8159627	-0.125849	-2.02483	0.0635187	0.125939	1
GSE75214	PTGER4	prostaglandin E receptor 4	5734	8105067	-0.164069	-1.98539	0.0635355	0.125965	1
GSE75214	RFPL4A	ret finger protein like 4A	342931	8031570	-0.093461	-1.93682	0.0635729	0.126031	2
GSE75214	PROM1	prominin 1	8842	8099476	-0.696248	-2.05072	0.0636006	0.126078	1
GSE75214	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	90161	8175195	0.120364	2.01267	0.0636038	0.126078	1
GSE75214	OTX2	orthodenticle homeobox 2	5015	7979357	-0.108525	-1.97351	0.0636645	0.12616	1
GSE75214	ZNF546	zinc finger protein 546	339327	8028770	0.105201	1.98565	0.0636745	0.126173	1
GSE75214	C8orf82	chromosome 8 open reading frame 82	414919	8153868	-0.105628	-2.02152	0.0637046	0.126225	1
GSE75214	C8orf17	chromosome 8 open reading frame 17	100507249	8148463	-0.122809	-2.02821	0.0637139	0.126236	1
GSE75214	PDE6D	phosphodiesterase 6D	5147	8059731	-0.129344	-2.02096	0.0637799	0.126359	1
GSE75214	FAXC	failed axon connections homolog	84553	8128371	-0.119527	-2.01486	0.0638425	0.126445	1
GSE75214	FAM205BP	transmembrane protein C9orf144B pseudogene	389715	8160898	-0.109324	-2.00153	0.0638889	0.126505	2
GSE75214	INTS2	integrator complex subunit 2	57508	8017283	0.0926831	1.96048	0.0639565	0.126611	1
GSE75214	FARSA	phenylalanyl-tRNA synthetase alpha subunit	2193	8034589	0.0729277	1.94109	0.0639808	0.126644	1
GSE75214	PCAT18	prostate cancer associated transcript 18 (non-protein coding)	728606	8022653	-0.122697	-1.99967	0.0639934	0.126661	1
GSE75214	SSX3	SSX family member 3	10214	8172406	-0.0741717	-1.90137	0.0639969	0.126661	1
GSE75214	SLC18A2	solute carrier family 18 member A2	6571	7930837	0.171877	1.96467	0.064007	0.126673	1
GSE75214	TCERG1	transcription elongation regulator 1	10915	8108954	0.106021	1.99343	0.0640322	0.126708	1
GSE75214	KRTAP10-5	keratin associated protein 10-5	386680	8070782	-0.153508	-2.00923	0.0640792	0.126786	1
GSE75214	DDX60L	DEAD-box helicase 60-like	91351	8103601	0.268265	1.98393	0.0641093	0.126838	1
GSE75214	FAM183BP	acyloxyacyl hydrolase (neutrophil)	340286	8139160	-0.254916	-2.04534	0.064227	0.12704	2
GSE75214	AGXT	alanine-glyoxylate aminotransferase	189	8049737	-0.129702	-2.03402	0.0642441	0.127067	1
GSE75214	POLR3E	RNA polymerase III subunit E	55718	7993973	-0.0702482	-1.97679	0.064263	0.127096	1
GSE75214	KIAA1586	KIAA1586	57691	8120378	0.308026	2.036	0.064286	0.127134	1
GSE75214	HSPA2	heat shock protein family A (Hsp70) member 2	3306	7975076	-0.190441	-1.99112	0.0643148	0.127176	1
GSE75214	UTP4	UTP4, small subunit processome component	84916	7996891	0.164782	1.95143	0.0643639	0.127247	1
GSE75214	TACR3	tachykinin receptor 3	6870	8102127	-0.097377	-2.00916	0.0643554	0.127247	1
GSE75214	LOC100130872	uncharacterized LOC100130872	100130872	8098877	-0.106911	-1.98873	0.0643763	0.127252	1
GSE75214	LOC284912	uncharacterized LOC284912	284912	8075668	-0.133988	-2.00648	0.0644741	0.127409	1
GSE75214	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	7957	8130013	-0.129623	-2.03157	0.0644745	0.127409	1
GSE75214	AAAS	aladin WD repeat nucleoporin	8086	7963646	0.120114	1.98284	0.064484	0.12742	1
GSE75214	GUCA1B	guanylate cyclase activator 1B	2979	8126387	-0.117078	-2.02145	0.0645382	0.127519	1
