gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
FAM86JP	family with sequence similarity 86, member A pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24114	-0.287526	-0.194753	0.00514333	0.482279
UBE2I	ubiquitin conjugating enzyme E2 I	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241136	0.10735	0.374921	3.95267e-05	0.482271
GANAB	glucosidase II alpha subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241059	0.207681	0.274436	0.00148385	0.482117
FAM35A	family with sequence similarity 35 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24102	-0.29977	-0.18227	0.00518901	0.48204
EPB41L4A-AS1	EPB41L4A antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241009	-0.318923	-0.163094	0.0388013	0.482017
SLC12A2	solute carrier family 12 member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.24098	0.0393341	0.442625	0.00177785	0.481959
COPZ1	coatomer protein complex subunit zeta 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.240908	0.239173	0.242644	0.000553957	0.481817
CLCNKB	chloride voltage-gated channel Kb	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.240791	-0.254759	-0.226823	0.00148749	0.481582
FOXP4	forkhead box P4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24071	-0.37137	-0.110051	0.00577817	0.481421
ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.240321	-0.298769	-0.181873	1.21719e-05	0.480642
CYTH1	cytohesin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.240316	0.223396	0.257237	2.87021e-06	0.480633
MYO6	myosin VI	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.240195	-0.277698	-0.202692	0.000481638	0.48039
MYL6B	myosin light chain 6B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.240175	0.0256828	0.454667	0.00137273	0.48035
TBK1	TANK binding kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.240101	0.126149	0.354054	0.0237561	0.480203
CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.240056	0.21815	0.261962	0.00142665	0.480112
STAB2	stabilin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.240032	-0.269475	-0.210589	0.0396952	0.480064
PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239951	-0.282135	-0.197766	0.0163316	0.479901
PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.239943	0.207838	0.272049	0.00141161	0.479887
NEMP2	nuclear envelope integral membrane protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.239874	0.112534	0.367214	6.13965e-05	0.479748
GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239872	-0.324338	-0.155407	0.0237444	0.479745
NPC2	NPC intracellular cholesterol transporter 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.239669	0.238085	0.241254	0.00932956	0.479339
FXN	frataxin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239563	-0.423142	-0.0559836	0.00100875	0.479126
KRT17P5	keratin 17 pseudogene 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239534	-0.263875	-0.215193	0.00436937	0.479068
VPS36	vacuolar protein sorting 36 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239497	-0.285856	-0.193137	0.000596459	0.478993
FASTKD2	FAST kinase domains 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239472	-0.242867	-0.236077	0.0232416	0.478944
POLR3D	RNA polymerase III subunit D	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.23947	0.124517	0.354422	0.00134087	0.478939
LY6G6C	lymphocyte antigen 6 complex, locus G6C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239353	-0.291432	-0.187275	0.00638572	0.478707
APOBR	apolipoprotein B receptor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239343	-0.345881	-0.132806	0.0568642	0.478687
PGBD4	piggyBac transposable element derived 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239278	-0.249069	-0.229486	0.000104369	0.478555
RNF2	ring finger protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239267	-0.309011	-0.169523	0.000711838	0.478534
DCLRE1B	DNA cross-link repair 1B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.239223	0.238801	0.239644	0.00301864	0.478445
EFCAB14	EF-hand calcium binding domain 14	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239166	-0.306504	-0.171827	0.00352145	0.478331
SH2D4A	SH2 domain containing 4A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.239105	-0.275588	-0.202622	0.000413154	0.47821
HSPBAP1	HSPB1 associated protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.239065	0.10128	0.37685	0.00760801	0.47813
KCND1	potassium voltage-gated channel subfamily D member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238913	0.0640499	0.413776	1.31379e-06	0.477826
NT5C	5', 3'-nucleotidase, cytosolic	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238876	-0.34101	-0.136743	0.0442813	0.477753
SH3KBP1	SH3 domain containing kinase binding protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238846	-0.252461	-0.225231	3.14423e-05	0.477692
IL4R	interleukin 4 receptor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238832	0.148811	0.328853	0.0632264	0.477664
NFKBID	NFKB inhibitor delta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238827	0.193372	0.284283	0.000530639	0.477655
DNASE2	deoxyribonuclease 2, lysosomal	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.23882	0.223979	0.253662	0.00874817	0.477641
TNNT2	troponin T2, cardiac type	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238689	-0.242968	-0.234411	0.00715633	0.477379
CCDC24	coiled-coil domain containing 24	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238659	-0.339855	-0.137463	0.00907678	0.477318
PGS1	phosphatidylglycerophosphate synthase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238658	0.196769	0.280547	0.000252684	0.477316
SIM1	single-minded family bHLH transcription factor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238617	-0.250221	-0.227012	0.00864149	0.477233
ATP6V0A1	ATPase H+ transporting V0 subunit a1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238485	-0.3229	-0.154069	2.06522e-07	0.476969
CAPN6	calpain 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238447	0.221829	0.255065	0.065249	0.476894
GALT	galactose-1-phosphate uridylyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23833	-0.285239	-0.19142	8.84525e-06	0.476659
TMEM239	transmembrane protein 239	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238173	-0.250797	-0.225548	2.07858e-05	0.476345
C15orf61	chromosome 15 open reading frame 61	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238151	-0.27954	-0.196762	0.0427066	0.476302
CCDC127	coiled-coil domain containing 127	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238118	0.12964	0.346596	0.0200302	0.476236
SEH1L	SEH1 like nucleoporin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23809	-0.253741	-0.222439	0.00369134	0.47618
PRSS36	protease, serine 36	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238075	-0.307456	-0.168694	0.001345	0.47615
PAPD7	poly(A) RNA polymerase D7, non-canonical	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238035	0.185883	0.290187	0.00105921	0.47607
M6PR	mannose-6-phosphate receptor, cation dependent	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.238017	0.0209256	0.455108	0.0287165	0.476034
SHOX	short stature homeobox	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.238	-0.424204	-0.0517962	1.57032e-06	0.476
CCDC189	coiled-coil domain containing 189	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237981	0.170693	0.305269	0.00696374	0.475962
MAP2K1	mitogen-activated protein kinase kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237908	0.227909	0.247907	0.000205284	0.475816
HSPA9	heat shock protein family A (Hsp70) member 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23787	-0.291522	-0.184217	0.00459618	0.475739
TRNAU1AP	tRNA selenocysteine 1 associated protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237851	0.211861	0.263841	0.000250569	0.475702
MRPL42	mitochondrial ribosomal protein L42	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237849	-0.242122	-0.233576	0.0539984	0.475698
TFAP2A-AS1	TFAP2A antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237835	0.196641	0.279028	0.000435844	0.475669
MED11	mediator complex subunit 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237833	-0.312978	-0.162689	0.00447815	0.475667
UBE2V2	ubiquitin conjugating enzyme E2 V2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237817	-0.331012	-0.144622	0.00102601	0.475634
IGFBP3	insulin like growth factor binding protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237815	0.0653716	0.410259	0.00123654	0.475631
SHISA9	shisa family member 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237779	-0.240481	-0.235076	0.00103784	0.475557
CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237768	-0.275553	-0.199984	0.00150568	0.475537
HDDC2	HD domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237701	-0.239417	-0.235985	0.00142044	0.475402
WISP3	WNT1 inducible signaling pathway protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237637	0.0333628	0.441912	0.0020045	0.475275
METTL1	methyltransferase like 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237636	0.236634	0.238638	0.0170145	0.475272
RRAGC	Ras related GTP binding C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23759	-0.24878	-0.226401	0.0370475	0.475181
TRA2A	transformer 2 alpha homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237539	0.0673666	0.407712	0.0321346	0.475079
HIST1H4E	histone cluster 1, H4e	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237503	-0.322293	-0.152714	0.0058777	0.475007
RBBP8	RB binding protein 8, endonuclease	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237493	0.229846	0.245141	0.0290294	0.474987
TBL1X	transducin (beta)-like 1X-linked	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237474	-0.303803	-0.171145	0.00143241	0.474948
WNT2B	Wnt family member 2B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237408	0.0747327	0.400083	0.00624812	0.474816
TTPAL	alpha tocopherol transfer protein like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237392	0.0288461	0.445937	8.12436e-05	0.474783
SLC25A27	solute carrier family 25 member 27	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23737	-0.30624	-0.1685	2.23259e-05	0.47474
TSPAN1	tetraspanin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.237301	-0.268439	-0.206164	0.061964	0.474603
SF1	splicing factor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237239	0.088437	0.386041	0.0307626	0.474478
PCBP4	poly(rC) binding protein 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237133	0.165357	0.308909	0.0406259	0.474266
RRBP1	ribosome binding protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.237072	0.203391	0.270753	0.0174178	0.474144
ACLY	ATP citrate lyase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236969	0.21194	0.261999	0.000920917	0.473939
SIGLEC11	sialic acid binding Ig like lectin 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236941	-0.252848	-0.221034	2.46584e-05	0.473882
CTSD	cathepsin D	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236924	-0.249673	-0.224174	0.00164091	0.473847
PREPL	prolyl endopeptidase-like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236915	-0.244993	-0.228836	0.00496546	0.473829
ARCN1	archain 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236797	0.185876	0.287718	0.00164336	0.473594
ZNF292	zinc finger protein 292	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236794	-0.313144	-0.160444	0.00929797	0.473588
RAD51L3-RFFL	RAD51L3-RFFL readthrough	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23676	-0.263117	-0.210402	0.0214333	0.473519
DMRT2	doublesex and mab-3 related transcription factor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236704	-0.246679	-0.226728	0.000284076	0.473407
LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236686	0.186293	0.28708	0.0334025	0.473373
SPAG16	sperm associated antigen 16	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236653	-0.318953	-0.154353	0.103498	0.473306
RHBDL1	rhomboid like 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236645	-0.262871	-0.210418	0.000410354	0.473289
TMEM127	transmembrane protein 127	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236633	-0.312292	-0.160973	1.22354e-08	0.473265
ANKRD55	ankyrin repeat domain 55	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236591	0.048607	0.424575	4.91433e-05	0.473182
PLIN3	perilipin 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236567	0.221366	0.251768	0.0420479	0.473134
NUDCD2	NudC domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236486	-0.318462	-0.15451	0.000160107	0.472972
CD40LG	CD40 ligand	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236473	0.224721	0.248224	0.00488647	0.472945
STK17A	serine/threonine kinase 17a	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236445	0.0579577	0.414932	0.00236113	0.47289
FAM132A	family with sequence similarity 132 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236442	-0.409658	-0.063225	0.00986446	0.472883
FANCG	Fanconi anemia complementation group G	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236413	0.115628	0.357199	1.57515e-06	0.472827
SLC2A9	solute carrier family 2 member 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.23638	-0.27349	-0.199271	0.0119196	0.472761
TCEAL4	transcription elongation factor A like 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236268	0.0775397	0.394996	0.00115603	0.472536
PNLIPRP1	pancreatic lipase related protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236267	-0.295583	-0.176952	0.00482753	0.472535
PSMB7	proteasome subunit beta 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.23618	0.0814805	0.39088	3.54073e-05	0.472361
LOC728613	programmed cell death 6 pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236173	0.186055	0.286291	0.00258289	0.472346
PNN	pinin, desmosome associated protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236128	0.00573955	0.466517	0.0708847	0.472257
CCT7	chaperonin containing TCP1 subunit 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236096	0.207152	0.265039	7.23457e-05	0.472191
ESYT1	extended synaptotagmin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236094	0.180246	0.291941	0.00427269	0.472187
TRMT6	tRNA methyltransferase 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.236047	0.0847233	0.387371	0.0048524	0.472094
SURF6	surfeit 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236036	-0.263661	-0.208412	0.00155344	0.472073
ZC3H11A	zinc finger CCCH-type containing 11A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.23602	0.146465	0.325576	0.000370552	0.472041
FAM103A1	family with sequence similarity 103 member A1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.236019	-0.292515	-0.179522	0.00025837	0.472037
CDC26	cell division cycle 26	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235942	0.161699	0.310185	0.0201995	0.471884
HOXB-AS3	HOXB cluster antisense RNA 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235876	-0.359937	-0.111814	0.0026201	0.471751
NAF1	nuclear assembly factor 1 ribonucleoprotein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235867	-0.378147	-0.093586	0.00192765	0.471733
CDR1	cerebellar degeneration related protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235856	0.157462	0.31425	0.264566	0.471712
SOX9	SRY-box 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235747	0.226389	0.245106	0.00776432	0.471495
ZWILCH	zwilch kinetochore protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235728	0.144718	0.326737	0.00981185	0.471455
HOXB8	homeobox B8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235712	-0.261532	-0.209893	0.000133169	0.471425
ASB2	ankyrin repeat and SOCS box containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235697	0.107485	0.363909	0.0174435	0.471394
TAS2R3	taste 2 receptor member 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235681	-0.292348	-0.179015	0.00172435	0.471363
TRMO	tRNA methyltransferase O	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235652	-0.281121	-0.190182	0.00139224	0.471303
RGS11	regulator of G-protein signaling 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235635	-0.268307	-0.202962	3.04706e-05	0.471269
LYPLAL1	lysophospholipase like 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235602	-0.27094	-0.200264	0.074202	0.471204
SGO2	shugoshin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235585	0.18355	0.287619	0.0311182	0.471169
KIF18B	kinesin family member 18B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235521	0.225246	0.245795	0.00443819	0.471041
EBAG9	estrogen receptor binding site associated, antigen, 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235411	-0.302606	-0.168216	6.80821e-06	0.470822
POGLUT1	protein O-glucosyltransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235411	0.144632	0.326189	0.00327376	0.470821
LTN1	listerin E3 ubiquitin protein ligase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235379	-0.269103	-0.201656	0.0020951	0.470759
TARSL2	threonyl-tRNA synthetase like 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.235291	0.138768	0.331814	0.012227	0.470582
NPY5R	neuropeptide Y receptor Y5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.235263	-0.247657	-0.222869	0.00573717	0.470526
