patient_assignment	tissue_assignment	disease_assignment	celltype	gene_symbol	n_cells	sum_counts	detected_cells	detection_fraction	total_umi	log1p_cpm
C1	R	healthy	B:B16	PIAS1	4	0	0	0	34348	0
C1	R	healthy	B:B16	PKM	4	3	1	0.25	34348	0.627762
C1	R	healthy	B:B16	PRKAA1	4	0	0	0	34348	0
C1	R	healthy	B:B16	PTGS2	4	0	0	0	34348	0
C1	R	healthy	B:B16	RELA	4	0	0	0	34348	0
C1	R	healthy	B:B16	SH3KBP1	4	1	1	0.25	34348	0.255524
C1	R	healthy	B:B16	SMAD3	4	0	0	0	34348	0
C1	R	healthy	B:B16	SOD1	4	3	1	0.25	34348	0.627762
C1	R	healthy	B:B16	STAT3	4	1	1	0.25	34348	0.255524
C1	R	healthy	B:B16	STAT5A	4	1	1	0.25	34348	0.255524
C1	R	healthy	B:B16	SYK	4	1	1	0.25	34348	0.255524
C1	R	healthy	B:B16	TLR4	4	0	0	0	34348	0
C1	R	healthy	B:B16	TNF	4	1	1	0.25	34348	0.255524
C1	R	healthy	B:B2	ACTA2	5	0	0	0	25948	0
C1	R	healthy	B:B2	AHR	5	0	0	0	25948	0
C1	R	healthy	B:B2	AKT1	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	ARNTL	5	0	0	0	25948	0
C1	R	healthy	B:B2	BCL6	5	0	0	0	25948	0
C1	R	healthy	B:B2	BECN1	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	BLNK	5	5	3	0.6	25948	1.07395
C1	R	healthy	B:B2	BRD4	5	0	0	0	25948	0
C1	R	healthy	B:B2	CAT	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	CD4	5	0	0	0	25948	0
C1	R	healthy	B:B2	CD86	5	0	0	0	25948	0
C1	R	healthy	B:B2	CREB1	5	3	2	0.4	25948	0.768328
C1	R	healthy	B:B2	CTNNB1	5	0	0	0	25948	0
C1	R	healthy	B:B2	DNMT1	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	FOXP3	5	0	0	0	25948	0
C1	R	healthy	B:B2	GABPA	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	HIF1A	5	3	3	0.6	25948	0.768328
C1	R	healthy	B:B2	HMOX1	5	0	0	0	25948	0
C1	R	healthy	B:B2	ICAM1	5	3	1	0.2	25948	0.768328
C1	R	healthy	B:B2	IFNG	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	IL15	5	0	0	0	25948	0
C1	R	healthy	B:B2	IL1B	5	0	0	0	25948	0
C1	R	healthy	B:B2	IL7	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	ITGAM	5	0	0	0	25948	0
C1	R	healthy	B:B2	ITGAX	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	JAK1	5	8	3	0.6	25948	1.40685
C1	R	healthy	B:B2	LYZ	5	0	0	0	25948	0
C1	R	healthy	B:B2	MAFB	5	0	0	0	25948	0
C1	R	healthy	B:B2	MAP1LC3B	5	6	4	0.8	25948	1.19765
C1	R	healthy	B:B2	MAPK14	5	0	0	0	25948	0
C1	R	healthy	B:B2	NFKB1	5	0	0	0	25948	0
C1	R	healthy	B:B2	NLRP3	5	0	0	0	25948	0
C1	R	healthy	B:B2	OSM	5	0	0	0	25948	0
C1	R	healthy	B:B2	PARP1	5	4	3	0.6	25948	0.932772
C1	R	healthy	B:B2	PIAS1	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	PKM	5	5	3	0.6	25948	1.07395
C1	R	healthy	B:B2	PRKAA1	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	PTGS2	5	0	0	0	25948	0
C1	R	healthy	B:B2	RELA	5	0	0	0	25948	0
C1	R	healthy	B:B2	SH3KBP1	5	0	0	0	25948	0
C1	R	healthy	B:B2	SMAD3	5	1	1	0.2	25948	0.325979
C1	R	healthy	B:B2	SOD1	5	4	3	0.6	25948	0.932772
C1	R	healthy	B:B2	STAT3	5	3	2	0.4	25948	0.768328
C1	R	healthy	B:B2	STAT5A	5	0	0	0	25948	0
C1	R	healthy	B:B2	SYK	5	5	3	0.6	25948	1.07395
C1	R	healthy	B:B2	TLR4	5	0	0	0	25948	0
C1	R	healthy	B:B2	TNF	5	3	2	0.4	25948	0.768328
C1	R	healthy	B:B3	ACTA2	1	0	0	0	1511	0
C1	R	healthy	B:B3	AHR	1	0	0	0	1511	0
C1	R	healthy	B:B3	AKT1	1	0	0	0	1511	0
C1	R	healthy	B:B3	ARNTL	1	0	0	0	1511	0
C1	R	healthy	B:B3	BCL6	1	0	0	0	1511	0
C1	R	healthy	B:B3	BECN1	1	0	0	0	1511	0
C1	R	healthy	B:B3	BLNK	1	0	0	0	1511	0
C1	R	healthy	B:B3	BRD4	1	0	0	0	1511	0
C1	R	healthy	B:B3	CAT	1	0	0	0	1511	0
C1	R	healthy	B:B3	CD4	1	0	0	0	1511	0
C1	R	healthy	B:B3	CD86	1	0	0	0	1511	0
C1	R	healthy	B:B3	CREB1	1	0	0	0	1511	0
C1	R	healthy	B:B3	CTNNB1	1	0	0	0	1511	0
C1	R	healthy	B:B3	DNMT1	1	0	0	0	1511	0
C1	R	healthy	B:B3	FOXP3	1	0	0	0	1511	0
C1	R	healthy	B:B3	GABPA	1	0	0	0	1511	0
C1	R	healthy	B:B3	HIF1A	1	0	0	0	1511	0
C1	R	healthy	B:B3	HMOX1	1	0	0	0	1511	0
C1	R	healthy	B:B3	ICAM1	1	0	0	0	1511	0
C1	R	healthy	B:B3	IFNG	1	0	0	0	1511	0
C1	R	healthy	B:B3	IL15	1	0	0	0	1511	0
C1	R	healthy	B:B3	IL1B	1	0	0	0	1511	0
C1	R	healthy	B:B3	IL7	1	0	0	0	1511	0
C1	R	healthy	B:B3	ITGAM	1	0	0	0	1511	0
C1	R	healthy	B:B3	ITGAX	1	0	0	0	1511	0
C1	R	healthy	B:B3	JAK1	1	0	0	0	1511	0
C1	R	healthy	B:B3	LYZ	1	0	0	0	1511	0
C1	R	healthy	B:B3	MAFB	1	0	0	0	1511	0
C1	R	healthy	B:B3	MAP1LC3B	1	0	0	0	1511	0
C1	R	healthy	B:B3	MAPK14	1	0	0	0	1511	0
C1	R	healthy	B:B3	NFKB1	1	0	0	0	1511	0
C1	R	healthy	B:B3	NLRP3	1	0	0	0	1511	0
C1	R	healthy	B:B3	OSM	1	0	0	0	1511	0
C1	R	healthy	B:B3	PARP1	1	0	0	0	1511	0
C1	R	healthy	B:B3	PIAS1	1	0	0	0	1511	0
C1	R	healthy	B:B3	PKM	1	0	0	0	1511	0
C1	R	healthy	B:B3	PRKAA1	1	0	0	0	1511	0
C1	R	healthy	B:B3	PTGS2	1	0	0	0	1511	0
C1	R	healthy	B:B3	RELA	1	0	0	0	1511	0
C1	R	healthy	B:B3	SH3KBP1	1	1	1	1	1511	2.03053
C1	R	healthy	B:B3	SMAD3	1	0	0	0	1511	0
C1	R	healthy	B:B3	SOD1	1	0	0	0	1511	0
C1	R	healthy	B:B3	STAT3	1	1	1	1	1511	2.03053
C1	R	healthy	B:B3	STAT5A	1	0	0	0	1511	0
C1	R	healthy	B:B3	SYK	1	0	0	0	1511	0
C1	R	healthy	B:B3	TLR4	1	0	0	0	1511	0
C1	R	healthy	B:B3	TNF	1	0	0	0	1511	0
C1	R	healthy	B:B4	ACTA2	2	0	0	0	4229	0
C1	R	healthy	B:B4	AHR	2	0	0	0	4229	0
C1	R	healthy	B:B4	AKT1	2	0	0	0	4229	0
C1	R	healthy	B:B4	ARNTL	2	0	0	0	4229	0
C1	R	healthy	B:B4	BCL6	2	0	0	0	4229	0
C1	R	healthy	B:B4	BECN1	2	0	0	0	4229	0
C1	R	healthy	B:B4	BLNK	2	2	2	1	4229	1.74558
C1	R	healthy	B:B4	BRD4	2	0	0	0	4229	0
C1	R	healthy	B:B4	CAT	2	1	1	0.5	4229	1.21332
C1	R	healthy	B:B4	CD4	2	0	0	0	4229	0
C1	R	healthy	B:B4	CD86	2	0	0	0	4229	0
C1	R	healthy	B:B4	CREB1	2	0	0	0	4229	0
C1	R	healthy	B:B4	CTNNB1	2	0	0	0	4229	0
C1	R	healthy	B:B4	DNMT1	2	0	0	0	4229	0
C1	R	healthy	B:B4	FOXP3	2	0	0	0	4229	0
C1	R	healthy	B:B4	GABPA	2	0	0	0	4229	0
C1	R	healthy	B:B4	HIF1A	2	2	1	0.5	4229	1.74558
C1	R	healthy	B:B4	HMOX1	2	0	0	0	4229	0
C1	R	healthy	B:B4	ICAM1	2	0	0	0	4229	0
C1	R	healthy	B:B4	IFNG	2	0	0	0	4229	0
C1	R	healthy	B:B4	IL15	2	0	0	0	4229	0
C1	R	healthy	B:B4	IL1B	2	0	0	0	4229	0
C1	R	healthy	B:B4	IL7	2	0	0	0	4229	0
C1	R	healthy	B:B4	ITGAM	2	0	0	0	4229	0
C1	R	healthy	B:B4	ITGAX	2	0	0	0	4229	0
C1	R	healthy	B:B4	JAK1	2	2	2	1	4229	1.74558
C1	R	healthy	B:B4	LYZ	2	0	0	0	4229	0
C1	R	healthy	B:B4	MAFB	2	0	0	0	4229	0
C1	R	healthy	B:B4	MAP1LC3B	2	0	0	0	4229	0
C1	R	healthy	B:B4	MAPK14	2	0	0	0	4229	0
C1	R	healthy	B:B4	NFKB1	2	0	0	0	4229	0
C1	R	healthy	B:B4	NLRP3	2	0	0	0	4229	0
C1	R	healthy	B:B4	OSM	2	0	0	0	4229	0
C1	R	healthy	B:B4	PARP1	2	0	0	0	4229	0
C1	R	healthy	B:B4	PIAS1	2	1	1	0.5	4229	1.21332
C1	R	healthy	B:B4	PKM	2	1	1	0.5	4229	1.21332
C1	R	healthy	B:B4	PRKAA1	2	1	1	0.5	4229	1.21332
C1	R	healthy	B:B4	PTGS2	2	0	0	0	4229	0
C1	R	healthy	B:B4	RELA	2	0	0	0	4229	0
C1	R	healthy	B:B4	SH3KBP1	2	0	0	0	4229	0
C1	R	healthy	B:B4	SMAD3	2	0	0	0	4229	0
C1	R	healthy	B:B4	SOD1	2	0	0	0	4229	0
C1	R	healthy	B:B4	STAT3	2	2	2	1	4229	1.74558
C1	R	healthy	B:B4	STAT5A	2	0	0	0	4229	0
C1	R	healthy	B:B4	SYK	2	0	0	0	4229	0
C1	R	healthy	B:B4	TLR4	2	0	0	0	4229	0
C1	R	healthy	B:B4	TNF	2	0	0	0	4229	0
C1	R	healthy	B:B5	ACTA2	3	0	0	0	13184	0
C1	R	healthy	B:B5	AHR	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	AKT1	3	0	0	0	13184	0
C1	R	healthy	B:B5	ARNTL	3	0	0	0	13184	0
C1	R	healthy	B:B5	BCL6	3	0	0	0	13184	0
C1	R	healthy	B:B5	BECN1	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	BLNK	3	2	2	0.666667	13184	0.923064
C1	R	healthy	B:B5	BRD4	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	CAT	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	CD4	3	0	0	0	13184	0
C1	R	healthy	B:B5	CD86	3	0	0	0	13184	0
C1	R	healthy	B:B5	CREB1	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	CTNNB1	3	0	0	0	13184	0
C1	R	healthy	B:B5	DNMT1	3	0	0	0	13184	0
C1	R	healthy	B:B5	FOXP3	3	0	0	0	13184	0
C1	R	healthy	B:B5	GABPA	3	0	0	0	13184	0
C1	R	healthy	B:B5	HIF1A	3	0	0	0	13184	0
C1	R	healthy	B:B5	HMOX1	3	2	2	0.666667	13184	0.923064
C1	R	healthy	B:B5	ICAM1	3	0	0	0	13184	0
C1	R	healthy	B:B5	IFNG	3	0	0	0	13184	0
C1	R	healthy	B:B5	IL15	3	0	0	0	13184	0
C1	R	healthy	B:B5	IL1B	3	0	0	0	13184	0
C1	R	healthy	B:B5	IL7	3	0	0	0	13184	0
C1	R	healthy	B:B5	ITGAM	3	0	0	0	13184	0
C1	R	healthy	B:B5	ITGAX	3	0	0	0	13184	0
C1	R	healthy	B:B5	JAK1	3	3	3	1	13184	1.18647
C1	R	healthy	B:B5	LYZ	3	0	0	0	13184	0
C1	R	healthy	B:B5	MAFB	3	0	0	0	13184	0
C1	R	healthy	B:B5	MAP1LC3B	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	MAPK14	3	2	2	0.666667	13184	0.923064
C1	R	healthy	B:B5	NFKB1	3	2	1	0.333333	13184	0.923064
C1	R	healthy	B:B5	NLRP3	3	0	0	0	13184	0
C1	R	healthy	B:B5	OSM	3	0	0	0	13184	0
C1	R	healthy	B:B5	PARP1	3	2	1	0.333333	13184	0.923064
C1	R	healthy	B:B5	PIAS1	3	2	2	0.666667	13184	0.923064
C1	R	healthy	B:B5	PKM	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	PRKAA1	3	0	0	0	13184	0
C1	R	healthy	B:B5	PTGS2	3	0	0	0	13184	0
C1	R	healthy	B:B5	RELA	3	0	0	0	13184	0
C1	R	healthy	B:B5	SH3KBP1	3	1	1	0.333333	13184	0.564458
C1	R	healthy	B:B5	SMAD3	3	2	1	0.333333	13184	0.923064
C1	R	healthy	B:B5	SOD1	3	3	2	0.666667	13184	1.18647
C1	R	healthy	B:B5	STAT3	3	3	2	0.666667	13184	1.18647
C1	R	healthy	B:B5	STAT5A	3	0	0	0	13184	0
C1	R	healthy	B:B5	SYK	3	4	2	0.666667	13184	1.39475
C1	R	healthy	B:B5	TLR4	3	0	0	0	13184	0
C1	R	healthy	B:B5	TNF	3	0	0	0	13184	0
C1	R	healthy	B:B6	ACTA2	21	1	1	0.047619	364784	0.0270445
C1	R	healthy	B:B6	AHR	21	5	4	0.190476	364784	0.128453
C1	R	healthy	B:B6	AKT1	21	2	2	0.0952381	364784	0.0533767
C1	R	healthy	B:B6	ARNTL	21	1	1	0.047619	364784	0.0270445
C1	R	healthy	B:B6	BCL6	21	0	0	0	364784	0
C1	R	healthy	B:B6	BECN1	21	8	7	0.333333	364784	0.198283
C1	R	healthy	B:B6	BLNK	21	19	13	0.619048	364784	0.419273
C1	R	healthy	B:B6	BRD4	21	6	4	0.190476	364784	0.152275
C1	R	healthy	B:B6	CAT	21	8	8	0.380952	364784	0.198283
C1	R	healthy	B:B6	CD4	21	3	3	0.142857	364784	0.0790334
C1	R	healthy	B:B6	CD86	21	5	4	0.190476	364784	0.128453
C1	R	healthy	B:B6	CREB1	21	7	7	0.333333	364784	0.175544
C1	R	healthy	B:B6	CTNNB1	21	1	1	0.047619	364784	0.0270445
C1	R	healthy	B:B6	DNMT1	21	3	3	0.142857	364784	0.0790334
C1	R	healthy	B:B6	FOXP3	21	0	0	0	364784	0
C1	R	healthy	B:B6	GABPA	21	6	5	0.238095	364784	0.152275
C1	R	healthy	B:B6	HIF1A	21	11	7	0.333333	364784	0.263555
C1	R	healthy	B:B6	HMOX1	21	0	0	0	364784	0
C1	R	healthy	B:B6	ICAM1	21	4	3	0.142857	364784	0.104048
C1	R	healthy	B:B6	IFNG	21	1	1	0.047619	364784	0.0270445
C1	R	healthy	B:B6	IL15	21	4	4	0.190476	364784	0.104048
C1	R	healthy	B:B6	IL1B	21	0	0	0	364784	0
C1	R	healthy	B:B6	IL7	21	0	0	0	364784	0
C1	R	healthy	B:B6	ITGAM	21	0	0	0	364784	0
C1	R	healthy	B:B6	ITGAX	21	0	0	0	364784	0
C1	R	healthy	B:B6	JAK1	21	19	13	0.619048	364784	0.419273
C1	R	healthy	B:B6	LYZ	21	0	0	0	364784	0
C1	R	healthy	B:B6	MAFB	21	0	0	0	364784	0
C1	R	healthy	B:B6	MAP1LC3B	21	29	15	0.714286	364784	0.585
C1	R	healthy	B:B6	MAPK14	21	3	3	0.142857	364784	0.0790334
C1	R	healthy	B:B6	NFKB1	21	12	8	0.380952	364784	0.284398
C1	R	healthy	B:B6	NLRP3	21	0	0	0	364784	0
C1	R	healthy	B:B6	OSM	21	0	0	0	364784	0
C1	R	healthy	B:B6	PARP1	21	35	17	0.809524	364784	0.672675
C1	R	healthy	B:B6	PIAS1	21	14	12	0.571429	364784	0.324825
C1	R	healthy	B:B6	PKM	21	21	15	0.714286	364784	0.454689
C1	R	healthy	B:B6	PRKAA1	21	3	3	0.142857	364784	0.0790334
C1	R	healthy	B:B6	PTGS2	21	0	0	0	364784	0
C1	R	healthy	B:B6	RELA	21	8	6	0.285714	364784	0.198283
C1	R	healthy	B:B6	SH3KBP1	21	7	5	0.238095	364784	0.175544
C1	R	healthy	B:B6	SMAD3	21	1	1	0.047619	364784	0.0270445
C1	R	healthy	B:B6	SOD1	21	29	14	0.666667	364784	0.585
C1	R	healthy	B:B6	STAT3	21	15	11	0.52381	364784	0.344442
C1	R	healthy	B:B6	STAT5A	21	2	2	0.0952381	364784	0.0533767
C1	R	healthy	B:B6	SYK	21	10	7	0.333333	364784	0.242267
C1	R	healthy	B:B6	TLR4	21	0	0	0	364784	0
C1	R	healthy	B:B6	TNF	21	6	3	0.142857	364784	0.152275
C1	R	healthy	B:B7	ACTA2	10	0	0	0	35594	0
C1	R	healthy	B:B7	AHR	10	3	3	0.3	35594	0.611307
C1	R	healthy	B:B7	AKT1	10	0	0	0	35594	0
C1	R	healthy	B:B7	ARNTL	10	0	0	0	35594	0
C1	R	healthy	B:B7	BCL6	10	0	0	0	35594	0
C1	R	healthy	B:B7	BECN1	10	0	0	0	35594	0
C1	R	healthy	B:B7	BLNK	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	BRD4	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	CAT	10	0	0	0	35594	0
C1	R	healthy	B:B7	CD4	10	0	0	0	35594	0
C1	R	healthy	B:B7	CD86	10	0	0	0	35594	0
C1	R	healthy	B:B7	CREB1	10	0	0	0	35594	0
C1	R	healthy	B:B7	CTNNB1	10	0	0	0	35594	0
C1	R	healthy	B:B7	DNMT1	10	0	0	0	35594	0
C1	R	healthy	B:B7	FOXP3	10	0	0	0	35594	0
C1	R	healthy	B:B7	GABPA	10	0	0	0	35594	0
C1	R	healthy	B:B7	HIF1A	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	HMOX1	10	0	0	0	35594	0
C1	R	healthy	B:B7	ICAM1	10	8	5	0.5	35594	1.17791
C1	R	healthy	B:B7	IFNG	10	3	3	0.3	35594	0.611307
C1	R	healthy	B:B7	IL15	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	IL1B	10	0	0	0	35594	0
C1	R	healthy	B:B7	IL7	10	0	0	0	35594	0
C1	R	healthy	B:B7	ITGAM	10	0	0	0	35594	0
C1	R	healthy	B:B7	ITGAX	10	0	0	0	35594	0
C1	R	healthy	B:B7	JAK1	10	3	3	0.3	35594	0.611307
C1	R	healthy	B:B7	LYZ	10	0	0	0	35594	0
C1	R	healthy	B:B7	MAFB	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	MAP1LC3B	10	2	2	0.2	35594	0.445898
C1	R	healthy	B:B7	MAPK14	10	0	0	0	35594	0
C1	R	healthy	B:B7	NFKB1	10	0	0	0	35594	0
C1	R	healthy	B:B7	NLRP3	10	0	0	0	35594	0
C1	R	healthy	B:B7	OSM	10	0	0	0	35594	0
C1	R	healthy	B:B7	PARP1	10	3	2	0.2	35594	0.611307
C1	R	healthy	B:B7	PIAS1	10	3	3	0.3	35594	0.611307
C1	R	healthy	B:B7	PKM	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	PRKAA1	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	PTGS2	10	0	0	0	35594	0
C1	R	healthy	B:B7	RELA	10	0	0	0	35594	0
C1	R	healthy	B:B7	SH3KBP1	10	2	1	0.1	35594	0.445898
C1	R	healthy	B:B7	SMAD3	10	0	0	0	35594	0
C1	R	healthy	B:B7	SOD1	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	STAT3	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	STAT5A	10	0	0	0	35594	0
C1	R	healthy	B:B7	SYK	10	1	1	0.1	35594	0.247599
C1	R	healthy	B:B7	TLR4	10	0	0	0	35594	0
C1	R	healthy	B:B7	TNF	10	5	5	0.5	35594	0.877438
C1	R	healthy	B:B9	ACTA2	1	0	0	0	6321	0
C1	R	healthy	B:B9	AHR	1	0	0	0	6321	0
C1	R	healthy	B:B9	AKT1	1	0	0	0	6321	0
C1	R	healthy	B:B9	ARNTL	1	0	0	0	6321	0
C1	R	healthy	B:B9	BCL6	1	0	0	0	6321	0
C1	R	healthy	B:B9	BECN1	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	BLNK	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	BRD4	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	CAT	1	0	0	0	6321	0
C1	R	healthy	B:B9	CD4	1	0	0	0	6321	0
C1	R	healthy	B:B9	CD86	1	0	0	0	6321	0
C1	R	healthy	B:B9	CREB1	1	0	0	0	6321	0
C1	R	healthy	B:B9	CTNNB1	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	DNMT1	1	0	0	0	6321	0
C1	R	healthy	B:B9	FOXP3	1	0	0	0	6321	0
C1	R	healthy	B:B9	GABPA	1	0	0	0	6321	0
C1	R	healthy	B:B9	HIF1A	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	HMOX1	1	0	0	0	6321	0
C1	R	healthy	B:B9	ICAM1	1	0	0	0	6321	0
C1	R	healthy	B:B9	IFNG	1	0	0	0	6321	0
C1	R	healthy	B:B9	IL15	1	0	0	0	6321	0
C1	R	healthy	B:B9	IL1B	1	0	0	0	6321	0
C1	R	healthy	B:B9	IL7	1	0	0	0	6321	0
C1	R	healthy	B:B9	ITGAM	1	0	0	0	6321	0
C1	R	healthy	B:B9	ITGAX	1	0	0	0	6321	0
C1	R	healthy	B:B9	JAK1	1	3	1	1	6321	1.74852
C1	R	healthy	B:B9	LYZ	1	0	0	0	6321	0
C1	R	healthy	B:B9	MAFB	1	0	0	0	6321	0
C1	R	healthy	B:B9	MAP1LC3B	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	MAPK14	1	0	0	0	6321	0
C1	R	healthy	B:B9	NFKB1	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	NLRP3	1	0	0	0	6321	0
C1	R	healthy	B:B9	OSM	1	0	0	0	6321	0
C1	R	healthy	B:B9	PARP1	1	0	0	0	6321	0
C1	R	healthy	B:B9	PIAS1	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	PKM	1	0	0	0	6321	0
C1	R	healthy	B:B9	PRKAA1	1	0	0	0	6321	0
C1	R	healthy	B:B9	PTGS2	1	0	0	0	6321	0
C1	R	healthy	B:B9	RELA	1	1	1	1	6321	0.948575
C1	R	healthy	B:B9	SH3KBP1	1	0	0	0	6321	0
C1	R	healthy	B:B9	SMAD3	1	2	1	1	6321	1.42649
C1	R	healthy	B:B9	SOD1	1	0	0	0	6321	0
C1	R	healthy	B:B9	STAT3	1	0	0	0	6321	0
C1	R	healthy	B:B9	STAT5A	1	0	0	0	6321	0
C1	R	healthy	B:B9	SYK	1	0	0	0	6321	0
C1	R	healthy	B:B9	TLR4	1	0	0	0	6321	0
C1	R	healthy	B:B9	TNF	1	0	0	0	6321	0
C1	R	healthy	NK	ACTA2	6	0	0	0	24049	0
C1	R	healthy	NK	AHR	6	0	0	0	24049	0
C1	R	healthy	NK	AKT1	6	0	0	0	24049	0
C1	R	healthy	NK	ARNTL	6	0	0	0	24049	0
C1	R	healthy	NK	BCL6	6	2	2	0.333333	24049	0.605209
C1	R	healthy	NK	BECN1	6	0	0	0	24049	0
C1	R	healthy	NK	BLNK	6	0	0	0	24049	0
C1	R	healthy	NK	BRD4	6	0	0	0	24049	0
C1	R	healthy	NK	CAT	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	CD4	6	0	0	0	24049	0
C1	R	healthy	NK	CD86	6	0	0	0	24049	0
C1	R	healthy	NK	CREB1	6	2	1	0.166667	24049	0.605209
C1	R	healthy	NK	CTNNB1	6	0	0	0	24049	0
C1	R	healthy	NK	DNMT1	6	0	0	0	24049	0
C1	R	healthy	NK	FOXP3	6	0	0	0	24049	0
C1	R	healthy	NK	GABPA	6	0	0	0	24049	0
C1	R	healthy	NK	HIF1A	6	3	3	0.5	24049	0.809798
C1	R	healthy	NK	HMOX1	6	0	0	0	24049	0
C1	R	healthy	NK	ICAM1	6	9	3	0.5	24049	1.55653
C1	R	healthy	NK	IFNG	6	33	5	0.833333	24049	2.68934
C1	R	healthy	NK	IL15	6	0	0	0	24049	0
C1	R	healthy	NK	IL1B	6	0	0	0	24049	0
C1	R	healthy	NK	IL7	6	0	0	0	24049	0
C1	R	healthy	NK	ITGAM	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	ITGAX	6	0	0	0	24049	0
C1	R	healthy	NK	JAK1	6	5	4	0.666667	24049	1.12463
C1	R	healthy	NK	LYZ	6	0	0	0	24049	0
C1	R	healthy	NK	MAFB	6	0	0	0	24049	0
C1	R	healthy	NK	MAP1LC3B	6	2	2	0.333333	24049	0.605209
C1	R	healthy	NK	MAPK14	6	2	2	0.333333	24049	0.605209
C1	R	healthy	NK	NFKB1	6	9	4	0.666667	24049	1.55653
C1	R	healthy	NK	NLRP3	6	0	0	0	24049	0
C1	R	healthy	NK	OSM	6	0	0	0	24049	0
C1	R	healthy	NK	PARP1	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	PIAS1	6	0	0	0	24049	0
C1	R	healthy	NK	PKM	6	25	3	0.5	24049	2.43321
C1	R	healthy	NK	PRKAA1	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	PTGS2	6	0	0	0	24049	0
C1	R	healthy	NK	RELA	6	0	0	0	24049	0
C1	R	healthy	NK	SH3KBP1	6	7	2	0.333333	24049	1.36372
C1	R	healthy	NK	SMAD3	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	SOD1	6	2	2	0.333333	24049	0.605209
C1	R	healthy	NK	STAT3	6	3	3	0.5	24049	0.809798
C1	R	healthy	NK	STAT5A	6	2	2	0.333333	24049	0.605209
C1	R	healthy	NK	SYK	6	1	1	0.166667	24049	0.347707
C1	R	healthy	NK	TLR4	6	0	0	0	24049	0
C1	R	healthy	NK	TNF	6	32	4	0.666667	24049	2.66069
C1	R	healthy	T	ACTA2	162	10	10	0.0617284	738195	0.127043
C1	R	healthy	T	AHR	162	87	56	0.345679	738195	0.77866
C1	R	healthy	T	AKT1	162	14	14	0.0864198	738195	0.173661
C1	R	healthy	T	ARNTL	162	31	28	0.17284	738195	0.350617
C1	R	healthy	T	BCL6	162	8	7	0.0432099	738195	0.102893
C1	R	healthy	T	BECN1	162	30	30	0.185185	738195	0.341031
C1	R	healthy	T	BLNK	162	2	1	0.00617284	738195	0.0267326
C1	R	healthy	T	BRD4	162	43	36	0.222222	738195	0.459007
C1	R	healthy	T	CAT	162	20	19	0.117284	738195	0.23975
C1	R	healthy	T	CD4	162	64	46	0.283951	738195	0.624322
C1	R	healthy	T	CD86	162	0	0	0	738195	0
C1	R	healthy	T	CREB1	162	31	27	0.166667	738195	0.350617
C1	R	healthy	T	CTNNB1	162	27	24	0.148148	738195	0.311709
C1	R	healthy	T	DNMT1	162	48	41	0.253086	738195	0.500918
C1	R	healthy	T	FOXP3	162	12	7	0.0432099	738195	0.150623
C1	R	healthy	T	GABPA	162	8	8	0.0493827	738195	0.102893
C1	R	healthy	T	HIF1A	162	48	40	0.246914	738195	0.500918
C1	R	healthy	T	HMOX1	162	1	1	0.00617284	738195	0.0134556
C1	R	healthy	T	ICAM1	162	36	31	0.191358	738195	0.397215
