priority_class	priority_score	ingredient_id	ingredient_name	pubchem_id	inchikey	match_status	match_method	lincs_source	pert_id	pert_iname	pert_type	gse92742_signature_count	gse92742_cell_count	gse92742_cells
background_or_control	4.0	HBIN034212	Magnesium sulfate	24083	CSNNHWWHGAXBCP-UHFFFAOYSA-L	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	4.0	HBIN044721	Starch	439341	GUBGYTABKSRVRQ-ASMJPISFSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	4.0	HBIN047763	Vasopressin	53477739	BJFIDCADFRDPIO-ZCCHBGLBSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	4.0	HBIN048044	Vitamin b5	6613	GHOKWGTUZJEAQD-ZETCQYMHSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN037286	(-)-noradrenaline	439260	SFLSHLFXELFNJZ-QMMMGPOBSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN014467	Acetylcholine	187	OIPILFWXSMYKGL-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K82381502	acetylcholine	trt_cp	0	0	
background_or_control	3.0	HBIN014742	Adrenaline	5816	UCTWMZQNUQWSLP-VIFPVBQESA-N	covered	inchikey_exact	GSE70138	BRD-K63126190	epinephrine	trt_cp	0	0	
background_or_control	3.0	HBIN018129	Beta-glucan	439262	FYGDTMLNYKFZSV-URKRLVJHSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN018632	Bismuth	5359367	JCXGWMGPZLAOME-UHFFFAOYSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN018634	Bismuth subsalicylate	16682734	QBWLKDFBINPHFT-UHFFFAOYSA-L	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN026006	Etoposide	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	covered	inchikey_exact	GSE92742	BRD-K37798499	etoposide	trt_cp	0	0	
background_or_control	3.0	HBIN026006	Etoposide	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	covered	inchikey_exact	GSE70138	BRD-K37798499	etoposide	trt_cp	0	0	
background_or_control	3.0	HBIN029438	Histamine	774	NTYJJOPFIAHURM-UHFFFAOYSA-N	covered	inchikey_exact	GSE70138	BRD-K01674964	histamine	trt_cp	0	0	
background_or_control	3.0	HBIN029981	Ifp	753	PEDCQBHIVMGVHV-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K73866522	glycerol	trt_cp	0	0	
background_or_control	3.0	HBIN033433	L-lysine	5962	KDXKERNSBIXSRK-YFKPBYRVSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN033793	Lutein	5281243	KBPHJBAIARWVSC-RGZFRNHPSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN035482	Mg	5462224	FYYHWMGAXLPEAU-UHFFFAOYSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN035536	Milrinone	4197	PZRHRDRVRGEVNW-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K67080878	milrinone	trt_cp	0	0	
background_or_control	3.0	HBIN035536	Milrinone	4197	PZRHRDRVRGEVNW-UHFFFAOYSA-N	covered	inchikey_exact	GSE70138	BRD-K67080878	milrinone	trt_cp	0	0	
background_or_control	3.0	HBIN036913	Nifedipine	4485	HYIMSNHJOBLJNT-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K96354014	nifedipine	trt_cp	0	0	
background_or_control	3.0	HBIN044244	Sodium	5360545	KEAYESYHFKHZAL-UHFFFAOYSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	3.0	HBIN048047	Vitamin c	54670067	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN048861	Zeaxanthin	5280899	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
background_or_control	3.0	HBIN048862	Zeaxanthine	5280899	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	2.0	HBIN048049	Vitamin d2	5280793	MECHNRXZTMCUDQ-RKHKHRCZSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	2.0	HBIN048145	Vitamin e	14985	GVJHHUAWPYXKBD-IEOSBIPESA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
hold_missing_identifier	1.0	HBIN016387	Antithrombin	NA	NA	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN010825	4-pregnene-17α,20β,21-triol-3,11-dione	5754	JYGXADMDTFJGBT-VWUMJDOOSA-N	covered	pubchem_exact	GSE92742	BRD-K93568044	hydrocortisone	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN019307	Caffeine	2519	RYYVLZVUVIJVGH-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K02404261	caffeine	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN019307	Caffeine	2519	RYYVLZVUVIJVGH-UHFFFAOYSA-N	covered	inchikey_exact	GSE70138	BRD-K02404261	caffeine	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN023203	Delta-d	5280795	QYSXJUFSXHHAJI-YRZJJWOYSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	-1.0	HBIN048066	Vitamin-g	493570	AUNGANRZJHBGPY-SCRDCRAPSA-N	covered	inchikey_exact	GSE92742	BRD-K92760278	riboflavin	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	-2.0	HBIN048040	Vitamin b12	5311498	FDJOLVPMNUYSCM-WZHZPDAFSA-L	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	-3.0	HBIN038043	Oleovitamin a	445354	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	covered	inchikey_exact	GSE92742	BRD-K22429181	retinol	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN019684	Caproate	4398339	FUZZWVXGSFPDMH-UHFFFAOYSA-M	not_covered_by_exact_id	no_exact_identifier_match					0	0	
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN030127	Indomethacin	3715	CGIGDMFJXJATDK-UHFFFAOYSA-N	covered	inchikey_exact	GSE92742	BRD-K57222227	indometacin	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN030127	Indomethacin	3715	CGIGDMFJXJATDK-UHFFFAOYSA-N	covered	inchikey_exact	GSE70138	BRD-K57222227	indometacin	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN040799	Progesterone	5994	RJKFOVLPORLFTN-LEKSSAKUSA-N	covered	inchikey_exact	GSE92742	BRD-K64994968	progesterone	trt_cp	0	0	
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN045705	Taxol	36314	RCINICONZNJXQF-MZXODVADSA-N	not_covered_by_exact_id	no_exact_identifier_match					0	0	
