accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE59071	7989199	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	74	11	6.95656	5.68543	1.27114	11.5985	3.53532e-18	6.15479e-16
GSE59071	8146900	XKR9	XK related 9	389668	74	11	5.4568	4.46035	0.996451	13.7023	3.60775e-18	6.24817e-16
GSE59071	7924987	AGT	angiotensinogen	183	74	11	7.48059	6.39049	1.0901	12.3995	3.71978e-18	6.39988e-16
GSE59071	7908597	NR5A2	nuclear receptor subfamily 5 group A member 2	2494	74	11	8.96834	9.95469	-0.98635	-13.6468	3.73384e-18	6.39988e-16
GSE59071	7909285	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	5208	74	11	7.91463	8.90145	-0.98682	-12.4995	3.96645e-18	6.76371e-16
GSE59071	7996569				74	11	8.06537	10.5858	-2.52043	-15.1046	4.63889e-18	7.87002e-16
GSE59071	8151496	ZNF704	zinc finger protein 704	619279	74	11	6.68047	7.95761	-1.27715	-16.3262	4.89977e-18	8.22412e-16
GSE59071	8093518	FGFR3	fibroblast growth factor receptor 3	2261	74	11	7.44547	8.65649	-1.21102	-17.9706	4.92063e-18	8.22412e-16
GSE59071	8117219	ACOT13	acyl-CoA thioesterase 13	55856	74	11	9.56825	10.5742	-1.00598	-14.6854	4.92181e-18	8.22412e-16
GSE59071	7905047	FCGR1CP	Fc fragment of IgG receptor Ic, pseudogene	100132417	74	11	6.73132	4.87014	1.86118	11.8345	5.11334e-18	8.50144e-16
GSE59071	8157487	PAPPA	pappalysin 1	5069	74	11	6.89961	5.81621	1.0834	11.4112	5.19174e-18	8.58884e-16
GSE59071	8047257	SATB2-AS1	SATB2 antisense RNA 1	150538	74	11	5.85984	7.78371	-1.92387	-17.2676	5.37794e-18	8.85283e-16
GSE59071	8029856	ARHGAP35	Rho GTPase activating protein 35	2909	74	11	8.73689	9.4261	-0.689209	-17.3765	5.45424e-18	8.93421e-16
GSE59071	8162586	SLC35D2	solute carrier family 35 member D2	11046	74	11	9.34051	10.1858	-0.845304	-12.2102	5.56408e-18	9.06945e-16
GSE59071	8174598	IL13RA2	interleukin 13 receptor subunit alpha 2	3598	74	11	6.23524	4.27804	1.9572	11.254	5.75985e-18	9.34276e-16
GSE59071	7975238	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	57475	74	11	7.91771	8.69216	-0.774446	-11.0401	5.91215e-18	9.54324e-16
GSE59071	8136115	STRIP2	striatin interacting protein 2	57464	74	11	7.22067	5.41938	1.80129	17.4126	6.41655e-18	1.02946e-15
GSE59071	8113666	SEMA6A	semaphorin 6A	57556	74	11	8.47532	9.98124	-1.50592	-13.97	6.43956e-18	1.02946e-15
GSE59071	8118409	C4B_2	complement component 4B (Chido blood group), copy 2	100293534	74	11	8.54223	6.57676	1.96547	14.547	6.92583e-18	1.09146e-15
GSE59071	8118455	C4B_2	complement component 4B (Chido blood group), copy 2	100293534	74	11	8.54223	6.57676	1.96547	14.547	6.92583e-18	1.09146e-15
GSE59071	8179399	C4B_2	complement component 4B (Chido blood group), copy 2	100293534	74	11	8.54223	6.57676	1.96547	14.547	6.92583e-18	1.09146e-15
GSE59071	8027862	FFAR2	free fatty acid receptor 2	2867	74	11	7.12479	5.45971	1.66508	11.0553	6.99595e-18	1.09731e-15
GSE59071	7974481				74	11	9.46181	10.083	-0.621173	-16.4814	7.30422e-18	1.14028e-15
GSE59071	7901513	SCP2	sterol carrier protein 2	6342	74	11	8.60649	9.46505	-0.858556	-12.2895	7.47336e-18	1.16123e-15
GSE59071	8144481	DEFB4B	defensin beta 4B	100289462	74	11	6.56263	5.09714	1.46549	11.0592	7.93847e-18	1.20534e-15
GSE59071	8149169	DEFB4B	defensin beta 4B	100289462	74	11	6.56263	5.09714	1.46549	11.0592	7.93847e-18	1.20534e-15
GSE59071	7901272	CYP4X1	cytochrome P450 family 4 subfamily X member 1	260293	74	11	7.0119	5.59255	1.41936	15.1704	7.81692e-18	1.20534e-15
GSE59071	8167673	MAGED4	MAGE family member D4	728239	74	11	7.18376	6.62537	0.558395	11.856	7.90747e-18	1.20534e-15
GSE59071	8172722	MAGED4	MAGE family member D4	728239	74	11	7.18376	6.62537	0.558395	11.856	7.90747e-18	1.20534e-15
GSE59071	8067221	ZBP1	Z-DNA binding protein 1	81030	74	11	8.40909	6.88144	1.52765	19.235	7.99014e-18	1.20767e-15
GSE59071	7966003	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	55198	74	11	9.01271	10.2724	-1.25969	-15.6255	8.47577e-18	1.27528e-15
GSE59071	8113220	ELL2	elongation factor for RNA polymerase II 2	22936	74	11	9.08832	7.82706	1.26126	18.5243	8.63269e-18	1.2888e-15
GSE59071	8029950	EHD2	EH domain containing 2	30846	74	11	8.50739	7.70858	0.798811	11.9513	8.64317e-18	1.2888e-15
GSE59071	8140782	ABCB1	ATP binding cassette subfamily B member 1	5243	74	11	6.82107	9.53763	-2.71656	-20.6778	9.32544e-18	1.38433e-15
GSE59071	8039236	LILRA5	leukocyte immunoglobulin like receptor A5	353514	74	11	6.72573	5.40123	1.3245	10.9666	1.09569e-17	1.61928e-15
GSE59071	8074944	DERL3	derlin 3	91319	74	11	8.47534	7.21662	1.25872	14.6136	1.13063e-17	1.66353e-15
GSE59071	7996345	CES2	carboxylesterase 2	8824	74	11	9.77001	10.9552	-1.18515	-12.1715	1.22569e-17	1.79545e-15
GSE59071	8151559	SLC10A5	solute carrier family 10 member 5	347051	74	11	7.13059	9.19808	-2.0675	-14.5938	1.27763e-17	1.86332e-15
GSE59071	8023688	SERPINB4	serpin family B member 4	6318	74	11	7.18724	4.6242	2.56305	10.9311	1.34429e-17	1.95198e-15
GSE59071	7902518	GIPC2	GIPC PDZ domain containing family member 2	54810	74	11	8.03654	9.17936	-1.14283	-12.5579	1.4002e-17	2.02432e-15
GSE59071	8055992	ACVR1C	activin A receptor type 1C	130399	74	11	7.49481	9.03264	-1.53783	-16.0092	1.4323e-17	2.05479e-15
GSE59071	8013015	CENPV	centromere protein V	201161	74	11	7.94615	8.84746	-0.901311	-12.0511	1.43363e-17	2.05479e-15
GSE59071	7931097	HTRA1	HtrA serine peptidase 1	5654	74	11	8.65135	7.8991	0.752254	11.9128	1.64005e-17	2.34056e-15
GSE59071	8081890	PLA1A	phospholipase A1 member A	51365	74	11	7.05805	5.93612	1.12193	13.1833	1.67203e-17	2.376e-15
GSE59071	8025402	ANGPTL4	angiopoietin like 4	51129	74	11	8.00262	6.61073	1.3919	12.3535	1.75444e-17	2.4825e-15
GSE59071	8007043	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	51195	74	11	8.57436	10.1641	-1.58977	-15.1831	1.7673e-17	2.4901e-15
GSE59071	8020762	DSG3	desmoglein 3	1830	74	11	7.99164	5.74714	2.2445	11.4097	1.99499e-17	2.79905e-15
GSE59071	8040340	LPIN1	lipin 1	23175	74	11	8.90138	7.75431	1.14707	20.171	2.08387e-17	2.91146e-15
GSE59071	8024532	ZNF57	zinc finger protein 57	126295	74	11	7.68527	8.72538	-1.04011	-15.1315	2.4137e-17	3.35817e-15
GSE59071	7919669	MTMR11	myotubularin related protein 11	10903	74	11	8.48186	9.85817	-1.37631	-13.6698	2.4492e-17	3.39337e-15
GSE59071	8172531	PRAF2	PRA1 domain family member 2	11230	74	11	7.67894	6.87263	0.806306	13.6579	2.5055e-17	3.45697e-15
GSE59071	8018864	SOCS3	suppressor of cytokine signaling 3	9021	74	11	9.20365	6.73658	2.46707	15.6652	2.68553e-17	3.67487e-15
GSE59071	8039212	LILRB2	leukocyte immunoglobulin like receptor B2	10288	74	11	8.0444	6.63969	1.40471	12.3809	2.67702e-17	3.67487e-15
GSE59071	7973336	MMP14	matrix metallopeptidase 14	4323	74	11	9.03927	7.88019	1.15909	14.3863	3.1181e-17	4.24931e-15
GSE59071	8069252	PCBP3	poly(rC) binding protein 3	54039	74	11	7.02802	6.40164	0.626377	12.0299	3.74812e-17	5.08704e-15
GSE59071	8105267	ITGA2	integrin subunit alpha 2	3673	74	11	10.2702	8.81457	1.45561	13.3067	3.90885e-17	5.28362e-15
GSE59071	7928429	PLAU	plasminogen activator, urokinase	5328	74	11	9.20184	6.96705	2.23479	14.4917	3.98278e-17	5.31823e-15
GSE59071	8097801	FAM160A1	family with sequence similarity 160 member A1	729830	74	11	7.93442	9.02948	-1.09506	-11.9522	3.99843e-17	5.31823e-15
GSE59071	7940160	DTX4	deltex E3 ubiquitin ligase 4	23220	74	11	8.68347	9.52507	-0.8416	-15.6084	3.99095e-17	5.31823e-15
GSE59071	7901613	ACOT11	acyl-CoA thioesterase 11	26027	74	11	8.15808	8.91645	-0.758366	-11.615	3.98435e-17	5.31823e-15
GSE59071	8014025	TMIGD1	transmembrane and immunoglobulin domain containing 1	388364	74	11	6.56959	10.2823	-3.71273	-15.0532	4.28256e-17	5.67345e-15
GSE59071	7959267	P2RX4	purinergic receptor P2X 4	5025	74	11	8.38989	9.45733	-1.06744	-13.4742	4.40675e-17	5.81481e-15
GSE59071	8009040	MRC2	mannose receptor C type 2	9902	74	11	8.12366	7.28854	0.835125	11.5978	5.16396e-17	6.78704e-15
GSE59071	8092661	MASP1	mannan binding lectin serine peptidase 1	5648	74	11	6.56504	5.58186	0.983184	11.0124	5.78211e-17	7.56956e-15
GSE59071	7974455	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	74	11	9.93416	9.62588	0.308282	13.785	6.21335e-17	8.10221e-15
GSE59071	7899615	SERINC2	serine incorporator 2	347735	74	11	10.7035	11.484	-0.780511	-10.9045	6.55919e-17	8.51977e-15
GSE59071	8095854	SEPT11	septin 11	55752	74	11	10.403	10.8239	-0.420836	-14.1221	7.06965e-17	9.14708e-15
GSE59071	8077458	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	9695	74	11	9.09471	8.36274	0.731968	15.8666	7.16377e-17	9.23293e-15
GSE59071	7909371	CR1	complement component 3b/4b receptor 1 (Knops blood group)	1378	74	11	7.11988	5.1774	1.94249	12.5334	7.78658e-17	9.99689e-15
GSE59071	8043718	COX5B	cytochrome c oxidase subunit 5B	1329	74	11	10.2635	10.9625	-0.699042	-12.5008	8.42412e-17	1.07738e-14
GSE59071	7949273	MIR192	microRNA 192	406967	74	11	7.59322	8.94145	-1.34823	-11.3745	8.67729e-17	1.10551e-14
GSE59071	8029907	C5AR1	complement component 5a receptor 1	728	74	11	7.85685	6.76915	1.08771	10.7843	8.99999e-17	1.14224e-14
GSE59071	8122744	IYD	iodotyrosine deiodinase	389434	74	11	6.4268	7.46699	-1.04018	-15.9641	9.49959e-17	1.20107e-14
GSE59071	7994615	ZG16	zymogen granule protein 16	653808	74	11	9.07346	11.402	-2.32858	-10.8242	9.63996e-17	1.2142e-14
GSE59071	8047443	STRADB	STE20-related kinase adaptor beta	55437	74	11	9.11249	10.2676	-1.15508	-13.2802	1.04108e-16	1.30634e-14
GSE59071	8166335	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	5160	74	11	9.01284	9.91208	-0.899238	-13.459	1.05836e-16	1.32303e-14
GSE59071	8091446	PFN2	profilin 2	5217	74	11	7.58676	8.5677	-0.98094	-10.6909	1.12507e-16	1.40115e-14
GSE59071	8120833	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	83699	74	11	9.6704	10.7501	-1.07969	-10.772	1.13884e-16	1.41301e-14
GSE59071	7900792	PTPRF	protein tyrosine phosphatase, receptor type F	5792	74	11	9.08409	10.0383	-0.95425	-11.2598	1.15022e-16	1.42183e-14
GSE59071	8171802	ACOT9	acyl-CoA thioesterase 9	23597	74	11	8.55524	7.93124	0.623993	15.5434	1.23195e-16	1.51721e-14
GSE59071	8083901	FNDC3B	fibronectin type III domain containing 3B	64778	74	11	9.98626	9.31201	0.674251	15.4375	1.33581e-16	1.63905e-14
GSE59071	8081288	TMEM45A	transmembrane protein 45A	55076	74	11	6.2352	4.88934	1.34587	12.3293	1.36011e-16	1.66273e-14
GSE59071	8102415	CAMK2D	calcium/calmodulin dependent protein kinase II delta	817	74	11	8.86166	9.57966	-0.717996	-11.6676	1.44766e-16	1.76328e-14
GSE59071	8088180	WNT5A	Wnt family member 5A	7474	74	11	7.80037	5.80659	1.99379	12.2341	1.45841e-16	1.76346e-14
GSE59071	7964119	STAT2	signal transducer and activator of transcription 2	6773	74	11	8.79133	7.88851	0.90282	14.1886	1.45616e-16	1.76346e-14
GSE59071	8006608	CCL4L1	C-C motif chemokine ligand 4 like 1	388372	74	11	7.17159	5.70949	1.4621	10.8212	1.51703e-16	1.82109e-14
GSE59071	8027398	PLEKHF1	pleckstrin homology and FYVE domain containing 1	79156	74	11	7.23029	6.83573	0.394552	14.5605	1.51518e-16	1.82109e-14
GSE59071	8097973	GUCY1B3	guanylate cyclase 1 soluble subunit beta	2983	74	11	7.03215	5.87443	1.15772	11.3096	1.54669e-16	1.85002e-14
GSE59071	8120402	BAG2	BCL2 associated athanogene 2	9532	74	11	7.36242	6.41051	0.951911	13.3479	1.55495e-16	1.85323e-14
GSE59071	8126402	TRERF1	transcriptional regulating factor 1	55809	74	11	7.04867	6.27199	0.776678	15.8309	1.57402e-16	1.86926e-14
GSE59071	8163637	TNC	tenascin C	3371	74	11	9.56087	6.57754	2.98333	14.0971	1.61189e-16	1.90742e-14
GSE59071	8082663	NUDT16P1	nudix hydrolase 16 pseudogene 1	152195	74	11	7.97479	8.8229	-0.848109	-14.7091	1.75722e-16	2.07202e-14
GSE59071	7923547	CHI3L1	chitinase 3 like 1	1116	74	11	10.0082	6.12524	3.883	17.2371	1.76748e-16	2.07676e-14
GSE59071	8043423				74	11	7.61898	5.48052	2.13846	13.3717	1.85467e-16	2.17153e-14
GSE59071	8099912	SMIM14	small integral membrane protein 14	201895	74	11	9.29631	10.2665	-0.970223	-13.5269	1.86262e-16	2.17319e-14
GSE59071	8045539	KYNU	kynureninase	8942	74	11	8.48825	4.92636	3.56189	21.2009	1.93006e-16	2.23639e-14
GSE59071	8112865	SERINC5	serine incorporator 5	256987	74	11	9.58236	10.4143	-0.831968	-12.195	1.93409e-16	2.23639e-14
GSE59071	8034940	NOTCH3	notch 3	4854	74	11	8.01356	7.2819	0.731663	10.8398	1.93697e-16	2.23639e-14
GSE59071	8066431	ADA	adenosine deaminase	100	74	11	7.71136	6.91126	0.800099	12.891	2.02658e-16	2.33176e-14
GSE59071	8026533	HSH2D	hematopoietic SH2 domain containing	84941	74	11	7.42831	6.77365	0.654658	13.4618	2.06107e-16	2.36327e-14
GSE59071	8162466	FAM120AOS	family with sequence similarity 120A opposite strand	158293	74	11	9.03657	9.53562	-0.499051	-12.5698	2.22295e-16	2.54012e-14
GSE59071	7972750	COL4A1	collagen type IV alpha 1 chain	1282	74	11	8.75812	6.91022	1.8479	14.1933	2.27367e-16	2.58918e-14
GSE59071	7897877	TNFRSF1B	TNF receptor superfamily member 1B	7133	74	11	8.67863	7.84842	0.830204	11.1947	2.34648e-16	2.66297e-14
GSE59071	8110055	CPEB4	cytoplasmic polyadenylation element binding protein 4	80315	74	11	8.84103	7.94206	0.89897	12.9942	2.36346e-16	2.67312e-14
GSE59071	8047596	NBEAL1	neurobeachin like 1	65065	74	11	7.8713	8.75738	-0.886084	-14.2775	2.59655e-16	2.9268e-14
GSE59071	8159142	COL5A1	collagen type V alpha 1 chain	1289	74	11	7.79944	7.09482	0.704624	10.766	2.64422e-16	2.97046e-14
GSE59071	8109326	SMIM3	small integral membrane protein 3	85027	74	11	7.03408	6.72614	0.307943	10.8231	2.81208e-16	3.14839e-14
GSE59071	8107594	SNCAIP	synuclein alpha interacting protein	9627	74	11	6.57603	5.95241	0.623617	12.0877	2.87027e-16	3.20276e-14
GSE59071	8056206	RBMS1	RNA binding motif single stranded interacting protein 1	5937	74	11	8.23568	7.49023	0.745452	11.2277	2.98908e-16	3.32418e-14
GSE59071	7917532	GBP2	guanylate binding protein 2	2634	74	11	8.4719	7.41121	1.06069	13.7537	3.00173e-16	3.32712e-14
GSE59071	8142171	SLC26A3	solute carrier family 26 member 3	1811	74	11	11.3425	13.2728	-1.93036	-10.2591	3.01515e-16	3.33089e-14
GSE59071	8010967	NXN	nucleoredoxin	64359	74	11	7.47325	6.83607	0.637187	10.1725	3.05077e-16	3.35908e-14
GSE59071	8027701	GRAMD1A	GRAM domain containing 1A	57655	74	11	8.42087	7.70674	0.714134	10.6923	3.08996e-16	3.391e-14
GSE59071	8016168	PLCD3	phospholipase C delta 3	113026	74	11	9.2502	10.3519	-1.10174	-13.761	3.11671e-16	3.40911e-14
GSE59071	8028656	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	64857	74	11	8.11296	7.1331	0.979862	13.7759	3.27056e-16	3.56566e-14
GSE59071	8032157	SBNO2	strawberry notch homolog 2	22904	74	11	8.92038	8.04612	0.874266	15.2835	3.31372e-16	3.60091e-14
GSE59071	7950644	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough	100532726	74	11	9.99092	10.4673	-0.476418	-12.5982	3.4538e-16	3.7409e-14
GSE59071	8130993	FAM20C	family with sequence similarity 20 member C	56975	74	11	8.87034	7.97231	0.898036	11.1265	3.50379e-16	3.78273e-14
GSE59071	8048319	VIL1	villin 1	7429	74	11	9.59429	10.8189	-1.22466	-10.7655	3.77259e-16	4.05975e-14
GSE59071	8061138	PET117	PET117 homolog	100303755	74	11	6.38973	7.02311	-0.633376	-16.3431	3.79995e-16	4.076e-14
GSE59071	7901336	STRADB	STE20-related kinase adaptor beta	55437	74	11	9.39277	10.5426	-1.14983	-12.882	3.86472e-16	4.13214e-14
GSE59071	8083779	SERPINI1	serpin family I member 1	5274	74	11	5.22407	4.56151	0.662557	10.3417	3.89085e-16	4.14675e-14
GSE59071	7930454	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	27250	74	11	9.05121	10.5472	-1.496	-15.3032	3.94448e-16	4.19047e-14
GSE59071	8102800	SLC7A11	solute carrier family 7 member 11	23657	74	11	8.88652	6.48971	2.39681	17.1648	4.02295e-16	4.23326e-14
GSE59071	7967322	HCAR3	hydroxycarboxylic acid receptor 3	8843	74	11	7.62548	5.46255	2.16293	10.1394	4.0136e-16	4.23326e-14
GSE59071	8131550	SCIN	scinderin	85477	74	11	7.15781	8.97493	-1.81712	-12.9041	4.0063e-16	4.23326e-14
GSE59071	7966345	PPTC7	PTC7 protein phosphatase homolog	160760	74	11	8.98224	9.33624	-0.354003	-12.7862	4.20483e-16	4.41069e-14
GSE59071	7917576	GBP5	guanylate binding protein 5	115362	74	11	8.00437	5.80648	2.19789	12.7876	4.25026e-16	4.44433e-14
GSE59071	7943413	BIRC3	baculoviral IAP repeat containing 3	330	74	11	9.43288	7.46807	1.96481	17.6354	4.50485e-16	4.69578e-14
GSE59071	8096032	PRDM8	PR/SET domain 8	56978	74	11	7.79667	7.24522	0.551455	10.9771	4.86097e-16	5.05116e-14
GSE59071	7944478	PDZD3	PDZ domain containing 3	79849	74	11	6.72424	8.29066	-1.56642	-14.4631	4.88556e-16	5.06089e-14
GSE59071	8095688	CXCL6	C-X-C motif chemokine ligand 6	6372	74	11	6.91795	5.60948	1.30847	10.2529	4.91102e-16	5.07147e-14
GSE59071	7967107	HNF1A-AS1	HNF1A antisense RNA 1	283460	74	11	7.13763	9.33406	-2.19643	-14.399	4.95296e-16	5.09894e-14
GSE59071	8010426	RNF213	ring finger protein 213	57674	74	11	9.69172	8.39097	1.30075	17.5038	5.24165e-16	5.36693e-14
GSE59071	7903227	PALMD	palmdelphin	54873	74	11	6.69894	5.53944	1.1595	12.7089	5.25272e-16	5.36693e-14
GSE59071	8023497	ATP8B1	ATPase phospholipid transporting 8B1	5205	74	11	11.019	11.8318	-0.8128	-10.0728	5.2617e-16	5.36693e-14
GSE59071	7971780	NEK3	NIMA related kinase 3	4752	74	11	7.54553	8.36737	-0.821845	-12.6615	5.29276e-16	5.38211e-14
GSE59071	8108912	SH3RF2	SH3 domain containing ring finger 2	153769	74	11	9.01002	9.77081	-0.760794	-10.0386	5.5372e-16	5.61351e-14
GSE59071	8147697	GRHL2	grainyhead like transcription factor 2	79977	74	11	7.73995	8.51691	-0.776958	-10.1128	5.5705e-16	5.6301e-14
GSE59071	7967091	SPPL3	signal peptide peptidase like 3	121665	74	11	8.95145	9.41633	-0.464874	-13.8768	6.22273e-16	6.27025e-14
GSE59071	8076792	CERK	ceramide kinase	64781	74	11	9.02177	9.47594	-0.454177	-12.4322	6.969e-16	7.001e-14
GSE59071	8003578	ZG16	zymogen granule protein 16	653808	74	11	9.12325	11.3876	-2.26437	-10.3854	7.03951e-16	7.05054e-14
GSE59071	7920278	S100A3	S100 calcium binding protein A3	6274	74	11	6.07939	5.33693	0.742463	10.5097	7.58906e-16	7.57812e-14
GSE59071	7991602	PCSK6	proprotein convertase subtilisin/kexin type 6	5046	74	11	7.64174	8.4844	-0.842658	-11.6157	8.14697e-16	8.11087e-14
GSE59071	8093219	BDH1	3-hydroxybutyrate dehydrogenase, type 1	622	74	11	7.81664	9.08396	-1.26733	-12.7881	8.48306e-16	8.42026e-14
GSE59071	8086503	ZDHHC3	zinc finger DHHC-type containing 3	51304	74	11	8.35549	9.39316	-1.03767	-15.4174	8.68074e-16	8.59083e-14
GSE59071	8056890	CHN1	chimerin 1	1123	74	11	6.96654	5.44157	1.52497	11.4005	9.0864e-16	8.93908e-14
GSE59071	7940079	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)	100528016	74	11	11.0918	11.5046	-0.412836	-9.9688	9.06014e-16	8.93908e-14
GSE59071	8148501	PTP4A3	protein tyrosine phosphatase type IVA, member 3	11156	74	11	8.71841	7.46625	1.25216	11.0798	9.24136e-16	9.03805e-14
GSE59071	8015635	PTRF	polymerase I and transcript release factor	284119	74	11	7.78009	6.76984	1.01025	12.095	9.21618e-16	9.03805e-14
GSE59071	7953737	CLEC6A	C-type lectin domain family 6 member A	93978	74	11	5.56368	4.4774	1.08629	10.0315	9.49218e-16	9.25613e-14
GSE59071	7978712	CLEC14A	C-type lectin domain family 14 member A	161198	74	11	7.20294	6.30538	0.897552	12.5451	9.59244e-16	9.32654e-14
GSE59071	8123080	SYTL3	synaptotagmin like 3	94120	74	11	6.59856	5.84979	0.748764	11.2338	9.64862e-16	9.35382e-14
GSE59071	7953100	FKBP4	FK506 binding protein 4	2288	74	11	8.87771	9.29744	-0.419728	-10.7155	9.7433e-16	9.41815e-14
GSE59071	7995797	MT1E	metallothionein 1E	4493	74	11	9.3179	10.4421	-1.12423	-14.9595	9.83315e-16	9.47745e-14
GSE59071	7900426	SMAP2	small ArfGAP2	64744	74	11	9.49873	8.51766	0.981072	11.3386	9.93741e-16	9.55025e-14
GSE59071	7950425	CHRDL2	chordin like 2	25884	74	11	7.15829	6.26275	0.895537	10.571	1.0015e-15	9.59708e-14
GSE59071	7980496	CEP128	centrosomal protein 128	145508	74	11	7.22136	6.12669	1.09467	12.1522	1.00951e-15	9.64604e-14
GSE59071	8113433	EFNA5	ephrin A5	1946	74	11	7.11438	8.03539	-0.921013	-13.0304	1.04993e-15	1.00035e-13
GSE59071	8045688	TNFAIP6	TNF alpha induced protein 6	7130	74	11	7.25019	4.84346	2.40673	10.3774	1.05413e-15	1.00148e-13
GSE59071	7900658	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1	7075	74	11	7.08141	6.28274	0.79867	10.9461	1.0827e-15	1.0257e-13
GSE59071	8099633	PPARGC1A	PPARG coactivator 1 alpha	10891	74	11	7.12355	9.45407	-2.33052	-17.3347	1.0968e-15	1.0361e-13
GSE59071	8053648	KRCC1	lysine rich coiled-coil 1	51315	74	11	8.33679	9.38463	-1.04784	-13.5727	1.1353e-15	1.06943e-13
GSE59071	8002975	CDYL2	chromodomain Y-like 2	124359	74	11	7.55892	6.9253	0.633618	12.0985	1.18128e-15	1.1096e-13
GSE59071	8063386	CEBPB	CCAAT/enhancer binding protein beta	1051	74	11	9.10389	7.95525	1.14864	13.555	1.18882e-15	1.11354e-13
GSE59071	8167270	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)	24140	74	11	7.70607	7.2182	0.487874	12.8008	1.2171e-15	1.13683e-13
GSE59071	8010901	DOC2B	double C2 domain beta	8447	74	11	8.25546	7.43332	0.822136	12.2403	1.32825e-15	1.23717e-13
GSE59071	8044844	TMEM177	transmembrane protein 177	80775	74	11	7.72601	8.43117	-0.705169	-14.821	1.3442e-15	1.24853e-13
GSE59071	8046428	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069	74	11	6.52669	5.81692	0.709768	11.3534	1.3601e-15	1.25978e-13
GSE59071	8033190	SLC25A23	solute carrier family 25 member 23	79085	74	11	7.95778	9.11271	-1.15493	-14.5697	1.3652e-15	1.26099e-13
GSE59071	7994292	IL21R	interleukin 21 receptor	50615	74	11	7.02469	6.17338	0.851311	12.2483	1.43881e-15	1.3253e-13
GSE59071	8087210	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	5576	74	11	9.01397	9.5573	-0.543333	-12.6617	1.45447e-15	1.33602e-13
GSE59071	7958895	OAS3	2'-5'-oligoadenylate synthetase 3	4940	74	11	8.34296	7.38307	0.959896	13.9489	1.47174e-15	1.34816e-13
GSE59071	8115814	SH3PXD2B	SH3 and PX domains 2B	285590	74	11	8.26102	7.16342	1.0976	13.6516	1.51505e-15	1.38402e-13
GSE59071	8063394	PTPN1	protein tyrosine phosphatase, non-receptor type 1	5770	74	11	9.29296	8.80135	0.491613	12.1021	1.58188e-15	1.44111e-13
GSE59071	8057620	COL5A2	collagen type V alpha 2 chain	1290	74	11	7.46781	6.22301	1.2448	11.1833	1.63767e-15	1.48786e-13
