accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE87466	223136_PM_at	AIG1	androgen induced 1	51390	87	21	8.97495	9.2486	-0.273644	-2.68724	0.0126598	0.03474
GSE87466	1558602_PM_a_at	TUSC7	tumor suppressor candidate 7 (non-protein coding)	285194	87	21	3.26354	3.36227	-0.0987253	-2.63302	0.0126595	0.03474
GSE87466	237602_PM_at				87	21	3.58774	3.75186	-0.164116	-2.6888	0.0126609	0.0347413
GSE87466	219342_PM_at	CASD1	CAS1 domain containing 1	64921	87	21	7.89917	8.44621	-0.547049	-2.6669	0.0126661	0.0347521
GSE87466	237915_PM_at	CAND1.11	uncharacterized LOC100130460	100130460	87	21	3.57783	3.77306	-0.195237	-2.69111	0.0126658	0.0347521
GSE87466	1557341_PM_x_at	PIK3CD-AS2	PIK3CD antisense RNA 2	101929074	87	21	4.69432	4.5695	0.124824	2.60677	0.0126679	0.0347553
GSE87466	1570482_PM_at				87	21	4.46465	4.98617	-0.521514	-2.70243	0.0126762	0.0347763
GSE87466	228687_PM_at	ZNF777	zinc finger protein 777	27153	87	21	4.67602	4.84058	-0.164559	-2.65995	0.0126783	0.0347803
GSE87466	1563913_PM_at	LOC101929717	uncharacterized LOC101929717	101929717	87	21	3.33508	3.48218	-0.147098	-2.67501	0.0126817	0.0347879
GSE87466	1557071_PM_s_at	NUB1	negative regulator of ubiquitin like proteins 1	51667	87	21	7.85869	7.39728	0.461412	2.6656	0.0126834	0.0347891
GSE87466	AFFX-PheX-5_at				87	21	3.85387	3.98923	-0.135362	-2.66202	0.0126832	0.0347891
GSE87466	215359_PM_x_at	ZNF44	zinc finger protein 44	51710	87	21	8.59419	8.89896	-0.304764	-2.69579	0.0126863	0.0347953
GSE87466	214325_PM_at	GP2	glycoprotein 2	2813	87	21	5.18132	5.27373	-0.0924044	-2.65833	0.012688	0.0347982
GSE87466	216928_PM_at	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	6886	87	21	4.59394	4.75168	-0.157736	-2.65264	0.0126913	0.0348055
GSE87466	234188_PM_at				87	21	4.34381	4.52089	-0.177075	-2.66221	0.0126935	0.0348098
GSE87466	1552680_PM_a_at	KNL1	kinetochore scaffold 1	57082	87	21	5.41179	5.11715	0.294634	2.63065	0.0126957	0.0348141
GSE87466	224220_PM_x_at	TRPC4	transient receptor potential cation channel subfamily C member 4	7223	87	21	4.73445	4.63928	0.0951755	2.58567	0.0126975	0.0348173
GSE87466	1553063_PM_at	GPR78	G protein-coupled receptor 78	27201	87	21	4.88174	4.9774	-0.0956691	-2.61081	0.0126998	0.0348218
GSE87466	204810_PM_s_at	CKM	creatine kinase, M-type	1158	87	21	4.62071	4.75016	-0.129446	-2.64213	0.0127094	0.0348464
GSE87466	1553301_PM_a_at	TMEM182	transmembrane protein 182	130827	87	21	4.16844	4.36445	-0.196006	-2.67776	0.012713	0.0348545
GSE87466	228997_PM_at	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	54952	87	21	9.94118	9.67734	0.263841	2.67514	0.0127157	0.0348584
GSE87466	1559817_PM_at	LOC100288798	uncharacterized LOC100288798	100288798	87	21	4.05301	4.18741	-0.134404	-2.64716	0.0127154	0.0348584
GSE87466	240591_PM_at				87	21	4.64165	4.075	0.566645	2.61504	0.0127207	0.0348686
GSE87466	215942_PM_s_at	GTSE1	G2 and S-phase expressed 1	51512	87	21	6.40693	6.18126	0.225675	2.60583	0.0127207	0.0348686
GSE87466	219533_PM_at	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	87	21	4.49605	4.6414	-0.145348	-2.64458	0.012722	0.0348705
GSE87466	230889_PM_at				87	21	4.9552	5.1854	-0.230202	-2.66487	0.0127295	0.0348893
GSE87466	233201_PM_at				87	21	4.17086	4.31562	-0.144763	-2.68529	0.0127302	0.0348894
GSE87466	208180_PM_s_at	HIST1H4H	histone cluster 1, H4h	8365	87	21	4.15991	4.43261	-0.272696	-2.70292	0.0127353	0.034899
GSE87466	233135_PM_at	LINC01007	long intergenic non-protein coding RNA 1007	100506527	87	21	3.61941	3.76981	-0.150403	-2.65187	0.0127348	0.034899
GSE87466	224031_PM_at				87	21	4.0026	4.14176	-0.139162	-2.66684	0.0127356	0.034899
GSE87466	216058_PM_s_at	CYP2C19	cytochrome P450 family 2 subfamily C member 19	1557	87	21	3.91569	4.18643	-0.270741	-2.70489	0.0127397	0.0349085
GSE87466	223841_PM_s_at	SPATA9	spermatogenesis associated 9	83890	87	21	3.85133	4.00354	-0.152208	-2.67081	0.0127418	0.0349125
GSE87466	211820_PM_x_at	GYPA	glycophorin A (MNS blood group)	2993	87	21	3.10542	3.226	-0.120583	-2.68127	0.0127446	0.0349184
GSE87466	1563949_PM_at				87	21	5.18029	5.47501	-0.29472	-2.65661	0.0127478	0.0349254
GSE87466	223969_PM_s_at	RETNLB	resistin like beta	84666	87	21	8.98456	9.8655	-0.88095	-2.60028	0.0127576	0.0349505
GSE87466	1557837_PM_a_at	ELMOD2	ELMO domain containing 2	255520	87	21	3.60353	3.84772	-0.244193	-2.66728	0.0127584	0.034951
GSE87466	207153_PM_s_at	GLMN	glomulin, FKBP associated protein	11146	87	21	7.52757	7.31923	0.208341	2.65825	0.01276	0.0349536
GSE87466	244411_PM_at	MINCR	MYC-induced long noncoding RNA	100507316	87	21	5.92925	6.19424	-0.264992	-2.6615	0.0127628	0.0349595
GSE87466	239144_PM_at	B3GAT2	beta-1,3-glucuronyltransferase 2	135152	87	21	3.77736	3.91372	-0.13636	-2.68067	0.0127655	0.0349652
GSE87466	213146_PM_at	KDM6B	lysine demethylase 6B	23135	87	21	6.53565	6.01547	0.520179	2.68572	0.0127696	0.0349694
GSE87466	219553_PM_at	NME7	NME/NM23 family member 7	29922	87	21	7.58641	7.1473	0.43911	2.69076	0.0127684	0.0349694
GSE87466	215785_PM_s_at	CYFIP2	cytoplasmic FMR1 interacting protein 2	26999	87	21	9.77626	9.47539	0.300879	2.61522	0.0127694	0.0349694
GSE87466	1564463_PM_at	UBE2CP4	ubiquitin conjugating enzyme E2 C pseudogene 4	283711	87	21	5.7644	5.9171	-0.152701	-2.65366	0.0127691	0.0349694
GSE87466	224195_PM_at	TTTY12	testis-specific transcript, Y-linked 12 (non-protein coding)	83867	87	21	3.34032	3.48312	-0.142805	-2.68641	0.0127704	0.0349698
GSE87466	1556439_PM_at				87	21	3.49274	3.61884	-0.126099	-2.6724	0.0127762	0.0349822
GSE87466	220900_PM_at				87	21	3.23704	3.33555	-0.0985133	-2.66151	0.0127758	0.0349822
GSE87466	207729_PM_at	CDH9	cadherin 9	1007	87	21	3.15081	3.27035	-0.119538	-2.70082	0.012793	0.0350265
GSE87466	220616_PM_at	ZNF384	zinc finger protein 384	171017	87	21	6.10483	6.27121	-0.166375	-2.6685	0.0128005	0.0350453
GSE87466	238444_PM_at	ZNF618	zinc finger protein 618	114991	87	21	6.51399	6.26603	0.247956	2.64161	0.0128047	0.035055
GSE87466	205597_PM_at	SLC44A4	solute carrier family 44 member 4	80736	87	21	10.1486	10.4724	-0.323809	-2.57405	0.0128061	0.0350571
GSE87466	243424_PM_at				87	21	4.81789	5.13239	-0.314496	-2.68125	0.0128078	0.0350588
GSE87466	227596_PM_at	LOC100288612	hypothetical protein LOC100288612	100288612	87	21	7.12084	7.41771	-0.296879	-2.68334	0.0128093	0.0350588
GSE87466	227287_PM_at	LOC100290973	hypothetical protein LOC100290973	100290973	87	21	5.42177	5.58586	-0.164092	-2.65107	0.012808	0.0350588
GSE87466	1555529_PM_at	RNH1	ribonuclease/angiogenin inhibitor 1	6050	87	21	5.7758	5.91083	-0.135031	-2.6465	0.0128091	0.0350588
GSE87466	242490_PM_at				87	21	6.63313	6.1683	0.464822	2.66369	0.0128102	0.0350595
GSE87466	238591_PM_at	HEXDC	hexosaminidase D	284004	87	21	6.47329	6.21554	0.25775	2.62323	0.0128121	0.035063
GSE87466	233934_PM_at	LOC349160	uncharacterized LOC349160	349160	87	21	3.03199	3.11422	-0.0822319	-2.65878	0.0128151	0.0350694
GSE87466	1560678_PM_at				87	21	3.80686	3.9829	-0.176045	-2.66034	0.0128174	0.035074
GSE87466	216638_PM_s_at	PRLR	prolactin receptor	5618	87	21	3.0949	3.23935	-0.144454	-2.66793	0.0128218	0.0350843
GSE87466	243054_PM_at				87	21	4.17109	4.33827	-0.167184	-2.62777	0.0128225	0.0350844
GSE87466	1568730_PM_at	LOC101927256	uncharacterized LOC101927256	101927256	87	21	4.07866	4.22486	-0.146203	-2.67019	0.0128238	0.0350862
GSE87466	223796_PM_at	CNTNAP3	contactin associated protein-like 3	79937	87	21	4.98753	4.68285	0.304681	2.6139	0.0128293	0.0350995
GSE87466	229926_PM_at				87	21	5.04808	4.74251	0.305568	2.66243	0.0128318	0.0351031
GSE87466	202334_PM_s_at	UBE2B	ubiquitin conjugating enzyme E2 B	7320	87	21	8.4579	8.7132	-0.255303	-2.66036	0.0128319	0.0351031
GSE87466	1563405_PM_at	ATP4B	ATPase H+/K+ transporting beta subunit	496	87	21	6.2478	6.40842	-0.160616	-2.65051	0.0128369	0.0351133
GSE87466	244843_PM_x_at	LOC105371226	uncharacterized LOC105371226	105371226	87	21	6.51863	6.6341	-0.115464	-2.62055	0.0128364	0.0351133
GSE87466	1569240_PM_at	ZNF93	zinc finger protein 93	81931	87	21	3.10241	3.26997	-0.167566	-2.65318	0.0128454	0.0351348
GSE87466	1555339_PM_at	RAP1A	RAP1A, member of RAS oncogene family	5906	87	21	5.17102	5.3759	-0.204875	-2.66578	0.0128528	0.0351533
GSE87466	229167_PM_at	PURA	purine rich element binding protein A	5813	87	21	5.96483	6.33293	-0.3681	-2.67889	0.0128543	0.0351538
GSE87466	221201_PM_s_at	ZNF155	zinc finger protein 155	7711	87	21	5.38768	5.59989	-0.212202	-2.65426	0.0128538	0.0351538
GSE87466	236631_PM_at	LINC00319	long intergenic non-protein coding RNA 319	284836	87	21	5.43063	5.57972	-0.149094	-2.65135	0.0128585	0.0351629
GSE87466	244390_PM_at				87	21	2.97504	3.04967	-0.074623	-2.61301	0.0128589	0.0351629
GSE87466	214783_PM_s_at	ANXA11	annexin A11	311	87	21	9.29522	9.55288	-0.257658	-2.68574	0.0128711	0.0351945
GSE87466	1560865_PM_a_at				87	21	3.59682	3.79095	-0.194123	-2.66681	0.0128787	0.0352135
GSE87466	219877_PM_at	ZMAT4	zinc finger matrin-type 4	79698	87	21	4.51374	4.68279	-0.169046	-2.6377	0.0128836	0.0352252
GSE87466	1561226_PM_at	XCR1	X-C motif chemokine receptor 1	2829	87	21	4.69831	4.43164	0.266672	2.62122	0.0128871	0.035233
GSE87466	204056_PM_s_at	MVK	mevalonate kinase	4598	87	21	6.82632	7.02651	-0.200195	-2.6467	0.0128942	0.0352506
GSE87466	235938_PM_at				87	21	6.15277	5.73166	0.421115	2.68273	0.0128954	0.0352522
GSE87466	209220_PM_at	GPC3	glypican 3	2719	87	21	5.38494	5.90717	-0.522229	-2.71326	0.0128982	0.035258
GSE87466	219333_PM_s_at	CAPN10	calpain 10	11132	87	21	6.94826	6.72162	0.226636	2.64976	0.0129046	0.0352738
GSE87466	222836_PM_at	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	80155	87	21	4.58973	4.71977	-0.130038	-2.63808	0.0129065	0.0352772
GSE87466	217700_PM_at	CNPY4	canopy FGF signaling regulator 4	245812	87	21	5.8163	5.96084	-0.144539	-2.64068	0.0129094	0.0352834
GSE87466	1554415_PM_at	TAF5L	TATA-box binding protein associated factor 5 like	27097	87	21	6.61028	6.30503	0.305247	2.66355	0.0129131	0.0352886
GSE87466	211994_PM_at	WNK1	WNK lysine deficient protein kinase 1	65125	87	21	7.9705	7.68989	0.280611	2.64583	0.012915	0.0352886
GSE87466	1559295_PM_at				87	21	5.08691	5.22654	-0.139628	-2.65014	0.0129151	0.0352886
GSE87466	1555542_PM_at	AFAP1L1	actin filament associated protein 1 like 1	134265	87	21	6.06411	6.19598	-0.131866	-2.60711	0.0129124	0.0352886
GSE87466	228300_PM_at	CCDC103	coiled-coil domain containing 103	388389	87	21	5.00815	5.13648	-0.128324	-2.60951	0.0129152	0.0352886
GSE87466	243327_PM_at				87	21	3.26555	3.37893	-0.113383	-2.65928	0.012914	0.0352886
GSE87466	233235_PM_x_at				87	21	6.20099	6.34762	-0.146633	-2.64902	0.0129168	0.0352913
GSE87466	240790_PM_at				87	21	4.12295	4.302	-0.179045	-2.64019	0.0129215	0.0353023
GSE87466	228251_PM_at				87	21	7.52349	7.74955	-0.22606	-2.68295	0.0129235	0.035306
GSE87466	226402_PM_at	CYP2U1	cytochrome P450 family 2 subfamily U member 1	113612	87	21	5.87788	5.62592	0.251954	2.6503	0.0129262	0.0353116
GSE87466	1560058_PM_at	LOC399900	uncharacterized LOC399900	399900	87	21	3.9891	4.19248	-0.203383	-2.65829	0.0129305	0.0353216
GSE87466	236447_PM_at	GIGYF1	GRB10 interacting GYF protein 1	64599	87	21	5.05008	5.22826	-0.178177	-2.63343	0.0129321	0.0353242
GSE87466	208876_PM_s_at	PAK2	p21 (RAC1) activated kinase 2	5062	87	21	9.01187	8.65337	0.358508	2.65609	0.0129338	0.0353271
GSE87466	216700_PM_at	TRIO	trio Rho guanine nucleotide exchange factor	7204	87	21	4.46828	4.61922	-0.150939	-2.65629	0.012937	0.0353341
GSE87466	1561506_PM_at				87	21	4.0538	4.19888	-0.145076	-2.65214	0.0129388	0.0353372
GSE87466	218853_PM_s_at	MOSPD1	motile sperm domain containing 1	56180	87	21	7.15427	7.53907	-0.384795	-2.66906	0.0129403	0.0353396
GSE87466	204777_PM_s_at	MAL	mal, T-cell differentiation protein	4118	87	21	7.23009	6.85854	0.37155	2.61342	0.012942	0.0353425
GSE87466	203957_PM_at	E2F6	E2F transcription factor 6	1876	87	21	6.87367	6.53907	0.334596	2.67413	0.0129448	0.0353483
GSE87466	207958_PM_at	UGT2A2	UDP glucuronosyltransferase family 2 member A2	574537	87	21	3.68227	3.79436	-0.112089	-2.60658	0.0129458	0.0353493
GSE87466	223106_PM_at	TMEM14C	transmembrane protein 14C	51522	87	21	10.3727	10.7857	-0.413058	-2.67808	0.0129476	0.0353512
GSE87466	222833_PM_at	LPCAT2	lysophosphatidylcholine acyltransferase 2	54947	87	21	6.52418	6.19228	0.331897	2.65812	0.0129478	0.0353512
GSE87466	239391_PM_at	FAM120AOS	family with sequence similarity 120A opposite strand	158293	87	21	8.50426	8.85889	-0.354622	-2.67143	0.0129528	0.0353614
GSE87466	236808_PM_at	FGFR1OP2	FGFR1 oncogene partner 2	26127	87	21	4.6802	4.47366	0.206542	2.62916	0.0129524	0.0353614
GSE87466	209009_PM_at	ESD	esterase D	2098	87	21	10.9851	11.2532	-0.268134	-2.68333	0.0129551	0.0353641
GSE87466	1566158_PM_at				87	21	3.98433	4.17456	-0.19023	-2.69567	0.0129551	0.0353641
GSE87466	233871_PM_at				87	21	4.45733	4.58181	-0.124478	-2.63935	0.012956	0.0353648
GSE87466	205743_PM_at	STAC	SH3 and cysteine rich domain	6769	87	21	4.35917	4.15532	0.203843	2.6442	0.0129574	0.0353667
GSE87466	1569421_PM_at	CLDN4	claudin 4	1364	87	21	4.58432	4.71679	-0.132472	-2.60348	0.012958	0.0353667
GSE87466	225610_PM_at	UHRF2	ubiquitin like with PHD and ring finger domains 2	115426	87	21	9.94505	9.74975	0.1953	2.65091	0.0129599	0.0353702
GSE87466	207206_PM_s_at	ALOX12	arachidonate 12-lipoxygenase, 12S type	239	87	21	4.1311	4.28167	-0.150567	-2.65101	0.0129613	0.0353722
GSE87466	1567612_PM_at				87	21	4.61664	4.78558	-0.168937	-2.66354	0.0129646	0.0353732
GSE87466	1569895_PM_at	LINC01134	long intergenic non-protein coding RNA 1134	100133612	87	21	6.84972	7.01205	-0.162329	-2.63051	0.0129649	0.0353732
GSE87466	1565905_PM_at	LOC400627	uncharacterized LOC400627	400627	87	21	5.49373	5.64032	-0.146586	-2.65798	0.0129649	0.0353732
GSE87466	1552666_PM_a_at	LRRC7	leucine rich repeat containing 7	57554	87	21	3.50716	3.64021	-0.133057	-2.66628	0.0129639	0.0353732
GSE87466	1563536_PM_at				87	21	3.24945	3.3567	-0.107251	-2.64288	0.0129625	0.0353732
GSE87466	1555146_PM_at	ATF2	activating transcription factor 2	1386	87	21	2.92506	3.02614	-0.101077	-2.6657	0.0129731	0.0353938
GSE87466	1570155_PM_at	LINC01111	long intergenic non-protein coding RNA 1111	101926978	87	21	3.82845	3.96022	-0.131772	-2.63245	0.012976	0.0354
GSE87466	1561500_PM_at	CTU2	cytosolic thiouridylase subunit 2	348180	87	21	6.36118	6.50687	-0.145687	-2.62247	0.0129824	0.0354157
GSE87466	229987_PM_at				87	21	3.83841	4.03293	-0.19452	-2.63336	0.0129837	0.0354174
GSE87466	219644_PM_at	CEP83	centrosomal protein 83	51134	87	21	6.75999	6.48685	0.273147	2.67798	0.0129903	0.0354337
GSE87466	213823_PM_at	HOXA11	homeobox A11	3207	87	21	6.61907	6.88865	-0.269583	-2.66535	0.0129942	0.0354426
GSE87466	236139_PM_at				87	21	6.52424	6.09396	0.430282	2.66378	0.0130031	0.0354647
GSE87466	1561889_PM_at	LOC105375527	uncharacterized LOC105375527	105375527	87	21	3.24608	3.36767	-0.121594	-2.66369	0.0130036	0.0354647
GSE87466	239969_PM_at				87	21	5.74159	5.49937	0.242223	2.63259	0.013005	0.0354667
GSE87466	218786_PM_at	NT5DC3	5'-nucleotidase domain containing 3	51559	87	21	5.65984	5.35254	0.307299	2.65929	0.0130086	0.0354748
GSE87466	1564626_PM_at				87	21	4.4778	4.29406	0.183738	2.61567	0.0130122	0.0354828
GSE87466	202788_PM_at	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	7867	87	21	9.21444	8.97325	0.241196	2.68017	0.0130168	0.0354936
GSE87466	212873_PM_at	ARHGAP45	Rho GTPase activating protein 45	23526	87	21	8.25044	7.90123	0.349209	2.6244	0.0130187	0.035497
GSE87466	231174_PM_s_at	EPB41L2	erythrocyte membrane protein band 4.1 like 2	2037	87	21	9.68365	9.16186	0.521785	2.65949	0.0130203	0.0354996
GSE87466	1559616_PM_x_at	ZNF626	zinc finger protein 626	199777	87	21	6.15038	6.36052	-0.210142	-2.66918	0.0130232	0.0355045
GSE87466	238517_PM_at	KLF7	Kruppel like factor 7	8609	87	21	3.97374	3.81655	0.157189	2.56956	0.0130234	0.0355045
GSE87466	1561860_PM_at				87	21	3.38793	3.49245	-0.104522	-2.65844	0.0130247	0.0355063
GSE87466	204510_PM_at	CDC7	cell division cycle 7	8317	87	21	8.20246	7.79359	0.408867	2.65442	0.0130255	0.0355067
GSE87466	1553526_PM_at	NLRP8	NLR family pyrin domain containing 8	126205	87	21	4.15579	4.32573	-0.169946	-2.64584	0.0130269	0.0355087
GSE87466	203146_PM_s_at	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	2550	87	21	8.41595	7.7034	0.712548	2.68383	0.0130323	0.0355217
GSE87466	243320_PM_at				87	21	3.61559	3.47346	0.142127	2.55705	0.0130339	0.0355243
GSE87466	213922_PM_at	TTBK2	tau tubulin kinase 2	146057	87	21	5.09571	4.83008	0.26563	2.62979	0.013044	0.03555
GSE87466	235212_PM_at	NRDE2	NRDE-2, necessary for RNA interference, domain containing	55051	87	21	5.83414	6.0503	-0.21616	-2.65506	0.0130568	0.0355831
GSE87466	1560639_PM_at				87	21	5.3147	5.47659	-0.161889	-2.63971	0.0130607	0.035592
GSE87466	1557480_PM_a_at	PPP1R27	protein phosphatase 1 regulatory subunit 27	116729	87	21	6.00012	6.20284	-0.202724	-2.64082	0.013066	0.0356047
GSE87466	207260_PM_at	FEV	FEV, ETS transcription factor	54738	87	21	5.18569	5.5571	-0.371413	-2.64983	0.0130681	0.0356086
GSE87466	216722_PM_at	VENTXP1	VENT homeobox pseudogene 1	139538	87	21	3.08603	3.1764	-0.0903678	-2.65759	0.0130697	0.0356112
GSE87466	227848_PM_at	PEBP4	phosphatidylethanolamine binding protein 4	157310	87	21	3.68198	3.79414	-0.112158	-2.64745	0.0130733	0.0356192
GSE87466	1557121_PM_s_at	LOC100289294	hypothetical protein LOC100289294	100289294	87	21	5.91809	6.07363	-0.15554	-2.60082	0.01308	0.0356357
GSE87466	222346_PM_at	LAMA1	laminin subunit alpha 1	284217	87	21	3.30069	3.40571	-0.105024	-2.65402	0.013094	0.0356721
GSE87466	1554102_PM_a_at	TMTC4	transmembrane and tetratricopeptide repeat containing 4	84899	87	21	5.94364	6.0963	-0.152661	-2.66182	0.0130957	0.0356749
GSE87466	239985_PM_at				87	21	3.15788	3.29592	-0.138039	-2.68437	0.0130986	0.0356793
GSE87466	1563540_PM_at				87	21	3.53003	3.64352	-0.113497	-2.63588	0.013098	0.0356793
GSE87466	1564813_PM_at				87	21	3.92409	4.03536	-0.111263	-2.66606	0.0130999	0.0356811
GSE87466	1552790_PM_a_at	SEC62	SEC62 homolog, preprotein translocation factor	7095	87	21	7.25851	6.92372	0.334791	2.62532	0.0131015	0.0356836
GSE87466	204938_PM_s_at	PLN	phospholamban	5350	87	21	4.11476	3.78787	0.32689	2.59274	0.0131054	0.0356925
GSE87466	1556212_PM_x_at				87	21	3.73372	3.91913	-0.185411	-2.66778	0.0131064	0.0356934
GSE87466	215190_PM_at	EIF3M	eukaryotic translation initiation factor 3 subunit M	10480	87	21	4.21311	3.84191	0.3712	2.64643	0.0131126	0.0357085
GSE87466	1556291_PM_at	POM121L12	POM121 transmembrane nucleoporin like 12	285877	87	21	5.87091	6.03835	-0.16744	-2.62571	0.0131165	0.0357174
GSE87466	229548_PM_at				87	21	7.93864	7.21032	0.728312	2.67837	0.0131236	0.0357323
GSE87466	228329_PM_at	DAB1	DAB1, reelin adaptor protein	1600	87	21	4.31134	4.04695	0.264396	2.53923	0.0131242	0.0357323
GSE87466	1560047_PM_s_at	BMS1P6	BMS1, ribosome biogenesis factor pseudogene 6	642826	87	21	7.00212	7.193	-0.190879	-2.59542	0.0131246	0.0357323
GSE87466	230216_PM_at	HECTD4	HECT domain E3 ubiquitin protein ligase 4	283450	87	21	5.1103	5.29073	-0.180434	-2.61456	0.0131242	0.0357323
GSE87466	226926_PM_at	DMKN	dermokine	93099	87	21	6.51426	6.22877	0.285497	2.62193	0.0131313	0.0357476
GSE87466	230839_PM_at	PRMT8	protein arginine methyltransferase 8	56341	87	21	5.28621	5.45696	-0.170742	-2.65757	0.0131315	0.0357476
GSE87466	242310_PM_at				87	21	6.09985	6.39994	-0.300096	-2.60281	0.0131339	0.0357523
GSE87466	1568643_PM_a_at	LOC101927934	uncharacterized LOC101927934	101927934	87	21	7.04925	7.3849	-0.335653	-2.57029	0.0131355	0.0357549
GSE87466	236658_PM_at	RPS6KA2-AS1	RPS6KA2 antisense RNA 1	100861523	87	21	5.61954	5.76284	-0.143293	-2.60049	0.0131368	0.0357566
GSE87466	243031_PM_at				87	21	3.42127	3.27166	0.149607	2.63381	0.0131398	0.035763
GSE87466	205413_PM_at	MPPED2	metallophosphoesterase domain containing 2	744	87	21	3.5888	3.40205	0.186746	2.62504	0.0131414	0.0357656
GSE87466	235834_PM_at	CALD1	caldesmon 1	800	87	21	5.73327	5.40954	0.32373	2.65898	0.0131453	0.0357744
GSE87466	1553145_PM_at	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)	202020	87	21	6.56735	6.88666	-0.319314	-2.63639	0.0131515	0.0357895
GSE87466	206307_PM_s_at	FOXD1	forkhead box D1	2297	87	21	4.80138	5.00102	-0.199647	-2.62999	0.0131533	0.0357926
GSE87466	1563068_PM_at	C20orf197	chromosome 20 open reading frame 197	284756	87	21	4.72348	4.88237	-0.158888	-2.6379	0.0131647	0.0358219
GSE87466	221918_PM_at	CDK17	cyclin dependent kinase 17	5128	87	21	8.82822	8.45165	0.376565	2.65936	0.013168	0.0358291
GSE87466	201532_PM_at	PSMA3	proteasome subunit alpha 3	5684	87	21	10.7422	10.4104	0.331774	2.68122	0.0131688	0.0358295
GSE87466	210145_PM_at	PLA2G4A	phospholipase A2 group IVA	5321	87	21	6.83291	6.41219	0.420715	2.64114	0.0131716	0.0358353
GSE87466	207333_PM_at	NMBR	neuromedin B receptor	4829	87	21	3.90929	4.12309	-0.213798	-2.68622	0.0131763	0.0358445
GSE87466	211023_PM_at	PDHB	pyruvate dehydrogenase (lipoamide) beta	5162	87	21	10.0488	10.2521	-0.203327	-2.66222	0.0131758	0.0358445
GSE87466	1562943_PM_at	MACROD2-AS1	MACROD2 antisense RNA 1	100379174	87	21	3.37086	3.45983	-0.0889688	-2.62896	0.013192	0.0358855
GSE87466	238999_PM_at				87	21	6.16986	6.78722	-0.617356	-2.68659	0.0132047	0.0359182
GSE87466	233532_PM_x_at	IFT52	intraflagellar transport 52	51098	87	21	5.02307	5.27059	-0.247511	-2.63971	0.0132062	0.0359205
GSE87466	217781_PM_s_at	ZNF106	zinc finger protein 106	64397	87	21	9.68535	9.47014	0.215203	2.64231	0.0132079	0.0359234
GSE87466	232341_PM_x_at	HABP4	hyaluronan binding protein 4	22927	87	21	6.01617	5.69049	0.325688	2.62751	0.0132088	0.035924
GSE87466	234946_PM_at	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	955	87	21	10.7305	11.1218	-0.391322	-2.65073	0.0132097	0.0359247
GSE87466	1557238_PM_s_at				87	21	4.91284	4.42252	0.490322	2.6658	0.0132116	0.0359281
GSE87466	1556734_PM_at				87	21	4.27739	4.39191	-0.11452	-2.61821	0.0132152	0.0359361
GSE87466	242229_PM_at	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	222236	87	21	6.21253	6.44487	-0.232336	-2.66507	0.0132218	0.0359522
GSE87466	1553422_PM_s_at	RBFOX1	RNA binding protein, fox-1 homolog 1	54715	87	21	4.45795	4.74312	-0.285172	-2.6397	0.0132232	0.0359536
GSE87466	216844_PM_at	ZC3H7B	zinc finger CCCH-type containing 7B	23264	87	21	4.11538	4.30549	-0.190105	-2.65086	0.0132236	0.0359536
GSE87466	1559765_PM_a_at	LOC286254	uncharacterized LOC286254	286254	87	21	4.91173	5.26317	-0.351445	-2.63936	0.013225	0.0359556
GSE87466	210710_PM_at	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	87	21	4.62821	4.88678	-0.258562	-2.65381	0.0132268	0.0359569
GSE87466	1556967_PM_at	ZDHHC14	zinc finger DHHC-type containing 14	79683	87	21	3.40657	3.2657	0.140867	2.60873	0.0132266	0.0359569
GSE87466	214151_PM_s_at	CCPG1	cell cycle progression 1	9236	87	21	10.0531	9.90475	0.148344	2.64369	0.0132289	0.0359608
GSE87466	206961_PM_s_at	MED20	mediator complex subunit 20	9477	87	21	4.91717	5.11061	-0.193441	-2.64881	0.0132329	0.0359699
GSE87466	243963_PM_at	SDCCAG8	serologically defined colon cancer antigen 8	10806	87	21	5.78739	5.4302	0.357197	2.63275	0.0132348	0.0359733
GSE87466	212172_PM_at	AK2	adenylate kinase 2	204	87	21	5.11987	5.33414	-0.214277	-2.67448	0.0132393	0.0359837
GSE87466	209434_PM_s_at	PPAT	phosphoribosyl pyrophosphate amidotransferase	5471	87	21	7.55574	7.24428	0.311464	2.67099	0.0132429	0.0359917
GSE87466	203281_PM_s_at	UBA7	ubiquitin like modifier activating enzyme 7	7318	87	21	9.44603	9.04201	0.404017	2.65518	0.0132517	0.0360138
GSE87466	209349_PM_at	RAD50	RAD50 double strand break repair protein	10111	87	21	7.35482	7.6944	-0.339576	-2.65295	0.0132525	0.0360142
