display_group	accession	gene_symbol	log2fc	fdr	p_value	t_stat	neglog10_fdr	plot_class
GSE75214 discovery	GSE75214	DTX4	-0.8416	5.31823e-15	3.99095e-17	-15.6084	14.274232884460101	not_significant
GSE75214 discovery	GSE75214	ACOT11	-0.758366	5.31823e-15	3.98435e-17	-11.615	14.274232884460101	not_significant
GSE75214 discovery	GSE75214	TMIGD1	-3.71273	5.67345e-15	4.28256e-17	-15.0532	14.246152768212822	down
GSE75214 discovery	GSE75214	P2RX4	-1.06744	5.81481e-15	4.40675e-17	-13.4742	14.235464471356797	down
GSE75214 discovery	GSE75214	MRC2	0.835125	6.78704e-15	5.16396e-17	11.5978	14.168319591249363	not_significant
GSE75214 discovery	GSE75214	MASP1	0.983184	7.56956e-15	5.78211e-17	11.0124	14.120929364241766	not_significant
GSE75214 discovery	GSE75214	MAPK1IP1L	0.308282	8.10221e-15	6.21335e-17	13.785	14.091396504591179	not_significant
GSE75214 discovery	GSE75214	SERINC2	-0.780511	8.51977e-15	6.55919e-17	-10.9045	14.069572129303618	not_significant
GSE75214 discovery	GSE75214	SEPT11	-0.420836	9.14708e-15	7.06965e-17	-14.1221	14.03871752257598	not_significant
GSE75214 discovery	GSE75214	EDEM1	0.731968	9.23293e-15	7.16377e-17	15.8666	14.034660457055967	not_significant
GSE75214 discovery	GSE75214	CR1	1.94249	9.99689e-15	7.78658e-17	12.5334	14.000135086590927	up
GSE75214 discovery	GSE75214	COX5B	-0.699042	1.07738e-14	8.42412e-17	-12.5008	13.967631090763572	not_significant
GSE75214 discovery	GSE75214	MIR192	-1.34823	1.10551e-14	8.67729e-17	-11.3745	13.956437324613827	down
GSE75214 discovery	GSE75214	C5AR1	1.08771	1.14224e-14	8.99999e-17	10.7843	13.942242635385481	up
GSE75214 discovery	GSE75214	IYD	-1.04018	1.20107e-14	9.49959e-17	-15.9641	13.92043168058392	down
GSE75214 discovery	GSE75214	ZG16	-2.32858	1.2142e-14	9.63996e-17	-10.8242	13.915709771463069	down
GSE75214 discovery	GSE75214	STRADB	-1.15508	1.30634e-14	1.04108e-16	-13.2802	13.883943774893647	down
GSE75214 discovery	GSE75214	PDHA1	-0.899238	1.32303e-14	1.05836e-16	-13.459	13.878430307976716	not_significant
GSE75214 discovery	GSE75214	PFN2	-0.98094	1.40115e-14	1.12507e-16	-10.6909	13.853515368864718	not_significant
GSE75214 discovery	GSE75214	SH3BGRL2	-1.07969	1.41301e-14	1.13884e-16	-10.772	13.849854764599105	down
GSE75214 discovery	GSE75214	PTPRF	-0.95425	1.42183e-14	1.15022e-16	-11.2598	13.847152326584778	not_significant
GSE75214 discovery	GSE75214	ACOT9	0.623993	1.51721e-14	1.23195e-16	15.5434	13.818954303505164	not_significant
GSE75214 discovery	GSE75214	FNDC3B	0.674251	1.63905e-14	1.33581e-16	15.4375	13.785407797867645	not_significant
GSE75214 discovery	GSE75214	TMEM45A	1.34587	1.66273e-14	1.36011e-16	12.3293	13.779178267334965	up
GSE75214 discovery	GSE75214	CAMK2D	-0.717996	1.76328e-14	1.44766e-16	-11.6676	13.753678718444018	not_significant
GSE75214 discovery	GSE75214	WNT5A	1.99379	1.76346e-14	1.45841e-16	12.2341	13.753634386847807	up
GSE75214 discovery	GSE75214	STAT2	0.90282	1.76346e-14	1.45616e-16	14.1886	13.753634386847807	not_significant
GSE75214 discovery	GSE75214	PLEKHF1	0.394552	1.82109e-14	1.51518e-16	14.5605	13.739668590428304	not_significant
GSE75214 discovery	GSE75214	GUCY1B3	1.15772	1.85002e-14	1.54669e-16	11.3096	13.732823576546885	up
GSE75214 discovery	GSE75214	BAG2	0.951911	1.85323e-14	1.55495e-16	13.3479	13.732070678073349	not_significant
GSE75214 discovery	GSE75214	TRERF1	0.776678	1.86926e-14	1.57402e-16	15.8309	13.728330287325283	not_significant
GSE75214 discovery	GSE75214	TNC	2.98333	1.90742e-14	1.61189e-16	14.0971	13.71955366794039	up
GSE75214 discovery	GSE75214	NUDT16P1	-0.848109	2.07202e-14	1.75722e-16	-14.7091	13.683606056915357	not_significant
GSE75214 discovery	GSE75214	CHI3L1	3.883	2.07676e-14	1.76748e-16	17.2371	13.682613689645986	up
GSE75214 discovery	GSE75214	SMIM14	-0.970223	2.17319e-14	1.86262e-16	-13.5269	13.66290230205301	not_significant
GSE75214 discovery	GSE75214	KYNU	3.56189	2.23639e-14	1.93006e-16	21.2009	13.650452458353326	up
GSE75214 discovery	GSE75214	SERINC5	-0.831968	2.23639e-14	1.93409e-16	-12.195	13.650452458353326	not_significant
GSE75214 discovery	GSE75214	NOTCH3	0.731663	2.23639e-14	1.93697e-16	10.8398	13.650452458353326	not_significant
GSE75214 discovery	GSE75214	ADA	0.800099	2.33176e-14	2.02658e-16	12.891	13.63231615204318	not_significant
GSE75214 discovery	GSE75214	HSH2D	0.654658	2.36327e-14	2.06107e-16	13.4618	13.626486658049604	not_significant
GSE75214 discovery	GSE75214	FAM120AOS	-0.499051	2.54012e-14	2.22295e-16	-12.5698	13.595145766015182	not_significant
GSE75214 discovery	GSE75214	COL4A1	1.8479	2.58918e-14	2.27367e-16	14.1933	13.586837756328595	up
GSE75214 discovery	GSE75214	TNFRSF1B	0.830204	2.66297e-14	2.34648e-16	11.1947	13.574633726128782	not_significant
GSE75214 discovery	GSE75214	CPEB4	0.89897	2.67312e-14	2.36346e-16	12.9942	13.572981544734654	not_significant
GSE75214 discovery	GSE75214	COL5A1	0.704624	2.97046e-14	2.64422e-16	10.766	13.527176291426072	not_significant
GSE75214 discovery	GSE75214	SMIM3	0.307943	3.14839e-14	2.81208e-16	10.8231	13.501911475691296	not_significant
GSE75214 discovery	GSE75214	SNCAIP	0.623617	3.20276e-14	2.87027e-16	12.0877	13.494475604133818	not_significant
GSE75214 discovery	GSE75214	RBMS1	0.745452	3.32418e-14	2.98908e-16	11.2277	13.478315467772939	not_significant
GSE75214 discovery	GSE75214	GBP2	1.06069	3.32712e-14	3.00173e-16	13.7537	13.477931535050027	up
GSE75214 discovery	GSE75214	SLC26A3	-1.93036	3.33089e-14	3.01515e-16	-10.2591	13.477439709302766	down
GSE75214 discovery	GSE75214	NXN	0.637187	3.35908e-14	3.05077e-16	10.1725	13.4737796528583	not_significant
GSE75214 discovery	GSE75214	GRAMD1A	0.714134	3.391e-14	3.08996e-16	10.6923	13.469672210221914	not_significant
GSE75214 discovery	GSE75214	PLCD3	-1.10174	3.40911e-14	3.11671e-16	-13.761	13.467358985388218	down
GSE75214 discovery	GSE75214	PLEKHG2	0.979862	3.56566e-14	3.27056e-16	13.7759	13.447860070909295	not_significant
GSE75214 discovery	GSE75214	SBNO2	0.874266	3.60091e-14	3.31372e-16	15.2835	13.44358773311131	not_significant
GSE75214 discovery	GSE75214	NDUFC2-KCTD14	-0.476418	3.7409e-14	3.4538e-16	-12.5982	13.427023901004857	not_significant
GSE75214 discovery	GSE75214	FAM20C	0.898036	3.78273e-14	3.50379e-16	11.1265	13.422194656247523	not_significant
GSE75214 discovery	GSE75214	VIL1	-1.22466	4.05975e-14	3.77259e-16	-10.7655	13.391500709517238	down
GSE75214 discovery	GSE75214	PET117	-0.633376	4.076e-14	3.79995e-16	-16.3431	13.389765824665611	not_significant
GSE75214 discovery	GSE75214	SERPINI1	0.662557	4.14675e-14	3.89085e-16	10.3417	13.382292146669563	not_significant
GSE75214 discovery	GSE75214	PDCD4	-1.496	4.19047e-14	3.94448e-16	-15.3032	13.377737264155618	down
GSE75214 discovery	GSE75214	SLC7A11	2.39681	4.23326e-14	4.02295e-16	17.1648	13.373325057040365	up
GSE75214 discovery	GSE75214	HCAR3	2.16293	4.23326e-14	4.0136e-16	10.1394	13.373325057040365	up
GSE75214 discovery	GSE75214	SCIN	-1.81712	4.23326e-14	4.0063e-16	-12.9041	13.373325057040365	down
GSE75214 discovery	GSE75214	PPTC7	-0.354003	4.41069e-14	4.20483e-16	-12.7862	13.355493465010184	not_significant
GSE75214 discovery	GSE75214	GBP5	2.19789	4.44433e-14	4.25026e-16	12.7876	13.352193701338257	up
GSE75214 discovery	GSE75214	BIRC3	1.96481	4.69578e-14	4.50485e-16	17.6354	13.328292258230661	up
GSE75214 discovery	GSE75214	PRDM8	0.551455	5.05116e-14	4.86097e-16	10.9771	13.296608874604546	not_significant
GSE75214 discovery	GSE75214	PDZD3	-1.56642	5.06089e-14	4.88556e-16	-14.4631	13.295773102112706	down
GSE75214 discovery	GSE75214	CXCL6	1.30847	5.07147e-14	4.91102e-16	10.2529	13.294866139215914	up
GSE75214 discovery	GSE75214	HNF1A-AS1	-2.19643	5.09894e-14	4.95296e-16	-14.399	13.292520098411469	down
GSE75214 discovery	GSE75214	PALMD	1.1595	5.36693e-14	5.25272e-16	12.7089	13.270274069108714	up
GSE75214 discovery	GSE75214	ATP8B1	-0.8128	5.36693e-14	5.2617e-16	-10.0728	13.270274069108714	not_significant
GSE75214 discovery	GSE75214	NEK3	-0.821845	5.38211e-14	5.29276e-16	-12.6615	13.26904743033577	not_significant
GSE75214 discovery	GSE75214	SH3RF2	-0.760794	5.61351e-14	5.5372e-16	-10.0386	13.250765499358089	not_significant
GSE75214 discovery	GSE75214	GRHL2	-0.776958	5.6301e-14	5.5705e-16	-10.1128	13.249483891283202	not_significant
GSE75214 discovery	GSE75214	SPPL3	-0.464874	6.27025e-14	6.22273e-16	-13.8768	13.202715143147595	not_significant
GSE75214 discovery	GSE75214	CERK	-0.454177	7.001e-14	6.969e-16	-12.4322	13.154839922348055	not_significant
GSE75214 discovery	GSE75214	S100A3	0.742463	7.57812e-14	7.58906e-16	10.5097	13.12043852192653	not_significant
GSE75214 discovery	GSE75214	PCSK6	-0.842658	8.11087e-14	8.14697e-16	-11.6157	13.09093255936042	not_significant
GSE75214 discovery	GSE75214	BDH1	-1.26733	8.42026e-14	8.48306e-16	-12.7881	13.074674498188953	down
GSE75214 discovery	GSE75214	ZDHHC3	-1.03767	8.59083e-14	8.68074e-16	-15.4174	13.065964874934025	down
GSE75214 discovery	GSE75214	CHN1	1.52497	8.93908e-14	9.0864e-16	11.4005	13.048707176000873	up
GSE75214 discovery	GSE75214	TMX2-CTNND1	-0.412836	8.93908e-14	9.06014e-16	-9.9688	13.048707176000873	not_significant
GSE75214 discovery	GSE75214	PTP4A3	1.25216	9.03805e-14	9.24136e-16	11.0798	13.043925260408663	up
GSE75214 discovery	GSE75214	PTRF	1.01025	9.03805e-14	9.21618e-16	12.095	13.043925260408663	up
GSE75214 discovery	GSE75214	CLEC6A	1.08629	9.25613e-14	9.49218e-16	10.0315	13.03357055445754	up
GSE75214 discovery	GSE75214	CLEC14A	0.897552	9.32654e-14	9.59244e-16	12.5451	13.030279442813454	not_significant
GSE75214 discovery	GSE75214	SYTL3	0.748764	9.35382e-14	9.64862e-16	11.2338	13.029010991682048	not_significant
GSE75214 discovery	GSE75214	FKBP4	-0.419728	9.41815e-14	9.7433e-16	-10.7155	13.026034396962578	not_significant
GSE75214 discovery	GSE75214	MT1E	-1.12423	9.47745e-14	9.83315e-16	-14.9595	13.023308498094497	down
GSE75214 discovery	GSE75214	SMAP2	0.981072	9.55025e-14	9.93741e-16	11.3386	13.019985259599565	not_significant
GSE75214 discovery	GSE75214	CHRDL2	0.895537	9.59708e-14	1.0015e-15	10.571	13.017860884959308	not_significant
GSE75214 discovery	GSE75214	CEP128	1.09467	9.64604e-14	1.00951e-15	12.1522	13.015650941486989	up
GSE75214 discovery	GSE75214	EFNA5	-0.921013	1.00035e-13	1.04993e-15	-13.0304	12.999848023525665	not_significant
GSE75214 discovery	GSE75214	TNFAIP6	2.40673	1.00148e-13	1.05413e-15	10.3774	12.999357719337322	up
GSE75214 discovery	GSE75214	TIE1	0.79867	1.0257e-13	1.0827e-15	10.9461	12.988979644483743	not_significant
GSE75214 discovery	GSE75214	PPARGC1A	-2.33052	1.0361e-13	1.0968e-15	-17.3347	12.984598326297052	down
GSE75214 discovery	GSE75214	KRCC1	-1.04784	1.06943e-13	1.1353e-15	-13.5727	12.970847637094	down
GSE75214 discovery	GSE75214	CDYL2	0.633618	1.1096e-13	1.18128e-15	12.0985	12.954833551934772	not_significant
GSE75214 discovery	GSE75214	CEBPB	1.14864	1.11354e-13	1.18882e-15	13.555	12.953294177851081	up
GSE75214 discovery	GSE75214	FTSJ1	0.487874	1.13683e-13	1.2171e-15	12.8008	12.944304474258502	not_significant
GSE75214 discovery	GSE75214	DOC2B	0.822136	1.23717e-13	1.32825e-15	12.2403	12.907570619700563	not_significant
GSE75214 discovery	GSE75214	TMEM177	-0.705169	1.24853e-13	1.3442e-15	-14.821	12.903601017847734	not_significant
GSE75214 discovery	GSE75214	RAPGEF4	0.709768	1.25978e-13	1.3601e-15	11.3534	12.89970529069847	not_significant
GSE75214 discovery	GSE75214	SLC25A23	-1.15493	1.26099e-13	1.3652e-15	-14.5697	12.899288357488805	down
GSE75214 discovery	GSE75214	IL21R	0.851311	1.3253e-13	1.43881e-15	12.2483	12.877685802031193	not_significant
GSE75214 discovery	GSE75214	PRKAR2A	-0.543333	1.33602e-13	1.45447e-15	-12.6617	12.874187040494736	not_significant
GSE75214 discovery	GSE75214	OAS3	0.959896	1.34816e-13	1.47174e-15	13.9489	12.870258562553246	not_significant
GSE75214 discovery	GSE75214	SH3PXD2B	1.0976	1.38402e-13	1.51505e-15	13.6516	12.858857633992788	up
GSE75214 discovery	GSE75214	PTPN1	0.491613	1.44111e-13	1.58188e-15	12.1021	12.841302868200772	not_significant
GSE75214 discovery	GSE75214	COL5A2	1.2448	1.48786e-13	1.63767e-15	11.1833	12.827437931752451	up
GSE75214 discovery	GSE75214	FAIM2	1.01831	1.51059e-13	1.66723e-15	16.0546	12.820853394628388	up
GSE75214 discovery	GSE75214	SDK1	0.733546	1.51984e-13	1.68201e-15	10.1083	12.818202129670082	not_significant
GSE75214 discovery	GSE75214	TMEM256-PLSCR3	0.847569	1.58384e-13	1.7576e-15	15.4187	12.800288693091721	not_significant
GSE75214 discovery	GSE75214	ADAMTS2	0.884313	1.58614e-13	1.76492e-15	9.79139	12.799658482501334	not_significant
GSE75214 discovery	GSE75214	MOB3B	-0.558758	1.59877e-13	1.78378e-15	-10.4767	12.796214009621774	not_significant
GSE75214 discovery	GSE75214	NR1I2	-1.00497	1.61281e-13	1.8043e-15	-12.2589	12.79241679244479	down
GSE75214 discovery	GSE75214	CLEC4E	1.23371	1.614e-13	1.81048e-15	9.79443	12.792096469613949	up
GSE75214 discovery	GSE75214	LILRA6	1.24205	1.62361e-13	1.83103e-15	10.7078	12.789518282477045	up
GSE75214 discovery	GSE75214	VSIG10	-1.16438	1.62361e-13	1.82731e-15	-16.1528	12.789518282477045	down
GSE75214 discovery	GSE75214	ACSS2	-1.04148	1.65169e-13	1.86766e-15	-11.1565	12.782071460600891	down
GSE75214 discovery	GSE75214	FMNL1	1.05255	1.68634e-13	1.91191e-15	12.0355	12.773054858396197	up
GSE75214 discovery	GSE75214	SMOX	1.22206	1.68681e-13	1.91752e-15	14.5799	12.772933832999867	up
GSE75214 discovery	GSE75214	ADAMTS4	0.960187	1.76154e-13	2.01837e-15	10.1645	12.754107490670624	not_significant
GSE75214 discovery	GSE75214	TINAG	-1.70649	1.8201e-13	2.09094e-15	-13.2434	12.73990475033629	down
GSE75214 discovery	GSE75214	CHI3L2	1.51521	1.91721e-13	2.20826e-15	10.2653	12.717330314432235	up
GSE75214 discovery	GSE75214	STAP2	-1.12497	1.97212e-13	2.27744e-15	-10.8069	12.705066662542762	down
GSE75214 discovery	GSE75214	PIGZ	-1.95137	2.06366e-13	2.38936e-15	-14.0192	12.685361853695559	down
GSE75214 discovery	GSE75214	TIPARP	0.674395	2.11064e-13	2.4501e-15	10.8893	12.675585835544195	not_significant
GSE75214 discovery	GSE75214	ARHGAP44	-1.59154	2.14858e-13	2.50707e-15	-16.0731	12.667848471204316	down
GSE75214 discovery	GSE75214	BCL6	1.49301	2.14858e-13	2.50512e-15	11.8163	12.667848471204316	up
GSE75214 discovery	GSE75214	F3	1.45023	2.15047e-13	2.51574e-15	17.3801	12.667466611666194	up
GSE75214 discovery	GSE75214	CST7	0.99145	2.28166e-13	2.67607e-15	10.452	12.641749071190826	not_significant
GSE75214 discovery	GSE75214	TMEM56-RWDD3	-2.02897	2.35607e-13	2.77043e-15	-15.451	12.627811810590318	down
GSE75214 discovery	GSE75214	TPRG1	0.667401	2.39426e-13	2.82254e-15	12.1799	12.620828690005592	not_significant
GSE75214 discovery	GSE75214	BRPF3	-0.617421	2.41626e-13	2.85574e-15	-12.8263	12.6168563355766	not_significant
GSE75214 discovery	GSE75214	C15orf38-AP3S2	-0.574441	2.62943e-13	3.11559e-15	-13.1386	12.580138386371113	not_significant
GSE75214 discovery	GSE75214	CXCL5	1.39945	2.63459e-13	3.12962e-15	9.68492	12.579286960941735	up
GSE75214 discovery	GSE75214	MAML3	-0.986038	2.64749e-13	3.15291e-15	-16.7926	12.57716567161822	not_significant
GSE75214 discovery	GSE75214	IRAK2	0.972474	2.6843e-13	3.20482e-15	11.4198	12.571168948613431	not_significant
GSE75214 discovery	GSE75214	PTAFR	1.01628	2.7473e-13	3.2883e-15	12.5083	12.561093913848207	up
GSE75214 discovery	GSE75214	KRT6C	1.16638	3.03125e-13	3.63728e-15	10.213	12.518378244053661	up
GSE75214 discovery	GSE75214	ZC3H12B	-0.550628	3.03369e-13	3.64933e-15	-13.7772	12.518028800005405	not_significant
GSE75214 discovery	GSE75214	IFNG	0.906262	3.1848e-13	3.84069e-15	9.62386	12.49691783542396	not_significant
GSE75214 discovery	GSE75214	LATS2	0.515142	3.22151e-13	3.89465e-15	12.7401	12.491940516207103	not_significant
GSE75214 discovery	GSE75214	MMRN2	0.748808	3.45523e-13	4.18759e-15	11.415	12.461523038186682	not_significant
GSE75214 discovery	GSE75214	NCBP2-AS2	-0.679344	3.48267e-13	4.23132e-15	-18.125	12.458087675116502	not_significant
GSE75214 discovery	GSE75214	PTGES	0.860792	3.54314e-13	4.31544e-15	9.81224	12.450611687061055	not_significant
GSE75214 discovery	GSE75214	GPBP1L1	-0.486607	3.57709e-13	4.36755e-15	-12.2042	12.446470132813944	not_significant
GSE75214 discovery	GSE75214	FXYD3	-1.0601	3.70933e-13	4.54017e-15	-9.66475	12.430704528007668	down
GSE75214 discovery	GSE75214	RAMP2	0.79672	4.13931e-13	5.07891e-15	11.1328	12.383072047325289	not_significant
GSE75214 discovery	GSE75214	PDZK1IP1	1.92464	4.14239e-13	5.09514e-15	13.9931	12.382749015323181	up
GSE75214 discovery	GSE75214	PCK1	-3.71354	4.34802e-13	5.36115e-15	-16.7343	12.361708466915628	down
GSE75214 discovery	GSE75214	ROPN1L	0.78494	4.36079e-13	5.39e-15	10.2557	12.360434826887028	not_significant
GSE75214 discovery	GSE75214	GALNT12	-1.42552	4.37509e-13	5.42628e-15	-11.5571	12.359013008675646	down
GSE75214 discovery	GSE75214	HECW2	0.781274	4.37509e-13	5.434e-15	9.7483	12.359013008675646	not_significant
GSE75214 discovery	GSE75214	HSD11B2	-1.41094	4.43115e-13	5.51695e-15	-10.0486	12.353483548305181	down
GSE75214 discovery	GSE75214	KLK6	1.7603	4.43996e-13	5.54127e-15	9.53714	12.352620942465904	up
GSE75214 discovery	GSE75214	SPRYD7	-0.583167	4.48398e-13	5.6097e-15	-13.0492	12.348336333166495	not_significant
GSE75214 discovery	GSE75214	HIF1A	1.43787	4.5923e-13	5.75902e-15	19.0518	12.337969748639521	up
GSE75214 discovery	GSE75214	ALDH1L2	1.27593	4.70403e-13	5.91328e-15	10.841	12.327529917205533	up
GSE75214 discovery	GSE75214	GLT1D1	1.30541	4.73902e-13	5.97152e-15	9.78719	12.32431145845162	up
GSE75214 discovery	GSE75214	LOXL2	1.74171	4.76669e-13	6.02072e-15	13.5493	12.321783091342759	up
GSE75214 discovery	GSE75214	CCL22	0.847772	4.80908e-13	6.08872e-15	10.4313	12.317937998291223	not_significant
GSE75214 discovery	GSE75214	RAMP3	0.687477	4.83516e-13	6.13629e-15	13.0934	12.315589150129606	not_significant
GSE75214 discovery	GSE75214	TAGAP	1.59628	5.25531e-13	6.7011e-15	10.7333	12.27940166073593	up
GSE75214 discovery	GSE75214	PPP1R13B	-0.457857	5.49203e-13	7.01947e-15	-10.5543	12.260267099112108	not_significant
GSE75214 discovery	GSE75214	ARID5A	1.06522	5.59494e-13	7.16782e-15	13.887	12.252204566474083	up
GSE75214 discovery	GSE75214	PIWIL4	-0.686406	5.59769e-13	7.18818e-15	-10.5513	12.251991156426708	not_significant
GSE75214 discovery	GSE75214	CDKN2B	-1.74519	6.63778e-13	8.54376e-15	-16.8861	12.177977145776367	down
GSE75214 discovery	GSE75214	SPECC1L-ADORA2A	0.585683	6.73388e-13	8.6877e-15	10.1601	12.171734627152293	not_significant
GSE75214 discovery	GSE75214	PXMP2	-1.29744	7.04174e-13	9.10606e-15	-14.3159	12.152320014291377	down
GSE75214 discovery	GSE75214	NDUFA6	-0.664187	7.19192e-13	9.3219e-15	-12.8747	12.143155152163564	not_significant
GSE75214 discovery	GSE75214	ACSM3	-1.07043	7.30137e-13	9.48572e-15	-9.53276	12.13659564294577	down
GSE75214 discovery	GSE75214	CDC25B	1.50761	7.40698e-13	9.6452e-15	21.2233	12.130358828009586	up
GSE75214 discovery	GSE75214	PDE10A	0.890669	7.49251e-13	9.77911e-15	10.7786	12.125372668743756	not_significant
GSE75214 discovery	GSE75214	EAPP	-0.94095	7.50241e-13	9.81459e-15	-17.4807	12.124799205731541	not_significant
GSE75214 discovery	GSE75214	TSC22D3	1.01717	7.51163e-13	9.84925e-15	11.1754	12.124265812237654	up
GSE75214 discovery	GSE75214	RUNX1	0.643949	7.51622e-13	9.87786e-15	12.4612	12.124000516572083	not_significant
GSE75214 discovery	GSE75214	ADAMTS5	0.813054	7.69966e-13	1.01421e-14	10.4777	12.113528451890371	not_significant
GSE75214 discovery	GSE75214	ZC3H12A	1.45769	7.7954e-13	1.02936e-14	16.8471	12.108161595249257	up
GSE75214 discovery	GSE75214	SPON2	1.00469	7.7954e-13	1.03151e-14	11.486	12.108161595249257	up
GSE75214 discovery	GSE75214	GJA1	1.9485	7.94534e-13	1.05374e-14	13.1127	12.099887513564916	up
GSE75214 discovery	GSE75214	P4HB	0.655674	8.34242e-13	1.10891e-14	15.8683	12.078707949339053	not_significant
GSE75214 discovery	GSE75214	SLC35B1	0.644635	8.46087e-13	1.1272e-14	14.007	12.072584977767969	not_significant
GSE75214 discovery	GSE75214	APLNR	1.29425	8.63084e-13	1.15244e-14	12.9736	12.06394693434137	up
GSE75214 discovery	GSE75214	MTDH	0.398184	8.9879e-13	1.20282e-14	12.0721	12.046341768216614	not_significant
GSE75214 discovery	GSE75214	PPARGC1B	-0.513969	9.79137e-13	1.31329e-14	-12.5044	12.009156537837978	not_significant
GSE75214 discovery	GSE75214	RGS16	0.658982	9.80748e-13	1.3184e-14	9.80756	12.008442568836815	not_significant
GSE75214 discovery	GSE75214	COL6A2	0.839843	1.02276e-12	1.37795e-14	11.0005	11.990226265509778	not_significant
GSE75214 discovery	GSE75214	PTPRS	0.57335	1.04217e-12	1.40724e-14	10.4912	11.98206143262961	not_significant
GSE75214 discovery	GSE75214	SPCS3	1.10769	1.04857e-12	1.41903e-14	15.8611	11.979402571780446	up
GSE75214 discovery	GSE75214	SULT1A2	-1.9386	1.06857e-12	1.44931e-14	-14.4841	11.97119702275778	down
GSE75214 discovery	GSE75214	ARNTL2	1.81769	1.07994e-12	1.46798e-14	19.1767	11.966600372654499	up
GSE75214 discovery	GSE75214	APOL2	0.9729	1.10069e-12	1.49949e-14	14.7029	11.958334979163117	not_significant
GSE75214 discovery	GSE75214	LTBP2	0.791014	1.11426e-12	1.52134e-14	10.1291	11.95301345961977	not_significant
GSE75214 discovery	GSE75214	KLF5	-0.693287	1.12653e-12	1.54148e-14	-9.32231	11.948257238328988	not_significant
GSE75214 discovery	GSE75214	CCL3L3	1.05058	1.21835e-12	1.67811e-14	9.82061	11.914227932365437	up
GSE75214 discovery	GSE75214	CTLA4	1.17898	1.31185e-12	1.81083e-14	13.3704	11.882115820369286	up
