gene_symbol	direction	evidence_group_count	direction_consistency	mean_log2fc	best_fdr	consensus_score
ZW10	up	2	1.0	0.205552	0.0502058	0.411104
TNPO1	up	2	1.0	0.205542	0.00991284	0.411084
NFE2L1	down	2	1.0	-0.205527	5.66318e-06	0.411054
PTN	down	2	1.0	-0.205443	2.83115e-05	0.410885
CRNKL1	down	2	1.0	-0.205281	0.000159619	0.410561
DAB1	up	2	1.0	0.20524	0.0357323	0.41048
RNF114	up	2	1.0	0.205155	0.00601598	0.41031
ZBED5	down	2	1.0	-0.205149	0.0115793	0.410299
IL13RA1	down	2	1.0	-0.205131	0.000135509	0.410262
ZNF775	down	2	1.0	-0.205096	7.95156e-05	0.410191
BICD2	up	2	1.0	0.205078	0.000902954	0.410156
SLC4A5	down	2	1.0	-0.205052	0.00126748	0.410105
RALBP1	down	2	1.0	-0.205039	0.000380859	0.410078
OR51E2	up	2	1.0	0.205001	0.0575546	0.410001
NIFK	up	2	1.0	0.205	0.0383108	0.409999
DHX58	up	2	1.0	0.204962	0.00132024	0.409923
LIG4	up	2	1.0	0.204952	0.0277316	0.409903
FAM122A	up	2	1.0	0.20491	0.00806755	0.409819
PLAC8	down	2	1.0	-0.204841	0.0677523	0.409682
RER1	down	2	1.0	-0.204764	0.00642738	0.409528
ROCK1	up	2	1.0	0.204725	0.0174191	0.409449
KIAA0355	down	2	1.0	-0.204641	0.000555023	0.409282
PTPA	up	2	1.0	0.204576	0.000457788	0.409152
CUX1	down	2	1.0	-0.204566	0.0102572	0.409132
TGDS	up	2	1.0	0.204429	0.2671	0.408857
RTP3	down	2	1.0	-0.204396	0.000834306	0.408791
APRT	up	2	1.0	0.204393	0.000823458	0.408785
CLK1	up	2	1.0	0.204328	0.0203126	0.408656
AHCY	down	2	1.0	-0.204308	0.0116597	0.408616
ZBTB42	down	2	1.0	-0.204302	0.00413212	0.408604
ZNF626	up	2	1.0	0.204288	0.00531271	0.408576
RNF207	down	2	1.0	-0.20424	0.000657425	0.408479
DNAJC8	down	2	1.0	-0.20422	0.0397214	0.40844
CIRBP-AS1	down	2	1.0	-0.204203	0.00158215	0.408405
ZNF563	down	2	1.0	-0.204178	0.00236742	0.408357
NGB	down	2	1.0	-0.204034	0.00602462	0.408068
DUS2	up	2	1.0	0.204028	0.0363575	0.408055
PTGER4	down	2	1.0	-0.204016	0.0103469	0.408032
ZBTB38	up	2	1.0	0.204009	0.140985	0.408018
HAX1	up	2	1.0	0.203955	0.00878412	0.40791
SSB	up	2	1.0	0.203946	0.0280756	0.407891
DKFZP434K028	down	2	1.0	-0.203943	0.00087835	0.407886
NRXN1	down	2	1.0	-0.203884	0.00137884	0.407768
NPDC1	up	2	1.0	0.203875	0.0173226	0.40775
EMC1	up	2	1.0	0.203869	0.0274918	0.407738
C3orf33	down	2	1.0	-0.203849	0.00665902	0.407698
FLJ44896	down	2	1.0	-0.20372	0.110391	0.407441
EHD4	up	2	1.0	0.203624	0.062708	0.407247
UBR3	down	2	1.0	-0.20343	0.000485199	0.40686
CDKN2AIP	down	2	1.0	-0.203422	0.00277513	0.406844
KIF6	down	2	1.0	-0.203362	0.00123089	0.406724
CAMK2A	down	2	1.0	-0.203334	0.00265728	0.406668
TMF1	up	2	1.0	0.203241	0.0276962	0.406482
SLC1A6	down	2	1.0	-0.20318	0.00204451	0.40636
RPS10P7	down	2	1.0	-0.203168	0.00164136	0.406336
IKZF5	down	2	1.0	-0.203126	0.0025293	0.406253
MYH15	down	2	1.0	-0.203068	0.000190588	0.406136
FTO	up	2	1.0	0.203065	0.0354963	0.406129
NCOA2	down	2	1.0	-0.203053	3.8067e-05	0.406106
LDB3	down	2	1.0	-0.203017	0.0067656	0.406034
ALPP	down	2	1.0	-0.202944	0.00926572	0.405889
GPR85	up	2	1.0	0.202943	0.000487741	0.405886
ZNF232	down	2	1.0	-0.202939	0.00665264	0.405878
C3P1	down	2	1.0	-0.202925	0.00505111	0.405849
FAM53C	up	2	1.0	0.202916	5.83176e-05	0.405833
TEFM	down	2	1.0	-0.2029	0.0644927	0.405799
MRPL36	up	2	1.0	0.202892	0.000467273	0.405783
RBBP9	down	2	1.0	-0.202887	0.00827914	0.405775
MAP2	up	2	1.0	0.202856	0.143542	0.405713
MYLK3	down	2	1.0	-0.202851	0.0207858	0.405703
HOXC13	down	2	1.0	-0.202716	0.00263004	0.405432
SALL3	down	2	1.0	-0.202698	0.002913	0.405396
CPNE4	up	2	1.0	0.20266	0.00507998	0.40532
SPANXC	down	2	1.0	-0.202572	0.00845342	0.405145
WDR27	down	2	1.0	-0.202541	5.79784e-05	0.405082
LYRM2	down	2	1.0	-0.202516	0.00933708	0.405032
RPUSD3	down	2	1.0	-0.202494	0.000160771	0.404988
ZNF252P-AS1	down	2	1.0	-0.202493	0.00252495	0.404985
EMC7	up	2	1.0	0.202486	0.0020269	0.404972
C2orf68	down	2	1.0	-0.202452	0.00864682	0.404905
P4HTM	down	2	1.0	-0.202446	0.0323789	0.404892
SLC47A1	up	2	1.0	0.202445	0.0622428	0.40489
KIAA1755	up	2	1.0	0.202441	0.00541224	0.404883
COPS3	up	2	1.0	0.202441	0.112061	0.404882
DNAJC4	down	2	1.0	-0.202398	0.00114437	0.404796
SLC4A2	up	2	1.0	0.202344	0.00453336	0.404688
SLC35A4	down	2	1.0	-0.202317	1.50955e-05	0.404634
NCR3	up	2	1.0	0.202316	0.000300656	0.404631
NEIL1	down	2	1.0	-0.202294	0.0143479	0.404589
ZNF623	down	2	1.0	-0.202075	0.00602396	0.40415
TM2D1	down	2	1.0	-0.202042	0.000780079	0.404084
ERI3	down	2	1.0	-0.202023	0.0219946	0.404047
USMG5	down	2	1.0	-0.201991	2.90037e-05	0.403983
ZNF567	down	2	1.0	-0.201988	0.0240011	0.403976
DNAJB7	down	2	1.0	-0.201975	0.00297881	0.40395
TTLL9	down	2	1.0	-0.201936	0.00127009	0.403872
IGSF5	down	2	1.0	-0.201882	0.159659	0.403764
APLP1	up	2	1.0	0.201847	0.000557577	0.403693
CBLL1	down	2	1.0	-0.201837	0.00298331	0.403674
TCP10L	down	2	1.0	-0.201817	0.00182678	0.403634
CXXC5	up	2	1.0	0.201744	0.00104641	0.403487
PITHD1	down	2	1.0	-0.201719	0.0031931	0.403439
DNAJA4	down	2	1.0	-0.201624	0.00163153	0.403249
MBIP	down	2	1.0	-0.201608	0.0220664	0.403216
RAB21	down	2	1.0	-0.201456	0.000528254	0.402911
ICOSLG	down	2	1.0	-0.20144	0.00887308	0.40288
GMPS	up	2	1.0	0.201396	0.0181577	0.402791
LRTM1	down	2	1.0	-0.201347	0.000553789	0.402694
LMNTD2	down	2	1.0	-0.201297	0.00166145	0.402594
TMEM50B	up	2	1.0	0.201254	0.00747284	0.402508
FASLG	up	2	1.0	0.201211	0.00160893	0.402422
ATP5G2	down	2	1.0	-0.201182	0.0343741	0.402365
GP2	down	2	1.0	-0.201165	0.0347982	0.402329
TGS1	up	2	1.0	0.201159	0.0243081	0.402318
ANAPC5	down	2	1.0	-0.20104	0.00434017	0.40208
LOC286359	down	2	1.0	-0.201014	0.00407112	0.402027
USP36	up	2	1.0	0.20099	0.0122127	0.40198
DUSP9	down	2	1.0	-0.200936	0.0145567	0.401872
SSH1	up	2	1.0	0.200929	0.0220684	0.401858
TARBP1	down	2	1.0	-0.200881	0.000149949	0.401762
HBP1	down	2	1.0	-0.200856	0.0024565	0.401712
AGXT	down	2	1.0	-0.200854	0.0020792	0.401708
PDCD2L	up	2	1.0	0.20085	0.0995275	0.401701
SMG8	up	2	1.0	0.200833	0.0367522	0.401665
DNAJC16	down	2	1.0	-0.200802	0.0100636	0.401604
MACROD2	down	2	1.0	-0.200672	0.00294987	0.401345
CLCC1	up	2	1.0	0.200562	0.0138885	0.401123
TUG1	down	2	1.0	-0.200528	0.00440878	0.401057
KRTCAP2	up	2	1.0	0.20051	0.000168198	0.401019
MED22	up	2	1.0	0.200506	0.0432381	0.401011
CDK5RAP2	up	2	1.0	0.200464	0.00900469	0.400928
NOL8	up	2	1.0	0.20045	0.034288	0.4009
FANCC	down	2	1.0	-0.200443	0.00254579	0.400887
OTULIN	up	2	1.0	0.20042	0.000726769	0.40084
ZNF442	down	2	1.0	-0.200349	0.00205205	0.400698
PPP1R13L	up	2	1.0	0.200321	0.011382	0.400642
TCOF1	up	2	1.0	0.200315	0.000554132	0.400629
HNRNPU	up	2	1.0	0.200245	0.000156461	0.40049
ABLIM1	up	2	1.0	0.200204	0.0755362	0.400409
FCHSD1	up	2	1.0	0.200191	0.00650181	0.400381
CAPRIN2	up	2	1.0	0.200166	0.044696	0.400333
CSTF3	up	2	1.0	0.200127	0.0290502	0.400254
DHX33	up	2	1.0	0.200112	0.00152523	0.400225
LOC284023	down	2	1.0	-0.200065	0.000249115	0.400129
RPS6KB1	up	2	1.0	0.200061	0.0277169	0.400122
C19orf25	down	2	1.0	-0.200034	0.00424989	0.400067
DUSP19	down	2	1.0	-0.200016	0.0277017	0.400032
SWSAP1	down	2	1.0	-0.19998	0.00013845	0.399961
CCDC110	down	2	1.0	-0.199958	0.000528924	0.399915
FUT10	down	2	1.0	-0.199954	0.057486	0.399907
MUM1L1	down	2	1.0	-0.199859	0.00182049	0.399718
COL11A1	up	2	1.0	0.199854	6.88671e-05	0.399709
ZSCAN29	down	2	1.0	-0.199838	0.00165707	0.399677
ZBTB49	up	2	1.0	0.199811	0.0234391	0.399622
PATE1	down	2	1.0	-0.199801	0.0120433	0.399602
C2orf40	down	2	1.0	-0.199777	0.0458347	0.399553
RDH12	down	2	1.0	-0.199692	0.000243997	0.399384
RPS6KL1	down	2	1.0	-0.199691	0.0049863	0.399383
CRYGC	down	2	1.0	-0.199662	0.00133349	0.399324
AK5	down	2	1.0	-0.199437	0.00596046	0.398873
TRAF3	up	2	1.0	0.199398	0.00135752	0.398795
IQCB1	up	2	1.0	0.199391	0.00766098	0.398781
RARS2	down	2	1.0	-0.19932	0.000712606	0.39864
ZSCAN20	down	2	1.0	-0.199294	0.000497798	0.398589
IFI27	up	2	1.0	0.199245	0.133993	0.39849
SGO1	up	2	1.0	0.19924	0.0114142	0.39848
CTDSP1	down	2	1.0	-0.199194	0.000172818	0.398388
ZNF157	down	2	1.0	-0.19913	0.0260447	0.39826
IQCD	down	2	1.0	-0.199122	0.00287351	0.398244
FASTK	down	2	1.0	-0.199054	0.00290061	0.398109
FKBP6	down	2	1.0	-0.199039	0.0142582	0.398079
B3GLCT	up	2	1.0	0.199014	0.0121856	0.398028
SMIM15	down	2	1.0	-0.198996	0.0675487	0.397992
AKR1C4	down	2	1.0	-0.19895	0.00252488	0.397901
FAM71F1	down	2	1.0	-0.198936	0.00388666	0.397873
SLC30A9	down	2	1.0	-0.198921	0.000106069	0.397842
ZDHHC17	up	2	1.0	0.198919	0.0746878	0.397839
MSH3	down	2	1.0	-0.198773	0.00047903	0.397547
ZNF17	down	2	1.0	-0.198768	0.00269748	0.397536
NAA10	up	2	1.0	0.198715	0.0246852	0.39743
FUT4	up	2	1.0	0.198712	0.0934524	0.397423
LOC441179	down	2	1.0	-0.198707	0.0374753	0.397415
ENPP4	down	2	1.0	-0.198704	0.00880351	0.397407
CAPS2	down	2	1.0	-0.198678	0.00358068	0.397355
LRIG3	down	2	1.0	-0.198643	0.0113214	0.397286
GRIP1	down	2	1.0	-0.198626	0.00562882	0.397251
REEP1	down	2	1.0	-0.198624	0.0233775	0.397248
ZFYVE21	down	2	1.0	-0.198587	0.00116516	0.397174
HRC	down	2	1.0	-0.198456	0.00241981	0.396912
PTMS	up	2	1.0	0.198433	0.0179835	0.396867
NFKBIL1	down	2	1.0	-0.198411	0.0215849	0.396823
SUPT20H	down	2	1.0	-0.198326	4.27105e-05	0.396653
PRPS2	down	2	1.0	-0.198317	0.356965	0.396634
NEK1	up	2	1.0	0.19827	0.0493025	0.39654
CACTIN	down	2	1.0	-0.19818	3.18265e-05	0.396361
RAPH1	up	2	1.0	0.198145	0.00146276	0.39629
TRIP4	down	2	1.0	-0.198135	0.00397721	0.396271
PAAF1	down	2	1.0	-0.198077	0.0195637	0.396154
TFIP11	up	2	1.0	0.198076	0.0124989	0.396152
GATC	down	2	1.0	-0.198057	0.000924967	0.396115
DDHD2	down	2	1.0	-0.198017	0.00448224	0.396034
ZNF414	down	2	1.0	-0.198011	0.0607487	0.396023
NKX6-3	down	2	1.0	-0.197999	0.00251626	0.395999
NPRL3	up	2	1.0	0.197889	0.0439875	0.395779
HSPB11	up	2	1.0	0.197876	0.163406	0.395752
C3orf35	down	2	1.0	-0.197774	1.81186e-07	0.395548
NIPSNAP3B	down	2	1.0	-0.197624	0.0691208	0.395248
SNRNP40	up	2	1.0	0.197621	0.0431898	0.395241
MSMO1	down	2	1.0	-0.197618	0.180717	0.395237
TBL2	up	2	1.0	0.197617	0.000839916	0.395234
EXOC3L2	up	2	1.0	0.197592	0.00291285	0.395184
MTHFSD	down	2	1.0	-0.19758	7.48085e-05	0.39516
P2RX6	down	2	1.0	-0.197574	0.00216804	0.395147
MAP3K14	up	2	1.0	0.197565	0.00253732	0.39513
SPTSSB	down	2	1.0	-0.197548	0.0566053	0.395097
FXR1	up	2	1.0	0.197539	0.0214324	0.395077
CTSZ	down	2	1.0	-0.197507	0.014388	0.395014
APBB2	down	2	1.0	-0.197505	0.000229715	0.395009
TIGD7	down	2	1.0	-0.197501	0.000132655	0.395002
CEP95	down	2	1.0	-0.197457	6.04689e-05	0.394914
AIDA	up	2	1.0	0.197417	4.84831e-05	0.394834
LARGE2	up	2	1.0	0.197415	0.00170665	0.39483
PDE12	down	2	1.0	-0.197393	0.00450515	0.394786
KBTBD7	down	2	1.0	-0.197351	0.0397522	0.394702
TMEM174	down	2	1.0	-0.197301	0.00942788	0.394602
ABCA9	down	2	1.0	-0.19729	0.0769179	0.394581
STX4	up	2	1.0	0.197242	0.0200327	0.394484
F2	down	2	1.0	-0.197237	0.00404122	0.394473
NAB1	up	2	1.0	0.197215	0.0746711	0.394431
LRRC17	down	2	1.0	-0.197161	0.00528455	0.394322
CAPNS1	down	2	1.0	-0.197133	0.00031743	0.394267
CA5BP1	up	2	1.0	0.197121	0.0181186	0.394242
CLGN	down	2	1.0	-0.197073	0.00850498	0.394146
ARL8A	up	2	1.0	0.19707	0.0153874	0.394139
STIL	up	2	1.0	0.197051	0.0493467	0.394103
MTFR1L	down	2	1.0	-0.196993	0.0137664	0.393985
ATL1	down	2	1.0	-0.19698	0.0145602	0.393959
RPS6KA4	up	2	1.0	0.196979	0.00592202	0.393957
YIPF4	down	2	1.0	-0.196964	0.0569552	0.393928
CPN1	down	2	1.0	-0.196922	0.000120302	0.393844
TNKS2	up	2	1.0	0.196907	0.000107113	0.393814
ARRDC2	up	2	1.0	0.196851	0.0233591	0.393702
TPD52L1	up	2	1.0	0.196824	1.29216e-05	0.393648
COL9A1	down	2	1.0	-0.196767	0.0152097	0.393534
RFX3	up	2	1.0	0.196732	0.0193393	0.393465
PKD2L1	down	2	1.0	-0.196717	0.0321598	0.393435
C10orf54	up	2	1.0	0.196686	0.0585974	0.393371
MSRA	down	2	1.0	-0.196608	0.00272174	0.393216
FAM120A	down	2	1.0	-0.196578	0.00787879	0.393157
NFIA	down	2	1.0	-0.196502	0.0203126	0.393005
PAK1IP1	up	2	1.0	0.196421	0.0025453	0.392842
MTERF3	up	2	1.0	0.196389	0.0279285	0.392779
MBD6	down	2	1.0	-0.196365	0.00164515	0.39273
PDZRN3	up	2	1.0	0.196349	0.0167869	0.392698
SLC25A3	down	2	1.0	-0.19631	0.000533927	0.392621
GRIA3	down	2	1.0	-0.196296	0.0043528	0.392591
SLC25A47	down	2	1.0	-0.196251	0.00601717	0.392503
MYO16	up	2	1.0	0.196238	0.0271162	0.392476
LENEP	down	2	1.0	-0.19623	4.57803e-06	0.392459
SMAD5	up	2	1.0	0.196209	0.0233432	0.392418
GON4L	up	2	1.0	0.196131	0.0104917	0.392262
PDCD10	down	2	1.0	-0.195988	0.0013969	0.391976
CYHR1	down	2	1.0	-0.195925	0.0068836	0.391849
TRPM3	down	2	1.0	-0.195899	0.000485374	0.391797
ACTR1B	down	2	1.0	-0.195889	0.00292391	0.391777
PDZD2	up	2	1.0	0.195875	0.0112541	0.39175
WNT8A	down	2	1.0	-0.195802	0.00230649	0.391603
TMEM189-UBE2V1	up	2	1.0	0.195754	0.000236327	0.391509
MED31	down	2	1.0	-0.195701	0.173413	0.391403
TMEM31	down	2	1.0	-0.195567	0.00532459	0.391133
TMEM255A	up	2	1.0	0.195522	0.166419	0.391045
NDST1	up	2	1.0	0.195519	0.0225886	0.391039
FNDC5	down	2	1.0	-0.195493	0.000390144	0.390986
LDHA	up	2	1.0	0.195487	0.00040788	0.390974
COPA	up	2	1.0	0.195469	8.96563e-05	0.390938
SBF2	down	2	1.0	-0.195426	3.75507e-06	0.390852
CARD14	up	2	1.0	0.195398	0.000175074	0.390797
TMIE	down	2	1.0	-0.195323	0.00236293	0.390646
KIAA0430	down	2	1.0	-0.195317	0.000125656	0.390633
MATR3	down	2	1.0	-0.195212	0.0180469	0.390425
DYNLT3	up	2	1.0	0.195076	0.00155004	0.390152
CORO2B	down	2	1.0	-0.194977	0.0328595	0.389955
PCBP1	up	2	1.0	0.194919	0.00348259	0.389838
SLCO2A1	up	2	1.0	0.194916	0.0153286	0.389833
HEBP2	down	2	1.0	-0.194899	6.65664e-06	0.389798
DNAH5	up	2	1.0	0.194897	4.34801e-05	0.389793
GPRC5D	down	2	1.0	-0.194835	0.0893045	0.38967
MGA	up	2	1.0	0.194785	0.0507956	0.38957
SCYL1	up	2	1.0	0.194779	3.75655e-09	0.389558
LINC00487	up	2	1.0	0.194778	0.0308331	0.389556
STK16	down	2	1.0	-0.194772	0.0296586	0.389544
AHSA2	down	2	1.0	-0.194739	0.0988097	0.389478
SNUPN	down	2	1.0	-0.194707	0.000359617	0.389413
PAX6	down	2	1.0	-0.194665	0.00729466	0.38933
GSK3A	down	2	1.0	-0.194655	4.98765e-05	0.38931
HPSE2	down	2	1.0	-0.194648	0.0644983	0.389295
GLTSCR1	down	2	1.0	-0.194613	0.00687755	0.389226
ZPR1	up	2	1.0	0.194613	0.000296057	0.389225
PDGFC	up	2	1.0	0.194536	0.0145694	0.389072
TAF1B	up	2	1.0	0.194463	0.00052731	0.388926
DEFB127	down	2	1.0	-0.194458	8.2649e-06	0.388917
PSMD1	up	2	1.0	0.194306	0.0837207	0.388613
CDK4	up	2	1.0	0.194281	0.00599686	0.388563
SYT2	down	2	1.0	-0.194259	0.021984	0.388519
ITPRIPL1	up	2	1.0	0.19421	0.00206913	0.38842
CEP192	down	2	1.0	-0.194166	0.000119701	0.388332
HAND1	down	2	1.0	-0.194115	0.00207757	0.388229
THAP9	down	2	1.0	-0.194085	0.00885378	0.38817
C3orf22	down	2	1.0	-0.193997	0.00206869	0.387995
DAND5	down	2	1.0	-0.193996	0.000214362	0.387992
SRY	down	2	1.0	-0.193994	0.00639922	0.387987
ADAM30	down	2	1.0	-0.193981	0.0141059	0.387961
POP4	down	2	1.0	-0.193942	0.000461544	0.387884
SLC22A11	down	2	1.0	-0.193923	0.000923869	0.387846
ERAL1	down	2	1.0	-0.193889	0.0313726	0.387778
LRIF1	up	2	1.0	0.193787	0.151124	0.387574
ZNF507	down	2	1.0	-0.19373	0.00638467	0.38746
RB1	up	2	1.0	0.193692	0.000353166	0.387384
SPG11	down	2	1.0	-0.193659	4.60287e-08	0.387319
AFTPH	down	2	1.0	-0.193594	3.16572e-05	0.387188
OSBPL2	down	2	1.0	-0.193575	0.00374394	0.38715
CES1P1	down	2	1.0	-0.193556	0.0622126	0.387113
SPOP	up	2	1.0	0.193553	0.0363498	0.387106
ETAA1	up	2	1.0	0.193542	0.00753382	0.387085
CDK8	down	2	1.0	-0.193446	0.00094658	0.386893
CAPN1	up	2	1.0	0.19333	0.134293	0.38666
POLR2K	down	2	1.0	-0.193302	0.0256343	0.386605
TRMT61B	down	2	1.0	-0.193229	0.00486853	0.386458
SNAI3	up	2	1.0	0.193171	0.00768509	0.386341
SECISBP2L	down	2	1.0	-0.193155	0.0264108	0.38631
TMEM150B	down	2	1.0	-0.193125	0.0695673	0.38625
TMEM108	up	2	1.0	0.193097	0.00138241	0.386193
ZNF524	down	2	1.0	-0.193074	0.0454085	0.386148
CASKIN1	down	2	1.0	-0.193042	0.000205573	0.386084
LOC84214	down	2	1.0	-0.19303	0.0019997	0.386059
NFAT5	up	2	1.0	0.193027	0.161767	0.386054
SMARCA2	down	2	1.0	-0.193012	0.00236584	0.386025
SULT2A1	down	2	1.0	-0.193	0.0419367	0.386
HFE2	down	2	1.0	-0.192977	2.66951e-05	0.385955
PIK3C3	down	2	1.0	-0.192825	0.00610387	0.38565
TAF7L	down	2	1.0	-0.192812	0.000906936	0.385623
THYN1	down	2	1.0	-0.192796	0.000249503	0.385591
MARS2	down	2	1.0	-0.192754	0.229821	0.385508
PSORS1C1	down	2	1.0	-0.192701	0.0046264	0.385402
MGC57346	up	2	1.0	0.192635	0.051695	0.38527
PFDN4	down	2	1.0	-0.192614	0.0531612	0.385228
KBTBD6	up	2	1.0	0.192585	0.0376188	0.38517
FKBP1A	down	2	1.0	-0.192478	0.00694671	0.384955
NCBP3	down	2	1.0	-0.192446	0.0255124	0.384893
GALNT7	down	2	1.0	-0.192408	0.154872	0.384815
ACSM5	down	2	1.0	-0.192405	0.000120909	0.384809
WAPL	up	2	1.0	0.192357	0.0206851	0.384715
PRB4	down	2	1.0	-0.192352	0.0196436	0.384703
LRRC14	down	2	1.0	-0.192317	0.00503282	0.384634
LCA5	up	2	1.0	0.192231	0.00222488	0.384463
ANAPC1	down	2	1.0	-0.192231	0.0466789	0.384463
ZNF485	down	2	1.0	-0.192227	0.000650496	0.384455
RAPGEF2	down	2	1.0	-0.192161	0.0340588	0.384321
KANSL3	down	2	1.0	-0.192133	0.00259428	0.384266
ADSSL1	down	2	1.0	-0.192105	0.000341614	0.38421
LYL1	up	2	1.0	0.192028	0.0165261	0.384057
ZNF79	up	2	1.0	0.19202	0.0147126	0.384041
KMT2C	down	2	1.0	-0.191985	0.000117453	0.38397
SCRN2	down	2	1.0	-0.191957	0.030672	0.383914
IMPAD1	up	2	1.0	0.191954	0.0337083	0.383908
VPS45	down	2	1.0	-0.191937	0.000654268	0.383875
BCKDHA	down	2	1.0	-0.191906	0.0423648	0.383811
CSE1L	up	2	1.0	0.191812	0.0542405	0.383625
CCT5	down	2	1.0	-0.191711	0.00101438	0.383421
EZH1	down	2	1.0	-0.191673	0.101676	0.383346
KHK	down	2	1.0	-0.191642	0.0997255	0.383285
IFRD2	up	2	1.0	0.191612	0.00289773	0.383224
HAUS7	up	2	1.0	0.191545	0.0927382	0.383091
SLC37A3	down	2	1.0	-0.19154	0.00249587	0.383079
EVA1A	up	2	1.0	0.191502	0.00899494	0.383005
MAT2B	down	2	1.0	-0.191475	0.000768723	0.38295
CHMP6	down	2	1.0	-0.191336	0.00918335	0.382672
WWP1	down	2	1.0	-0.191329	0.0205946	0.382658
MUC2	up	2	1.0	0.191256	0.459423	0.382512
H1FOO	down	2	1.0	-0.191225	0.00403631	0.382449
CHAT	down	2	1.0	-0.191196	0.000402644	0.382393
SLC25A15	down	2	1.0	-0.191195	0.00560803	0.382389
SLC25A48	up	2	1.0	0.19118	0.0130872	0.38236
KRT81	down	2	1.0	-0.191113	0.0122243	0.382226
C19orf73	down	2	1.0	-0.191059	1.41539e-05	0.382118
FAM122B	down	2	1.0	-0.191024	0.00176389	0.382048
MAPK4	down	2	1.0	-0.190992	0.00753561	0.381983
SSX2IP	up	2	1.0	0.190962	0.0455843	0.381923
CRKL	down	2	1.0	-0.190934	0.000712655	0.381868
CCDC134	up	2	1.0	0.190861	2.74694e-08	0.381723
FRMD4B	down	2	1.0	-0.190861	0.0414511	0.381722
DBH	down	2	1.0	-0.1908	0.00401612	0.381599
PRPF18	down	2	1.0	-0.190793	0.0671443	0.381586
TIMM17B	down	2	1.0	-0.190789	0.00122353	0.381578
SPCS1	up	2	1.0	0.190787	1.69969e-05	0.381574
ZNF131	down	2	1.0	-0.190738	0.0119582	0.381476
GALNT10	up	2	1.0	0.19069	0.000907163	0.38138
APBB1	up	2	1.0	0.190662	0.00011336	0.381325
ZNF461	down	2	1.0	-0.190647	0.00147267	0.381294
ATP6V1E2	up	2	1.0	0.190603	0.000382797	0.381207
FAM110A	up	2	1.0	0.190593	0.00727763	0.381187
RBP3	down	2	1.0	-0.190582	0.000867624	0.381165
RNASEH2A	up	2	1.0	0.19058	0.00799936	0.38116
RLN3	down	2	1.0	-0.190578	0.00137587	0.381157
QTRT1	down	2	1.0	-0.190567	0.0142164	0.381134
EFCAB11	down	2	1.0	-0.190514	0.0896906	0.381028
ZMYND15	up	2	1.0	0.190493	0.00110455	0.380986
ZNF592	down	2	1.0	-0.190491	0.00168804	0.380981
B4GALT1	up	2	1.0	0.190444	0.0958542	0.380888
IL12RB2	up	2	1.0	0.190425	5.05042e-05	0.380851
CERS2	up	2	1.0	0.190411	0.0211543	0.380822
SAC3D1	down	2	1.0	-0.190374	0.126524	0.380748
CDC42SE2	down	2	1.0	-0.190368	0.000503658	0.380737
TMEM52	down	2	1.0	-0.190365	0.00314236	0.380729
APOBEC3C	up	2	1.0	0.190361	0.0612699	0.380723
ZNF432	down	2	1.0	-0.19028	0.000300964	0.38056
RABEP2	down	2	1.0	-0.190223	0.00638023	0.380447
ANKRD24	down	2	1.0	-0.190128	0.000244422	0.380255
TPPP2	down	2	1.0	-0.190069	0.000426797	0.380138
FAM155B	down	2	1.0	-0.190031	0.0273935	0.380063
ZNF12	down	2	1.0	-0.190031	0.00153808	0.380062
AMER1	down	2	1.0	-0.189987	0.0100527	0.379974
TMEM126B	down	2	1.0	-0.189984	0.000444959	0.379967
URB2	up	2	1.0	0.189896	0.000305262	0.379792
LY6G5C	up	2	1.0	0.189885	0.0467998	0.37977
RAP2B	up	2	1.0	0.189812	0.000595488	0.379625
SHC1	up	2	1.0	0.189773	0.000716686	0.379547
KHDRBS2	down	2	1.0	-0.189713	0.00326313	0.379425
ZNF101	up	2	1.0	0.189693	0.107356	0.379387
MOB2	down	2	1.0	-0.189688	0.00709675	0.379376
SLC5A9	down	2	1.0	-0.189676	0.198452	0.379353
ACBD4	down	2	1.0	-0.189587	0.0112055	0.379175
KAT5	down	2	1.0	-0.189582	0.00373371	0.379163
BCOR	up	2	1.0	0.189526	0.0428464	0.379053
WWP2	down	2	1.0	-0.189518	0.000727636	0.379036
MOB3C	up	2	1.0	0.189511	0.00287723	0.379023
B3GALNT2	up	2	1.0	0.189504	0.0398743	0.379007
LARS2	up	2	1.0	0.189501	0.0578728	0.379003
VWA5B2	down	2	1.0	-0.189459	0.0105319	0.378918
SS18	up	2	1.0	0.189424	3.30203e-06	0.378849
TRRAP	up	2	1.0	0.189403	0.00677123	0.378806
ACTL7B	down	2	1.0	-0.189356	9.81408e-05	0.378712
FBXO36	down	2	1.0	-0.189283	0.000317014	0.378567
SYNGR4	down	2	1.0	-0.189195	0.00456966	0.378389
C1orf68	down	2	1.0	-0.189192	0.0218251	0.378385
ACP1	down	2	1.0	-0.189143	0.000759604	0.378287
FAM57B	down	2	1.0	-0.189134	0.00664058	0.378269
ZNF548	up	2	1.0	0.189091	0.024722	0.378182
NAT14	up	2	1.0	0.189021	0.0179132	0.378041
PGBD5	down	2	1.0	-0.188998	0.0567194	0.377996
DAXX	up	2	1.0	0.188978	0.015742	0.377957
BCL10	up	2	1.0	0.18897	0.00376253	0.377941
NSA2	down	2	1.0	-0.188946	0.0184596	0.377891
PRKG1	down	2	1.0	-0.18892	0.0248094	0.377839
