disease_id	disease_name	target_ensembl_id	gene_symbol	target_approved_name	overall_score	genetic_association_score	clinical_score	literature_score	rna_expression_score	animal_model_score	genetic_literature_score	somatic_mutation_score	known_drug_score	affected_pathway_score	candidate_ingredients	is_curcumin_target	curcumin_evidence_tier	all_datatype_scores	all_datasource_scores
MONDO_0005011	Crohn disease	ENSG00000142168	SOD1	superoxide dismutase 1	0.0127882	0	0	0.105178	0	0	0	0	0	0	Capsaicin	no		literature:0.105178	europepmc:0.105178
MONDO_0005265	inflammatory bowel disease	ENSG00000142168	SOD1	superoxide dismutase 1	0.103447	0	0	0.850811	0	0	0	0	0	0	Capsaicin	no		literature:0.850811	europepmc:0.850811
MONDO_0005101	ulcerative colitis	ENSG00000142168	SOD1	superoxide dismutase 1	0.0153363	0	0	0.126136	0	0	0	0	0	0	Capsaicin	no		literature:0.126136	europepmc:0.126136
MONDO_0005011	Crohn disease	ENSG00000168610	STAT3	signal transducer and activator of transcription 3	0.521418	0.695839	0	0.44423	0	0	0.607931	0	0	0	Berberime;Cryptotanshinone;Polydatin	no		genetic_association:0.695839;genetic_literature:0.607931;literature:0.44423	europepmc:0.44423;genomics_england:0.607931;gwas_credible_sets:0.695839
MONDO_0005265	inflammatory bowel disease	ENSG00000168610	STAT3	signal transducer and activator of transcription 3	0.567615	0.760492	0	0.954398	0	0	0.607931	0	0	0	Berberime;Cryptotanshinone;Polydatin	no		genetic_association:0.760492;genetic_literature:0.607931;literature:0.954398	europepmc:0.954398;genomics_england:0.607931;gwas_credible_sets:0.760492
MONDO_0005101	ulcerative colitis	ENSG00000168610	STAT3	signal transducer and activator of transcription 3	0.436718	0.702358	0	0.320191	0	0	0	0	0	0	Berberime;Cryptotanshinone;Polydatin	no		genetic_association:0.702358;literature:0.320191	europepmc:0.320191;gwas_credible_sets:0.702358
MONDO_0005011	Crohn disease	ENSG00000126561	STAT5A	signal transducer and activator of transcription 5A	0.00867567	0	0	0.0713541	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.0713541	europepmc:0.0713541
MONDO_0005265	inflammatory bowel disease	ENSG00000126561	STAT5A	signal transducer and activator of transcription 5A	0.0591751	0	0	0.486693	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.486693	europepmc:0.486693
MONDO_0005101	ulcerative colitis	ENSG00000126561	STAT5A	signal transducer and activator of transcription 5A	0.00277185	0	0	0.0227974	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.0227974	europepmc:0.0227974
MONDO_0005011	Crohn disease	ENSG00000165025	SYK	spleen associated tyrosine kinase	0.00820262	0	0	0.0674634	0	0	0	0	0	0	Curcumin	yes	C_b_cell_mechanism_increased	literature:0.0674634	europepmc:0.0674634
MONDO_0005265	inflammatory bowel disease	ENSG00000165025	SYK	spleen associated tyrosine kinase	0.499636	0.782893	0	0.779404	0	0	0	0	0	0	Curcumin	yes	C_b_cell_mechanism_increased	genetic_association:0.782893;literature:0.779404	europepmc:0.779404;eva:0.782893
MONDO_0005101	ulcerative colitis	ENSG00000165025	SYK	spleen associated tyrosine kinase	0.0102534	0	0	0.0843301	0	0	0	0	0	0	Curcumin	yes	C_b_cell_mechanism_increased	literature:0.0843301	europepmc:0.0843301
MONDO_0005011	Crohn disease	ENSG00000104067	TJP1	tight junction protein 1	0.0135854	0	0	0.111735	0	0	0	0	0	0	Archin;Berberime;Bilobalide;Trans-resveratrol	no		literature:0.111735	europepmc:0.111735
MONDO_0005265	inflammatory bowel disease	ENSG00000104067	TJP1	tight junction protein 1	0.0372823	0	0	0.306633	0	0	0	0	0	0	Archin;Berberime;Bilobalide;Trans-resveratrol	no		literature:0.306633	europepmc:0.306633
MONDO_0005101	ulcerative colitis	ENSG00000104067	TJP1	tight junction protein 1	0.0149738	0	0	0.123154	0	0	0	0	0	0	Archin;Berberime;Bilobalide;Trans-resveratrol	no		literature:0.123154	europepmc:0.123154
MONDO_0005011	Crohn disease	ENSG00000136869	TLR4	toll like receptor 4	0.348693	0.56089	0	0.237477	0.0364046	0	0	0	0	0	Cryptotanshinone;Pterostilbene	no		genetic_association:0.56089;literature:0.237477;rna_expression:0.0364046	europepmc:0.237477;expression_atlas:0.0364046;gwas_credible_sets:0.56089
MONDO_0005265	inflammatory bowel disease	ENSG00000136869	TLR4	toll like receptor 4	0.46753	0.721885	0	0.943317	0	0	0	0	0	0	Cryptotanshinone;Pterostilbene	no		genetic_association:0.721885;literature:0.943317	europepmc:0.943317;gwas_credible_sets:0.721885
MONDO_0005101	ulcerative colitis	ENSG00000136869	TLR4	toll like receptor 4	0.378073	0.607627	0	0.259685	0.0580921	0	0	0	0	0	Cryptotanshinone;Pterostilbene	no		genetic_association:0.607627;literature:0.259685;rna_expression:0.0580921	europepmc:0.259685;expression_atlas:0.0580921;gwas_credible_sets:0.607627
MONDO_0005011	Crohn disease	ENSG00000232810	TNF	tumor necrosis factor	0.623879	0	0.994273	0.633216	0.0134943	0	0	0	0	0	Alpinetin;Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Spermidine;Taxifolin;Trans-resveratrol	yes	D_b_cell_increased	clinical:0.994273;literature:0.633216;rna_expression:0.0134943	clinical_precedence:0.994273;europepmc:0.633216;expression_atlas:0.0134943
MONDO_0005265	inflammatory bowel disease	ENSG00000232810	TNF	tumor necrosis factor	0.645758	0	0.996711	0.994141	0	0.711196	0	0	0	0	Alpinetin;Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Spermidine;Taxifolin;Trans-resveratrol	yes	D_b_cell_increased	animal_model:0.711196;clinical:0.996711;literature:0.994141	clinical_precedence:0.996711;europepmc:0.994141;impc:0.711196
MONDO_0005101	ulcerative colitis	ENSG00000232810	TNF	tumor necrosis factor	0.628002	0	0.992101	0.807321	0.0246943	0	0	0	0	0	Alpinetin;Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Spermidine;Taxifolin;Trans-resveratrol	yes	D_b_cell_increased	clinical:0.992101;literature:0.807321;rna_expression:0.0246943	clinical_precedence:0.992101;europepmc:0.807321;expression_atlas:0.0246943
MONDO_0005011	Crohn disease	ENSG00000104321	TRPA1	transient receptor potential cation channel subfamily A member 1	0.0183425	0	0	0.15086	0	0	0	0	0	0	Capsaicin	no		literature:0.15086	europepmc:0.15086
MONDO_0005265	inflammatory bowel disease	ENSG00000104321	TRPA1	transient receptor potential cation channel subfamily A member 1	0.0985112	0	0	0.810217	0	0	0	0	0	0	Capsaicin	no		literature:0.810217	europepmc:0.810217
MONDO_0005101	ulcerative colitis	ENSG00000104321	TRPA1	transient receptor potential cation channel subfamily A member 1	0.00439441	0	0	0.026656	0.0294784	0	0	0	0	0	Capsaicin	no		literature:0.026656;rna_expression:0.0294784	europepmc:0.026656;expression_atlas:0.0294784
MONDO_0005011	Crohn disease	ENSG00000196689	TRPV1	transient receptor potential cation channel subfamily V member 1	0.0631048	0	0.0911896	0.252259	0	0	0	0	0	0	Capsaicin	no		clinical:0.0911896;literature:0.252259	clinical_precedence:0.0911896;europepmc:0.252259
MONDO_0005265	inflammatory bowel disease	ENSG00000196689	TRPV1	transient receptor potential cation channel subfamily V member 1	0.126185	0	0.0911896	0.923834	0	0	0	0	0	0	Capsaicin	no		clinical:0.0911896;literature:0.923834	clinical_precedence:0.0911896;europepmc:0.923834
MONDO_0005101	ulcerative colitis	ENSG00000196689	TRPV1	transient receptor potential cation channel subfamily V member 1	0.0253213	0	0	0.208258	0	0	0	0	0	0	Capsaicin	no		literature:0.208258	europepmc:0.208258
MONDO_0005011	Crohn disease	ENSG00000111199	TRPV4	transient receptor potential cation channel subfamily V member 4	0.0261578	0	0	0.0233884	0.209291	0	0	0	0	0	Capsaicin	no		literature:0.0233884;rna_expression:0.209291	europepmc:0.0233884;expression_atlas:0.209291
MONDO_0005265	inflammatory bowel disease	ENSG00000111199	TRPV4	transient receptor potential cation channel subfamily V member 4	0.0895987	0	0	0.736915	0	0	0	0	0	0	Capsaicin	no		literature:0.736915	europepmc:0.736915
MONDO_0005101	ulcerative colitis	ENSG00000111199	TRPV4	transient receptor potential cation channel subfamily V member 4	0.0153583	0	0	0.0819031	0.10584	0	0	0	0	0	Capsaicin	no		literature:0.0819031;rna_expression:0.10584	europepmc:0.0819031;expression_atlas:0.10584
MONDO_0005011	Crohn disease	ENSG00000111424	VDR	vitamin D receptor	0.32745	0	0.524818	0.276241	0	0	0	0	0	0	Asperuloside;Geniposide	no		clinical:0.524818;literature:0.276241	clinical_precedence:0.524818;europepmc:0.276241
MONDO_0005265	inflammatory bowel disease	ENSG00000111424	VDR	vitamin D receptor	0.406131	0	0.610228	0.953864	0	0.456057	0	0	0	0	Asperuloside;Geniposide	no		animal_model:0.456057;clinical:0.610228;literature:0.953864	clinical_precedence:0.610228;europepmc:0.953864;impc:0.456057
MONDO_0005101	ulcerative colitis	ENSG00000111424	VDR	vitamin D receptor	0.281605	0	0.452349	0.217395	0	0	0	0	0	0	Asperuloside;Geniposide	no		clinical:0.452349;literature:0.217395	clinical_precedence:0.452349;europepmc:0.217395
