ingredient_id	ingredient_name	priority_class	priority_score	literature_edge_rows	literature_unique_targets	database_edge_rows	database_unique_targets	all_unique_targets	bulk_uc_ibd_up150_target_hits	bulk_uc_ibd_down150_target_hits	up150_hit_genes	down150_hit_genes	literature_target_genes	database_target_genes
HBIN046831	Trans-resveratrol	priority_for_lincs_mapping	27.0	422	214	1513	1513	1617	52	15	ADGRE2;ARNTL2;BCL2A1;C3;C4BPB;CCL2;CHI3L1;CLDN1;COL1A1;CXCL1;CXCL10;CXCL6;CXCL8;DEFA5;DUOX2;FOS;FPR1;ICAM1;IDO1;IGFBP5;IL1A;IL1B;IL1RN;IL7R;ITGA5;MMP1;MMP3;MMP7;MMP9;NOS2;PDZK1IP1;PLAU;PTGS2;REG3A;RGS5;S100P;SELE;SERPINA1;SERPINA3;SERPINB3;SERPINB5;SERPINB7;SERPINB9;SLC2A3;SLC7A11;SLCO1B3;SOCS3;SPP1;TDO2;TGM2;TIMP1;TNFAIP6	ABCB1;ABCG2;ACOX1;CA1;CA2;CA7;CDKN2B;CYP4F2;PCK1;PLCD1;PPARG;PPARGC1A;RHOU;RPS6KA6;SGK2	ABCG2;ACHE;ACOX1;AGER;AHR;AKT1;ALB;ALKBH5;AMY1A;APCS;APP;ARC;ARG1;ATF4;ATG5;ATM;BACE1;BAX;BCL2;BDNF;BECN1;BMI1;CASP1;CASP3;CASP8;CASP9;CAT;CCL2;CCL3;CCL4;CCL5;CCND1;CD163;CD86;CDH1;CDK9;CDKN2A;CDX2;CERS1;CISD2;CNR1;CNR2;COX5A;COX6A1;COX8A;CREB1;CTNNB1;CXCL8;CYCS;CYP21A2;CYP3A4;DDIT3;DEFA3;DEFA5;DLC1;EIF4EBP1;ENG;EPHB2;FABP4;FAS;FGF1;FOXO1;FOXO4;FPR1;FTO;G6PC3;GABPA;GAD1;GCLC;GPM6A;GPX1;GPX4;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GSS;GTF2H1;HDAC9;HGF;HIF3A;HMGB1;HMOX1;ICAM1;IFNB1;IFNG;IL10;IL12B;IL13;IL18;IL1B;IL1RN;IL2;IL4;IL5;IL6;INS;JUN;KAT5;KCNN1;KDR;LDHB;LEF1;LRP6;LYZ;MAP1LC3B;MAP2K1;MAP2K2;MAPK1;MAPK14;MAPK3;MAPK8;MAPT;MARVELD1;MBTPS1;MCTS1;MDM2;MECP2;METTL3;MGR1;MIF;MIR129-1;MIR1305;MIR136;MIR139;MIR146A;MIR149;MIR22;MIR34A;MKI67;MMP1;MMP3;MMP9;MPO;MRC1;MTA1;MTOR;MUC2;MUC5AC;MYB;MYH6;NFKB1;NGFR;NLRP3;NOS1;NOS2;NOX4;NPPA;NR1H3;NR1I2;NR3C1;NRF1;PARP1;PCK2;PCNA;PCYT2;PECAM1;PINK1;POLD1;PPARA;PPARD;PPARGC1A;PRKAA1;PRKDC;PTGS2;PTK2;RB1;RICTOR;RPS6KB1;RPTOR;RUNX2;SERPINF1;SIGIRR;SIRT1;SIRT3;SLC16A3;SLC2A1;SLC2A3;SLC2A6;SLC7A11;SLCO6A1;SMAD3;SOCS3;SOD1;SPDEF;SREBF1;STAT1;STAT3;SYK;TAS2R14;TFAM;TFEB;TGFB1;TH;TJP1;TLR4;TNF;TNFRSF1B;TNNT1;TP53;TPT1;TRAF6;TREM2;UBE3A;UGT1A1;VCAM1;VEGFA;VEGFB;WNT3A;WNT7A;XIAP;YTHDF2;YTHDF3;ZEB2	AAGAB;ABCA1;ABCB1;ABCC1;ABCC2;ABCC3;ABCG1;ABCG2;ABHD15;ABTB1;ACAN;ACE;ACE2;ACHE;ACLY;ACTA2;ACYP1;ADAM9;ADGRE2;ADIPOQ;ADIPOR1;ADIPOR2;ADRB2;AFTPH;AGER;AGT;AGTR1;AGTRAP;AHR;AHRR;AHSA1;AKT1;AKT2;AKT3;ALB;ALDH1A1;ALDH1A3;ALDH2;ALDOC;ALG9;ALOX12;ALOX15B;ALOX5;ALPG;ALPL;ALPP;AMD1;AMOTL1;ANK1;ANK2;ANK3;ANKDD1B;ANKEF1;ANKFY1;ANKHD1;ANKK1;ANKRA2;ANKRD1;ANKRD10;ANKRD16;ANKRD17;ANKRD18A;ANKRD18B;ANKRD2;ANKRD20A2P;ANKRD20A4P;ANKRD22;ANKRD23;ANKRD24;ANKRD26;ANKRD27;ANKRD28;ANKRD29;ANKRD30A;ANKRD30B;ANKRD30BL;ANKRD35;ANKRD36;ANKRD36C;ANKRD37;ANKRD39;ANKRD42;ANKRD44;ANKRD46;ANKRD49;ANKRD50;ANKRD52;ANKRD53;ANKRD54;ANKRD55;ANKRD6;ANKRD60;ANKRD61;ANKRD63;ANKRD65;ANKRD66;ANKRD7;ANKRD9;ANKS1A;ANKS1B;ANKS3;ANKS4B;ANKS6;ANLN;ANO1;ANXA11;ANXA2;ANXA5;AP3D1;APAF1;APEX1;API5;APOE;APP;AQP1;AQP3;AR;ARAF;ARF1;ARF3;ARF4;ARF5;ARHGAP5;ARID4A;ARL1;ARL10;ARL11;ARL14;ARL16;ARL17A;ARL4A;ARL4C;ARL4D;ARL5A;ARL5B;ARL5C;ARL6;ARL9;ARNTL;ARNTL2;ARSA;ASAH1;ASB1;ASB10;ASB11;ASB12;ASB13;ASB14;ASB15;ASB16;ASB18;ASB2;ASB4;ASB5;ASB6;ASB7;ASB8;ASB9;ASCL1;ASIC1;ASIC2;ASIC3;ASIC4;ASIC5;ASNS;ASPG;ASPH;ASS1;ASZ1;ATAD2;ATAD3A;ATAD5;ATF3;ATF6;ATG3;ATG5;ATM;ATP5F1A;ATP5F1B;ATP5F1C;ATP9B;ATRX;ATXN2;AURKA;AXIN2;BACE1;BAD;BAK1;BAP1;BARD1;BAX;BBC3;BCAM;BCAP31;BCHE;BCL2;BCL2A1;BCL2L1;BCL2L11;BCL2L2;BCL3;BCL6;BCR;BDNF;BECN1;BET1;BGLAP;BID;BIRC2;BIRC3;BIRC5;BIRC7;BLM;BMP2;BMP4;BMP6;BNIP1;BNIP2;BOK;BRCA1;BRCA2;BSG;BST2;BUB1;BUB1B;BUB3;C11ORF91;C15ORF48;C1ORF116;C3;C4BPB;C5AR1;C9ORF40;CA1;CA12;CA13;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;CALR;CAMP;CAP2;CAPG;CAPN9;CARD16;CASKIN1;CASKIN2;CASP1;CASP10;CASP12;CASP2;CASP3;CASP4;CASP6;CASP7;CASP8;CASP9;CAT;CAV1;CBFB;CBR1;CBR4;CBX1;CCL11;CCL13;CCL2;CCL22;CCL26;CCL7;CCL8;CCN2;CCNA1;CCNA2;CCNB1;CCNB2;CCND1;CCND2;CCND3;CCNE1;CCNE2;CCR1;CCR2;CCR3;CCR4;CCR5;CD14;CD209;CD28;CD320;CD36;CD38;CD4;CD44;CD69;CD80;CD83;CD86;CDC123;CDC25B;CDC27;CDC42;CDC6;CDCA8;CDH1;CDH2;CDH23;CDK1;CDK2;CDK4;CDK5;CDK6;CDK7;CDK8;CDKN1A;CDKN1B;CDKN1C;CDKN2B;CDKN2C;CDKN2D;CDKN3;CDX1;CEACAM1;CEBPB;CEBPD;CEL;CENPE;CENPF;CENPM;CEP152;CEP57;CERS2;CERS3;CERS4;CERS5;CERS6;CFLAR;CFTR;CGB3;CHEK1;CHGA;CHGB;CHI3L1;CHRNA4;CHRNB1;CIT;CKS2;CLCF1;CLDN1;CNBP;COL18A1;COL1A1;COL2A1;COL3A1;COL5A1;COPS3;CORO1C;CPLANE2;CPT1A;CRABP2;CREB1;CREBBP;CREBZF;CRIP1;CRP;CS;CSF2;CSNK2A1;CSNK2A2;CST4;CTHRC1;CTNNB1;CTSD;CTSL;CTTNBP2;CUL5;CUX1;CX3CL1;CXCL1;CXCL10;CXCL2;CXCL6;CXCL8;CXCR4;CYB5R2;CYCS;CYGB;CYP11A1;CYP17A1;CYP19A1;CYP1A1;CYP1A2;CYP1B1;CYP21A2;CYP27A1;CYP2C19;CYP2C9;CYP2D6;CYP2E1;CYP3A4;CYP4F2;DAG1;DAPK1;DAXX;DCT;DCX;DDB2;DDC;DDIT3;DDX5;DEK;DEPTOR;DFFA;DGKA;DHX38;DIO2;DIRAS1;DIRAS2;DIRAS3;DLD;DMKN;DNA2;DNAH8;DNAJC27;DNM1;DNMT1;DNMT3A;DNMT3B;DOK4;DONSON;DPP4;DRAM1;DSG1;DUOX2;DUSP10;DUSP3;DUSP8;DYNLL1;DYRK1A;E2F3;E4F1;ECE1;EDN1;EDN2;EDRF1;EEF1A2;EFEMP1;EGF;EGFR;EGLN1;EGR1;EGR3;EHMT1;EHMT2;EI24;EIF2B4;EIF2S1;EIF4A2;EIF4EBP1;EIF4G1;EIF4G2;EIF5;EIF5A;EIF6;ELANE;ELAVL1;EN1;ENC1;ENO1;ENO2;ENO3;EP300;EPHA1;EPHA4;EPHX1;EPS15;ERAS;ERBB2;ERBB3;ERCC1;ERCC3;ERN1;ERRFI1;ESPN;ESPNL;ESR1;ESR2;ESRRA;ETNK2;ETV4;EZH1;F3;FABP4;FABP7;FADD;FAM107A;FAM107B;FAM222B;FAM43A;FANK1;FAS;FASLG;FASN;FBLN5;FBXO32;FDFT1;FDXR;FEM1A;FEM1B;FEM1C;FGD4;FGF1;FGF2;FGF21;FGF4;FGFR1;FIGNL1;FIS1;FLOT1;FLT1;FMNL2;FN1;FOS;FOXE1;FOXM1;FOXN3;FOXO1;FOXO3;FPGT-TNNI3K;FST;FTH1;FTL;FXN;G0S2;G2E3;G3BP1;G6PD;GAA;GABARAP;GABPB1;GABPB2;GABRB1;GABRB2;GABRB3;GABRD;GABRP;GABRR1;GABRR2;GADD45A;GADD45G;GALNT4;GAP43;GAST;GCH1;GCK;GCLC;GDF1;GDF15;GDPD5;GEM;GFAP;GFER;GFRA2;GINS1;GIT2;GJA1;GJB2;GLI1;GLO1;GLP1R;GLRA1;GLRA2;GLRA3;GLRA4;GLRX2;GLUL;GMNN;GPC6;GPLD1;GPR142;GPSM2;GPX1;GPX2;GPX3;GRB10;GRB2;GREB1;GRINA;GRN;GSK3A;GSK3B;GSPT1;GSR;GSTA4;GSTP1;GTF2B;GTF2E2;GTF2H4;GTF3A;GTSE1;GYPA;H2AX;H2BC21;H2BC4;H2BC5;H3C1;H3C15;H4C1;H6PD;HACE1;HAMP;HAS1;HBA1;HBB;HBG2;HCK;HDAC1;HDAC3;HDAC9;HDGF;HELLS;HERC5;HES1;HGF;HHIP;HIF1A;HK2;HLA-F;HMGB2;HMGCR;HMGCS1;HMGN2;HMOX1;HMSD;HNF1A;HOMER2;HOXA1;HPGD;HPRT1;HR;HRAS;HSD11B1;HSD17B10;HSF1;HSPA1A;HSPA1B;HSPA4;HSPA5;HSPB1;HSPB3;HSPD1;HTR7;HTT;IAPP;ICAM1;ID1;IDH1;IDO1;IER2;IFI30;IFNB1;IFNG;IFRD1;IGF1;IGF1R;IGF2;IGF2R;IGFBP1;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IL10;IL13;IL15;IL17A;IL17B;IL17C;IL18;IL1A;IL1B;IL2;IL24;IL3;IL6;IL7R;ILK;IMPDH2;INPP4B;INS;INSM1;INVS;IPO13;IQCB1;IQCK;IQGAP2;IRF9;IRS1;ITGA2;ITGA5;ITGAV;ITGB1;ITGB2;ITPR1;JAK1;JAK2;JUN;JUNB;JUND;JUP;KANK1;KANK3;KANK4;KAT2B;KCNH1;KCNN4;KCTD20;KDM1A;KDM4E;KDR;KHDRBS1;KHSRP;KIDINS220;KIF11;KIF20A;KIF23;KL;KLF10;KLF11;KLF2;KLF4;KLK2;KLK3;KLRK1;KMT2A;KPNA2;KRAS;KRT15;KRT20;KRT5;LCK;LDLR;LEF1;LEFTY2;LEP;LGALS1;LGR5;LGSN;LHX2;LIF;LITAF;LMNA;LPIN1;LPL;LRIG1;LRP1;LRRC49;LRRFIP1;LRRK2;LTA;LTA4H;MAD2L1;MAD2L1BP;MADD;MAF;MAK16;MALAT1;MANSC1;MAOA;MAOB;MAP1A;MAP1B;MAP1LC3B;MAP2K1;MAP3K5;MAP4;MAPK1;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MAPT;MARK2;MAT2A;MAT2B;MBNL1;MBTPS1;MC1R;MCAM;MCL1;MCM4;MCM6;MECP2;MEF2C;MELK;MET;METTL18;METTL7A;MFN1;MFN2;MGAM;MGMT;MIA;MIB1;MIR15A;MIR183;MIR18A;MIR196B;MITF;MKI67;MMD;MME;MMP13;MMP2;MMP7;MMP9;MMUT;MPHOSPH8;MPO;MPRIP;MR1;MRAS;MRE11;MRTFB;MSH6;MSI1;MSMO1;MSR1;MSRA;MT1X;MTA1;MTF1;MTOR;MTPN;MTRR;MYBBP1A;MYBL2;MYC;MYD88;MYH1;MYH10;MYH11;MYH13;MYH14;MYH15;MYH2;MYH4;MYH6;MYH7;MYH7B;MYH8;MYH9;MYLK;MYLK2;MYLK3;MYO10;MYO15A;MYO16;MYO18A;MYO18B;MYO1A;MYO1B;MYO1C;MYO1D;MYO1E;MYO1F;MYO1G;MYO1H;MYO3A;MYO3B;MYO5A;MYO5B;MYO5C;MYO6;MYO7A;MYO7B;MYO9A;MYO9B;MZT1;N4BP1;NABP1;NAIP;NAMPT;NANOG;NASP;NBEA;NBN;NCAPG;NCOA3;NDC80;NDOR1;NDRG1;NDUFS1;NDUFS3;NDUFV1;NDUFV2;NECAP2;NEFH;NEIL1;NEIL2;NEK2;NES;NFE2L1;NFE2L2;NFE2L3;NFIX;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIZ;NINL;NKPD1;NKX2-1;NKX3-1;NMU;NOP56;NOS1;NOS2;NOS3;NOTCH1;NOTCH2;NOTCH3;NOTCH4;NOX4;NPAS2;NPC1;NPC2;NPHS1;NPHS2;NPPA;NPPC;NPY;NQO1;NQO2;NR1H3;NR1I2;NR1I3;NR3C1;NRARP;NRAS;NRF1;NRG1;NTRK1;NTRK3;NUP62;OASL;OCLN;ODC1;OGG1;OLFM1;OLFML3;OLR1;OPA1;ORAI1;PAK1;PAPPA;PARK7;PARP1;PAX8;PBK;PCK1;PCK2;PCLAF;PCNA;PCSK9;PDCD2;PDCD4;PDCD7;PDE2A;PDE4A;PDE5A;PDGFB;PDGFRA;PDGFRB;PDGFRL;PDHA1;PDK4;PDX1;PDZK1IP1;PECAM1;PELP1;PERP;PFKM;PFN1;PGAM1;PGF;PGK1;PGR;PHTF2;PIAS3;PIDD1;PIK3CA;PIK3CB;PIK3CG;PKD1;PKM;PKN2;PKP3;PLA2G6;PLA2G7;PLAT;PLAU;PLAUR;PLCD1;PLCG1;PLK1;PLOD3;PLP2;PLPPR2;PLXDC2;PMAIP1;PMEPA1;PMP22;PMS1;PNPLA2;PNPLA5;PNPO;POLA1;POLB;POLD1;POLI;POLK;POMC;PON1;POR;POTEB;POTEB2;POTEC;POTED;POTEE;POTEH;POTEI;POTEJ;POU5F1;PPARA;PPARD;PPARG;PPARGC1A;PPIF;PPM1A;PPP1R12A;PPP1R12C;PPP1R16A;PPP1R16B;PPP1R27;PPP2R5A;PRDM2;PRDX6;PRIM1;PRKAA1;PRKAA2;PRKACA;PRKAG2;PRKAR2A;PRKCA;PRKCB;PRKCD;PRKCI;PRKD1;PRKG1;PRMT6;PRNP;PRODH2;PROS1;PRRC2A;PRSS23;PSEN1;PSEN2;PSIP1;PSMB5;PSMD10;PTCH1;PTEN;PTGER1;PTGES;PTGS1;PTGS2;PTH1R;PTK2;PTPN1;PTPN11;PTPN6;PTPRA;PTPRG;PTPRN2;PTTG1;PYGO1;PYGO2;PYROXD2;RAB11A;RAB11B;RAB14;RAB25;RAB2A;RAB2B;RAB9A;RABGAP1L;RABL2A;RABL2B;RAC1;RAC2;RAC3;RACGAP1;RAD51;RAD51AP1;RAD9B;RAF1;RAI14;RALA;RALB;RAN;RANBP3;RAP1A;RAP1B;RAP2A;RAP2B;RAP2C;RAPGEF4;RARA;RASA2;RASD1;RASD2;RASGRF1;RASGRP1;RASIP1;RASL10A;RASL11A;RASL11B;RASL12;RASSF1;RBMS1;RECK;REG3A;RELA;RELB;RELN;REM1;REM2;REPS1;RERG;RERGL;RFC4;RFTN1;RFX5;RFXANK;RGS4;RGS5;RHEB;RHEBL1;RHOA;RHOB;RHOBTB1;RHOBTB2;RHOBTB3;RHOC;RHOD;RHOF;RHOG;RHOH;RHOJ;RHOQ;RHOU;RHOV;RIOK3;RIPK4;RIPOR2;RIT1;RIT2;RMI2;RNASEH2A;RNASEL;RND1;RND2;RND3;RNF144A;RNF4;RNFT2;ROCK1;RORC;RPA1;RPS3A;RPS6;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA6;RPS6KB1;RPS6KB2;RRAD;RRAS;RRAS2;RRM2;RRM2B;RSAD2;RTL10;RUNX1T1;RUNX2;S100B;S100P;S1PR3;SARS2;SAT1;SCARB1;SCNN1A;SCNN1B;SCNN1D;SCNN1G;SDHA;SDHB;SELE;SERPINA1;SERPINA10;SERPINA11;SERPINA12;SERPINA3;SERPINA4;SERPINA5;SERPINA6;SERPINA7;SERPINA9;SERPINB1;SERPINB10;SERPINB12;SERPINB13;SERPINB2;SERPINB3;SERPINB4;SERPINB5;SERPINB6;SERPINB7;SERPINB8;SERPINB9;SERPINC1;SERPIND1;SERPINE1;SERPINE2;SERPINE3;SERPINF1;SERPINF2;SERPING1;SERPINH1;SERPINI1;SERPINI2;SESN1;SESN2;SETMAR;SF3B5;SFRP1;SFTPB;SGK1;SGK2;SGO2;SH3BGRL;SHANK1;SHANK2;SHB;SHH;SIAH1;SIRT1;SIRT2;SIRT3;SIRT4;SIRT6;SIRT7;SKP2;SLC10A2;SLC1A5;SLC25A11;SLC2A2;SLC2A4;SLC31A1;SLC39A9;SLC41A3;SLC45A2;SLC4A1;SLC5A5;SLC6A2;SLC6A3;SLC9A1;SLC9A3;SLCO1B1;SLCO1B3;SLCO2A1;SMAD2;SMAD3;SMAD4;SMAD7;SMC4;SMN1;SMO;SNAI1;SNAI2;SNCA;SNCAIP;SNHG32;SNX18;SNX5;SOCS2;SOCS3;SOD1;SOD2;SOD3;SOWAHC;SOX17;SOX2;SOX9;SP1;SP7;SPANXD;SPARC;SPC25;SPHK1;SPP1;SPRY1;SPSB3;SQLE;SQSTM1;SRC;SREBF1;SREBF2;SRGAP3;SRPK1;ST13;STAB2;STARD4;STAT1;STAT3;STAT6;STIL;STIP1;STK11;STK17A;STK17B;STK39;STMN1;SULF2;SULT1A1;SULT1B1;SULT1C2;SULT1E1;SULT4A1;SURF1;SYNE1;SYP;SYTL4;TANC1;TANC2;TBC1D2;TBC1D5;TBC1D7;TBXA2R;TCF12;TCF4;TCF7;TCF7L2;TDO2;TDP1;TEP1;TERT;TFAM;TFAP2C;TFF1;TFF3;TFPI2;TFRC;TGFA;TGFB1;TGFB2;TGFBI;TGFBR1;TGFBR2;TGM1;TGM2;TGM3;TGM5;THBD;THRB;TIMELESS;TIMP1;TIMP4;TINF2;TLR2;TLR4;TM4SF5;TM6SF1;TMPRSS11D;TMPRSS2;TMX1;TNF;TNFAIP3;TNFAIP6;TNFRSF10A;TNFRSF10B;TNFRSF1A;TNFSF10;TNIP1;TNK2;TNKS;TNKS2;TNMD;TNNT2;TNS1;TONSL;TOP2A;TOPBP1;TP53;TP53BP2;TP53I3;TP53INP1;TP63;TP73;TPI1;TPT1;TPX2;TRABD2A;TRAF1;TRAF2;TRH;TRIP13;TRPA1;TSC2;TSC22D1;TSG101;TSN;TSPAN12;TTK;TTR;TXN;TXNIP;TXNRD1;TYMS;TYR;TYRP1;TYW1;UACA;UAP1;UBE2D3;UBE2L3;UBE4A;UCP1;UCP2;UGCG;UGP2;UGT1A1;UGT1A9;UGT2B7;UHRF1;ULBP1;ULBP2;ULBP3;UPK1A;UQCRC1;UQCRC2;USP4;UST;UTRN;VAPA;VASP;VAV3;VCAM1;VDAC1;VDR;VEGFA;VEGFB;VIM;VMP1;VPS13B;WARS1;WFDC2;WNK2;WNT10A;WNT2;WNT5A;WSB1;WWP2;XBP1;XDH;XIAP;XRCC1;XRCC2;XRCC6;YAP1;YARS1;YWHAB;YWHAE;YWHAZ;ZBTB16;ZC2HC1A;ZCCHC7;ZDHHC13;ZDHHC17;ZEB1;ZFAND5;ZKSCAN2;ZMYM3;ZNF135;ZNF148;ZNF33B;ZNF367;ZNF91;ZSWIM6;ZWILCH;ZWINT
HBIN021985	Curcumin	priority_for_lincs_mapping	55.0	603	307	152	152	402	23	4	CCL2;CD274;COL1A1;CTLA4;CXCL1;CXCL8;FOS;ICAM1;IL1A;IL1B;IL33;MMP1;MMP3;MMP9;NOS2;PLAU;PTGS2;S100A8;SELE;SELP;SERPINA1;SPP1;TIMP1	ABCB1;ABCG2;PCK1;PPARG	ABCB1;ACE2;ACTN1;ADAM17;AGER;AGTR1;AHR;AIFM1;AKR1B1;AKT1;ALB;ALPP;ANGPTL4;APOA2;APP;APRT;AR;ARC;ARG1;ATF4;ATG12;ATG7;BAX;BCL2;BCL2L1;BCL2L11;BCL6;BCLAF1;BDNF;BECN1;BGLAP;BLM;BLNK;BMP2;BSG;BTRC;CALCA;CASP3;CASP7;CASP8;CASP9;CAT;CCL2;CCN2;CCND1;CCR7;CD274;CD33;CD34;CD36;CD4;CD40LG;CD44;CD68;CD86;CDH1;CDKN1A;CDKN2A;CDX2;CENPF;CFH;CHAT;CHRNA7;CLDN4;CLDN5;COL1A1;COPS5;CREB1;CRP;CTNNB1;CX3CR1;CXCL1;CXCL2;CXCL8;CYBB;CYCS;CYP21A2;CYP2D6;DCLK1;DDIT3;DLC1;DLG4;DRD1;DYRK2;EDA;EGFR;EGR1;EIF2AK3;EIF2S1;EPHB2;EZH2;F2;FABP4;FASN;FGF2;FOS;FOXE1;FOXO1;FOXO3;GABPA;GAPDH;GAST;GCLC;GFAP;GFI1;GPX1;GPX4;GSK3B;GSS;GSTA4;GTF2H1;HAVCR2;HCAR1;HCK;HGF;HIF1A;HK2;HMGA1;HMGB1;HMOX1;HPGD;HSP90AA1;HSPA1A;HSPA5;HSPD1;IAPP;IDH3A;IFNAR1;IFNG;IGKV1-16;IL10;IL12A;IL13;IL15;IL17A;IL17F;IL18;IL1A;IL1B;IL2;IL22;IL33;IL4;IL6;IL7;ILK;INS;IPO7;ITGAM;JAK1;JAM3;JUN;KDM1A;KDM4A;KEAP1;KIF11;LAMP1;LDHA;LGALS9;LGR5;LOC102723407;LRRK2;LTC4S;LYZ;MACC1;MAP1LC3A;MAPK1;MAPK14;MAPK3;MAPK8;MARVELD1;MCTS1;MET;MFGE8;MIR122;MIR124-1;MIR1275;MIR137;MIR142;MIR143;MIR146A;MIR155;MIR15A;MIR16-1;MIR19A;MIR21;MIR22;MIR27A;MIR29B1;MMP2;MMP9;MRC1;MROS;MT2A;MTOR;MYC;MYD88;NANOG;NEFH;NELFCD;NFATC1;NFE2L2;NFKB1;NFKBIA;NKX2-1;NKX2-5;NLRP3;NOS2;NOTCH1;NOX4;NPC1L1;NPHS1;NQO1;NR3C1;PARP1;PAX8;PCNA;PDCD1;PDCD1LG2;PFKM;PI4KB;PIAS1;PIK3CA;PIK3CB;PKM;POLG;PPARA;PPARG;PPP1R1A;PPP1R1B;PRDX6;PRKAA1;PRKACA;PRKN;PRRT2;PSEN1;PSMB5;PTGS2;PTPA;PTPN1;PVT1;RAC1;RELA;RIPK3;ROCK1;RUNX2;S100A8;SARDH;SCNN1G;SCTR;SELE;SELP;SEMA3A;SERPINA1;SETD2;SH3KBP1;SIRT1;SIRT3;SLC16A3;SLC18A3;SLC2A1;SLC5A5;SMAD2;SMAD3;SMAD7;SMS;SNAI1;SOD1;SOD2;SOX9;SP7;SPI1;SPP1;SQSTM1;SST;STAT3;STAT5A;STAT6;SYK;SYP;TCF7L2;TERT;TFAM;TFEB;TGFB1;TJP1;TLR4;TMPRSS11D;TNF;TOP2A;TP53;TP63;TPO;TREM2;TRPM2;TSHR;TWIST1;TXNIP;TYROBP;UBE3A;ULK1;VEGFA;VIM;WNT5A;WT1;XBP1;XIAP	ABCB1;ABCG2;ACTA2;AHR;AKT1;ALB;ALPI;ANGPT1;APP;AR;BAD;BAK1;BAX;BCL2;BCL2L1;BCL2L11;BDNF;BIRC5;BTK;CASP3;CASP7;CASP8;CASP9;CAV1;CCL2;CCNA2;CCNB1;CCND1;CCND3;CD28;CD80;CDH11;CDKN1A;CEBPB;CHEK1;CHUK;COL1A1;CTLA4;CXCL8;CYP1A1;CYP2D6;CYP3A4;DFFB;DNAJB4;DPP4;ECM1;EGFR;EGR1;EIF6;EP300;ESR1;ESR2;ETS1;F3;FASN;FGF2;FOS;FTMT;G6PC;GCK;GSK3B;GSTA1;GSTA2;GSTM1;GSTM2;GSTP1;GUSBP1;HBEGF;HIF1A;HIF3A;HMOX1;HSPB1;ICAM1;IGF1R;IKBKB;IL1B;IL6;ING4;JAK2;JUN;JUND;KCNH2;KDR;LDLR;MAOA;MAOB;MAPK1;MAPK13;MAPK14;MAPK3;MAPK8IP1;MCL1;MDM2;MMP1;MMP14;MMP2;MMP3;MMP9;MPO;MSH3;MT1E;MYC;MYD88;NAT1;NCBP1;NFKBIA;NGF;NKX3-1;NOS2;NR2C2;ODC1;OGA;PARP1;PCK1;PCNA;PDGFRB;PECAM1;PGP;PIM1;PLAU;POLD1;PPARG;PRKAG2;PRKCB;PRSS1;PTGS2;PTK2;RB1;RELA;SELE;SELP;SERPINE1;SOD1;SPEN;SRC;SREBF1;SYK;TEP1;TGFB1;TGFBR1;TIMP1;TLR4;TLR9;TNF;TNFRSF10A;TNFRSF10B;TP53;VCAM1;VEGFA;WT1;XDH;XIAP
