ingredient_id	ingredient_name	target_id	gene_symbol	protein_name	edge_source	evidence_level	target_source	reference_id	reference_url	pubmed_id	pubmed_url	reference_title	relationship	grade	supporting_sentence	in_bulk_uc_ibd_up150	in_bulk_uc_ibd_down150	candidate_priority_class	candidate_priority_score
HBIN017892	Berberime	HBTAR003369	RAC1	Rac family small GTPase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003418	/Reference/detail/?v=HBREF003418	36584918	https://pubmed.ncbi.nlm.nih.gov/36584918/	Berberine hydrochloride inhibits migration ability via increasing inducible NO synthase and peroxynitrite in HTR-8/SVneo cells		Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR006706	BRD4	bromodomain containing 4	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003392	/Reference/detail/?v=HBREF003392	35259053	https://pubmed.ncbi.nlm.nih.gov/35259053/	Berberine represses Wnt/β-catenin pathway activation via modulating the microRNA-103a-3p/Bromodomain-containing protein 4 axis, thereby refraining pyroptosis and reducing the intestinal mucosal barrier defect induced via colitis	bind/target	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001816	HK1	hexokinase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003397	/Reference/detail/?v=HBREF003397	35428692	https://pubmed.ncbi.nlm.nih.gov/35428692/	Berberine Modulates Macrophage Activation by Inducing Glycolysis	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR010589	NLRP3	NLR family pyrin domain containing 3	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003385	/Reference/detail/?v=HBREF003385	34984827	https://pubmed.ncbi.nlm.nih.gov/34984827/	Berberine ameliorates aGVHD by gut microbiota remodelling, TLR4 signalling suppression and colonic barrier repairment for NLRP3 inflammasome inhibition	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR010589	NLRP3	NLR family pyrin domain containing 3	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003083	POLE2	DNA polymerase epsilon 2, accessory subunit	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003389	/Reference/detail/?v=HBREF003389	35173608	https://pubmed.ncbi.nlm.nih.gov/35173608/	Berberine Inhibits FOXM1 Dependent Transcriptional Regulation of POLE2 and Interferes With the Survival of Lung Adenocarcinoma	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002042	IL1B	interleukin 1 beta	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003390	/Reference/detail/?v=HBREF003390	35215376	https://pubmed.ncbi.nlm.nih.gov/35215376/	Pre-Administration of Berberine Exerts Chemopreventive Effects in AOM/DSS-Induced Colitis-Associated Carcinogenesis Mice via Modulating Inflammation and Intestinal Microbiota	suppress/inhibitor	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002042	IL1B	interleukin 1 beta	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003406	/Reference/detail/?v=HBREF003406	35935245	https://pubmed.ncbi.nlm.nih.gov/35935245/	Therapeutic Mechanisms of Berberine to Improve the Intestinal Barrier Function via Modulating Gut Microbiota, TLR4/NF-κ B/MTORC Pathway and Autophagy in Cats	downregulate/decrease	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002042	IL1B	interleukin 1 beta	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003409	/Reference/detail/?v=HBREF003409	36089660	https://pubmed.ncbi.nlm.nih.gov/36089660/	Berberine ameliorates depression-like behavior in CUMS mice by activating TPH1 and inhibiting IDO1-associated with tryptophan metabolism	downregulate/decrease	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002042	IL1B	interleukin 1 beta	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	downregulate/decrease	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003003	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003412	/Reference/detail/?v=HBREF003412	36116786	https://pubmed.ncbi.nlm.nih.gov/36116786/	Berberine promotes the viability of random skin flaps via the PI3K/Akt/eNOS signaling pathway	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR012995	TBC1D4	TBC1 domain family member 4	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003386	/Reference/detail/?v=HBREF003386	35001506	https://pubmed.ncbi.nlm.nih.gov/35001506/	Berberine regulates mesangial cell proliferation and cell cycle to attenuate diabetic nephropathy through the PI3K/Akt/AS160/GLUT1 signalling pathway	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR013036	GSDMD	gasdermin D	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR005574	BCL2L11	BCL2 like 11	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003396	/Reference/detail/?v=HBREF003396	35420511	https://pubmed.ncbi.nlm.nih.gov/35420511/	Research and experimental verification of the molecular mechanism of berberine in improving premature ovarian failure based on network pharmacology	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002064	IL10	interleukin 10	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003409	/Reference/detail/?v=HBREF003409	36089660	https://pubmed.ncbi.nlm.nih.gov/36089660/	Berberine ameliorates depression-like behavior in CUMS mice by activating TPH1 and inhibiting IDO1-associated with tryptophan metabolism	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR005077	LPAR2	lysophosphatidic acid receptor 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003410	/Reference/detail/?v=HBREF003410	36090480	https://pubmed.ncbi.nlm.nih.gov/36090480/	Berberine inhibits carcinogenesis through antagonizing the ATX-LPA-LPAR2-p38-leptin axis in a mouse hepatoma model	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000021	ACACA	acetyl-CoA carboxylase alpha	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003391	/Reference/detail/?v=HBREF003391	35250593	https://pubmed.ncbi.nlm.nih.gov/35250593/	Combined Use of Bicyclol and Berberine Alleviates Mouse Nonalcoholic Fatty Liver Disease	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001048	NQO1	NAD(P)H quinone dehydrogenase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003388	/Reference/detail/?v=HBREF003388	35093536	https://pubmed.ncbi.nlm.nih.gov/35093536/	Novel mechanistic insight on the neuroprotective effect of berberine: The role of PPARδ for antioxidant action	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001048	NQO1	NAD(P)H quinone dehydrogenase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003417	/Reference/detail/?v=HBREF003417	36386168	https://pubmed.ncbi.nlm.nih.gov/36386168/	Berberine prevents lethal EV71 neurological infection in newborn mice	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002045	IL2	interleukin 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003393	/Reference/detail/?v=HBREF003393	35295335	https://pubmed.ncbi.nlm.nih.gov/35295335/	Berberine Inhibits the Adhesion of Candida albicans to Vaginal Epithelial Cells		Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003177	PRKCA	protein kinase C alpha	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003407	/Reference/detail/?v=HBREF003407	36017075	https://pubmed.ncbi.nlm.nih.gov/36017075/	Activation of the GABA-alpha receptor by berberine rescues retinal ganglion cells to attenuate experimental diabetic retinopathy	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000515	CASP1	caspase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000360	BCL2	BCL2 apoptosis regulator	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003407	/Reference/detail/?v=HBREF003407	36017075	https://pubmed.ncbi.nlm.nih.gov/36017075/	Activation of the GABA-alpha receptor by berberine rescues retinal ganglion cells to attenuate experimental diabetic retinopathy	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR013234	CHPT1	choline phosphotransferase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003408	/Reference/detail/?v=HBREF003408	36076294	https://pubmed.ncbi.nlm.nih.gov/36076294/	Integrated lipidomics and network pharmacology analysis to reveal the mechanisms of berberine in the treatment of hyperlipidemia	bind/target	Grade A	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002051	IL4	interleukin 4	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003393	/Reference/detail/?v=HBREF003393	35295335	https://pubmed.ncbi.nlm.nih.gov/35295335/	Berberine Inhibits the Adhesion of Candida albicans to Vaginal Epithelial Cells		Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002051	IL4	interleukin 4	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003409	/Reference/detail/?v=HBREF003409	36089660	https://pubmed.ncbi.nlm.nih.gov/36089660/	Berberine ameliorates depression-like behavior in CUMS mice by activating TPH1 and inhibiting IDO1-associated with tryptophan metabolism	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000163	AMH	anti-Mullerian hormone	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003396	/Reference/detail/?v=HBREF003396	35420511	https://pubmed.ncbi.nlm.nih.gov/35420511/	Research and experimental verification of the molecular mechanism of berberine in improving premature ovarian failure based on network pharmacology	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR004341	WNT5A	Wnt family member 5A	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003415	/Reference/detail/?v=HBREF003415	36218220	https://pubmed.ncbi.nlm.nih.gov/36218220/	Berberine plays a cardioprotective role by inhibiting macrophage Wnt5a/β-catenin pathway in the myocardium of mice after myocardial infarction	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001469	GABPA	GA binding protein transcription factor subunit alpha	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003388	/Reference/detail/?v=HBREF003388	35093536	https://pubmed.ncbi.nlm.nih.gov/35093536/	Novel mechanistic insight on the neuroprotective effect of berberine: The role of PPARδ for antioxidant action	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001469	GABPA	GA binding protein transcription factor subunit alpha	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003417	/Reference/detail/?v=HBREF003417	36386168	https://pubmed.ncbi.nlm.nih.gov/36386168/	Berberine prevents lethal EV71 neurological infection in newborn mice	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR012710	MRC1	mannose receptor C-type 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003403	/Reference/detail/?v=HBREF003403	35764017	https://pubmed.ncbi.nlm.nih.gov/35764017/	Berberine regulates PADI4-related macrophage function to prevent lung cancer		Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002304	LEP	leptin	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003410	/Reference/detail/?v=HBREF003410	36090480	https://pubmed.ncbi.nlm.nih.gov/36090480/	Berberine inhibits carcinogenesis through antagonizing the ATX-LPA-LPAR2-p38-leptin axis in a mouse hepatoma model	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000223	FAS	Fas cell surface death receptor	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003396	/Reference/detail/?v=HBREF003396	35420511	https://pubmed.ncbi.nlm.nih.gov/35420511/	Research and experimental verification of the molecular mechanism of berberine in improving premature ovarian failure based on network pharmacology	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003295	PTGS2	prostaglandin-endoperoxide synthase 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003390	/Reference/detail/?v=HBREF003390	35215376	https://pubmed.ncbi.nlm.nih.gov/35215376/	Pre-Administration of Berberine Exerts Chemopreventive Effects in AOM/DSS-Induced Colitis-Associated Carcinogenesis Mice via Modulating Inflammation and Intestinal Microbiota	suppress/inhibitor	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003163	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003382	/Reference/detail/?v=HBREF003382	34890544	https://pubmed.ncbi.nlm.nih.gov/34890544/	Berberine inhibits pancreatic intraepithelial neoplasia by inhibiting glycolysis via the adenosine monophosphate -activated protein kinase pathway	bind/target	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002737	NOS2	nitric oxide synthase 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003418	/Reference/detail/?v=HBREF003418	36584918	https://pubmed.ncbi.nlm.nih.gov/36584918/	Berberine hydrochloride inhibits migration ability via increasing inducible NO synthase and peroxynitrite in HTR-8/SVneo cells		Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR004109	TJP1	tight junction protein 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003390	/Reference/detail/?v=HBREF003390	35215376	https://pubmed.ncbi.nlm.nih.gov/35215376/	Pre-Administration of Berberine Exerts Chemopreventive Effects in AOM/DSS-Induced Colitis-Associated Carcinogenesis Mice via Modulating Inflammation and Intestinal Microbiota	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR004109	TJP1	tight junction protein 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003402	/Reference/detail/?v=HBREF003402	35660350	https://pubmed.ncbi.nlm.nih.gov/35660350/	Berberine regulates short-chain fatty acid metabolism and alleviates the colitis-associated colorectal tumorigenesis through remodeling intestinal flora	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR004854	FADD	Fas associated via death domain	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003383	/Reference/detail/?v=HBREF003383	34923903	https://pubmed.ncbi.nlm.nih.gov/34923903/	Combined berberine and probiotic treatment as an effective regimen for improving postprandial hyperlipidemia in type 2 diabetes patients: a double blinded placebo controlled randomized study	agonist/activator	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002372	LYZ	lysozyme	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003405	/Reference/detail/?v=HBREF003405	35893243	https://pubmed.ncbi.nlm.nih.gov/35893243/	Berberine Ameliorates Dextran Sulfate Sodium-Induced Ulcerative Colitis and Inhibits the Secretion of Gut Lysozyme via Promoting Autophagy	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000224	FASLG	Fas ligand	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003396	/Reference/detail/?v=HBREF003396	35420511	https://pubmed.ncbi.nlm.nih.gov/35420511/	Research and experimental verification of the molecular mechanism of berberine in improving premature ovarian failure based on network pharmacology	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001976	ICAM1	intercellular adhesion molecule 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003393	/Reference/detail/?v=HBREF003393	35295335	https://pubmed.ncbi.nlm.nih.gov/35295335/	Berberine Inhibits the Adhesion of Candida albicans to Vaginal Epithelial Cells	downregulate/decrease	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000362	BCL2L1	BCL2 like 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003398	/Reference/detail/?v=HBREF003398	35526324	https://pubmed.ncbi.nlm.nih.gov/35526324/	Bcl-xL is required for the protective effects of low-dose berberine against doxorubicin-induced cardiotoxicity through blocking apoptosis and activating mitophagy-mediated ROS elimination	downregulate/decrease	Grade B	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000266	STS	steroid sulfatase	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001429	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003401	/Reference/detail/?v=HBREF003401	35583808	https://pubmed.ncbi.nlm.nih.gov/35583808/	Vagus nerve stimulated by microbiota-derived hydrogen sulfide mediates the regulation of berberine on microglia in transient middle cerebral artery occlusion rats	upregulate/increase	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR003048	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003399	/Reference/detail/?v=HBREF003399	35559258	https://pubmed.ncbi.nlm.nih.gov/35559258/	Berberine Attenuates Cell Motility via Inhibiting Inflammation-Mediated Lysyl Hydroxylase-2 and Glycolysis	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR004164	TPH1	tryptophan hydroxylase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003409	/Reference/detail/?v=HBREF003409	36089660	https://pubmed.ncbi.nlm.nih.gov/36089660/	Berberine ameliorates depression-like behavior in CUMS mice by activating TPH1 and inhibiting IDO1-associated with tryptophan metabolism	agonist/activator	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR001403	FOXM1	forkhead box M1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003389	/Reference/detail/?v=HBREF003389	35173608	https://pubmed.ncbi.nlm.nih.gov/35173608/	Berberine Inhibits FOXM1 Dependent Transcriptional Regulation of POLE2 and Interferes With the Survival of Lung Adenocarcinoma	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR012658	BMPR1A	bone morphogenetic protein receptor type 1A	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003394	/Reference/detail/?v=HBREF003394	35318164	https://pubmed.ncbi.nlm.nih.gov/35318164/	Berberine inhibits osteogenic differentiation of aortic valve interstitial cells by interfering Smad1/5/8 and NF-κB pathways	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002464	MET	MET proto-oncogene, receptor tyrosine kinase	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003381	/Reference/detail/?v=HBREF003381	34826601	https://pubmed.ncbi.nlm.nih.gov/34826601/	The natural product berberine synergizes with osimertinib preferentially against MET-amplified osimertinib-resistant lung cancer via direct MET inhibition	suppress/inhibitor	Grade A	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000130	AKT1	AKT serine/threonine kinase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003386	/Reference/detail/?v=HBREF003386	35001506	https://pubmed.ncbi.nlm.nih.gov/35001506/	Berberine regulates mesangial cell proliferation and cell cycle to attenuate diabetic nephropathy through the PI3K/Akt/AS160/GLUT1 signalling pathway	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000130	AKT1	AKT serine/threonine kinase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003412	/Reference/detail/?v=HBREF003412	36116786	https://pubmed.ncbi.nlm.nih.gov/36116786/	Berberine promotes the viability of random skin flaps via the PI3K/Akt/eNOS signaling pathway	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000920	CTNNB1	catenin beta 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003415	/Reference/detail/?v=HBREF003415	36218220	https://pubmed.ncbi.nlm.nih.gov/36218220/	Berberine plays a cardioprotective role by inhibiting macrophage Wnt5a/β-catenin pathway in the myocardium of mice after myocardial infarction	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002926	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003410	/Reference/detail/?v=HBREF003410	36090480	https://pubmed.ncbi.nlm.nih.gov/36090480/	Berberine inhibits carcinogenesis through antagonizing the ATX-LPA-LPAR2-p38-leptin axis in a mouse hepatoma model	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR006760	PADI4	peptidyl arginine deiminase 4	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003403	/Reference/detail/?v=HBREF003403	35764017	https://pubmed.ncbi.nlm.nih.gov/35764017/	Berberine regulates PADI4-related macrophage function to prevent lung cancer	suppress/inhibitor	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR012929	IL25	interleukin 25	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003416	/Reference/detail/?v=HBREF003416	36341914	https://pubmed.ncbi.nlm.nih.gov/36341914/	Oral berberine ameliorates high-fat diet-induced obesity by activating TAS2Rs in tuft and endocrine cells in the gut	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002079	IL18	interleukin 18	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003411	/Reference/detail/?v=HBREF003411	36112730	https://pubmed.ncbi.nlm.nih.gov/36112730/	Berberine ameliorates pulmonary inflammation in mice with influenza viral pneumonia by inhibiting NLRP3 inflammasome activation and gasdermin D-mediated pyroptosis	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000680	CHAT	choline O-acetyltransferase	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003401	/Reference/detail/?v=HBREF003401	35583808	https://pubmed.ncbi.nlm.nih.gov/35583808/	Vagus nerve stimulated by microbiota-derived hydrogen sulfide mediates the regulation of berberine on microglia in transient middle cerebral artery occlusion rats	upregulate/increase	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000862	CRP	C-reactive protein	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003387	/Reference/detail/?v=HBREF003387	35037116	https://pubmed.ncbi.nlm.nih.gov/35037116/	Improvement of adjunctive berberine treatment on negative symptoms in patients with schizophrenia	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000862	CRP	C-reactive protein	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003413	/Reference/detail/?v=HBREF003413	36178742	https://pubmed.ncbi.nlm.nih.gov/36178742/	Preventive Effect of Berberine on Postoperative Atrial Fibrillation	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000359	CCND1	cyclin D1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003386	/Reference/detail/?v=HBREF003386	35001506	https://pubmed.ncbi.nlm.nih.gov/35001506/	Berberine regulates mesangial cell proliferation and cell cycle to attenuate diabetic nephropathy through the PI3K/Akt/AS160/GLUT1 signalling pathway	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR002090	IDO1	indoleamine 2,3-dioxygenase 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003409	/Reference/detail/?v=HBREF003409	36089660	https://pubmed.ncbi.nlm.nih.gov/36089660/	Berberine ameliorates depression-like behavior in CUMS mice by activating TPH1 and inhibiting IDO1-associated with tryptophan metabolism	suppress/inhibitor	Grade C	redacted_public_package	yes	no	priority_for_lincs_mapping	41.0
HBIN017892	Berberime	HBTAR000051	ACVR1	activin A receptor type 1	HERB_detail.drug_paper_target	literature_mined_pubmed_sentence		HBREF003394	/Reference/detail/?v=HBREF003394	35318164	https://pubmed.ncbi.nlm.nih.gov/35318164/	Berberine inhibits osteogenic differentiation of aortic valve interstitial cells by interfering Smad1/5/8 and NF-κB pathways	downregulate/decrease	Grade C	redacted_public_package	no	no	priority_for_lincs_mapping	41.0
