evidence_group_label	gene_symbol	log2fc	fdr	neglog10_fdr	direction_class
GPL6244 evidence group	SLC4A4	-1.89241	8.54349e-22	21.06836468456605	Decreased
GPL6244 evidence group	CWH43	-3.03888	1.5328099999999999e-21	20.814511674933946	Decreased
GPL6244 evidence group	SATB2	-1.52216	1.5650099999999999e-21	20.805482883081787	Decreased
GPL6244 evidence group	SAA1	1.65574	1.6853499999999998e-21	20.77330989462399	Increased
GPL6244 evidence group	SLCO1B3	2.74864	2.38367e-21	20.622753869359286	Increased
GPL6244 evidence group	MEP1A	-2.2617	2.6430499999999997e-21	20.577894621008017	Decreased
GPL6244 evidence group	CXorf36	1.01987	2.94617e-21	20.530742197095623	Increased
GPL6244 evidence group	STEAP4	2.83676	3.4450999999999995e-21	20.462798167423156	Increased
GPL6244 evidence group	TMEM236	-2.58692	3.4450999999999995e-21	20.462798167423156	Decreased
GPL6244 evidence group	CA1	-3.09592	5.45216e-21	20.26343140777179	Decreased
GPL6244 evidence group	CSF3R	1.99902	5.5367099999999996e-21	20.256748223227827	Increased
GPL6244 evidence group	TTC9	0.772965	6.4611099999999994e-21	20.18969286506007	Not selected
GPL6244 evidence group	SLC39A5	-1.76083	9.200059999999999e-21	20.036209340308364	Decreased
GPL6244 evidence group	RAVER2	-1.65464	1.01619e-20	19.993025083157455	Decreased
GPL6244 evidence group	DYSF	1.62587	1.2819399999999998e-20	19.892132301087642	Increased
GPL6244 evidence group	NNMT	1.51942	1.3022599999999999e-20	19.885302298953324	Increased
GPL6244 evidence group	TRIB2	1.9253	1.52074e-20	19.81794503066586	Increased
GPL6244 evidence group	PLCE1	-1.46358	1.5349199999999998e-20	19.813914255016734	Decreased
GPL6244 evidence group	VNN2	2.46997	1.7348299999999997e-20	19.7607430763078	Increased
GPL6244 evidence group	RTEL1-TNFRSF6B	1.0964	1.9580299999999997e-20	19.708180658429384	Increased
GPL6244 evidence group	SAA2	3.70871	2.5984399999999997e-20	19.585287306922613	Increased
GPL6244 evidence group	TDP2	-1.42292	2.8017099999999995e-20	19.552576819770344	Decreased
GPL6244 evidence group	SERPINB7	2.89523	2.8309299999999995e-20	19.548070869239485	Increased
GPL6244 evidence group	AHCYL2	-1.22857	3.6420399999999995e-20	19.438655288721254	Decreased
GPL6244 evidence group	RALGPS1	-0.693753	3.6420399999999995e-20	19.438655288721254	Not selected
GPL6244 evidence group	S100A8	4.14811	7.400179999999999e-20	19.13075771647767	Increased
GPL6244 evidence group	MLKL	1.27455	7.428989999999999e-20	19.129070226245158	Increased
GPL6244 evidence group	SOD2	1.2719	7.43676e-20	19.12861623388935	Increased
GPL6244 evidence group	LRRC19	-2.14306	9.118659999999999e-20	19.040068977171934	Decreased
GPL6244 evidence group	OLFML2B	1.23706	9.961109999999999e-20	19.00169226398446	Increased
GPL6244 evidence group	RMND5A	-1.3124	1.18672e-19	18.92565173833228	Decreased
GPL6244 evidence group	ALPL	1.95453	1.3136e-19	18.881536860224635	Increased
GPL6244 evidence group	FCN3	1.35081	1.9867e-19	18.70186770822039	Increased
GPL6244 evidence group	ZNF608	-0.909205	2.04002e-19	18.690365574805934	Not selected
GPL6244 evidence group	APOL1	2.37854	2.0405e-19	18.69026340089071	Increased
GPL6244 evidence group	ODC1	0.941149	2.17896e-19	18.66175074219006	Not selected
GPL6244 evidence group	IL1B	3.61857	2.21751e-19	18.654134413013697	Increased
GPL6244 evidence group	FPR2	1.99011	2.47951e-19	18.605634135835842	Increased
GPL6244 evidence group	IL1RAP	1.04662	2.95011e-19	18.530161790292222	Increased
GPL6244 evidence group	TREM1	2.03259	3.20643e-19	18.493978236783875	Increased
GPL6244 evidence group	COL4A2	1.42139	3.20643e-19	18.493978236783875	Increased
GPL6244 evidence group	CRIP2	1.02805	3.20643e-19	18.493978236783875	Increased
GPL6244 evidence group	LY6E	1.09753	4.15426e-19	18.38150632604076	Increased
GPL6244 evidence group	ADH1C	-3.17078	4.34568e-19	18.36194225669724	Decreased
GPL6244 evidence group	CLSTN3	0.921687	4.66647e-19	18.331011521837404	Not selected
GPL6244 evidence group	SERPINB3	3.73736	4.66781e-19	18.330886829925493	Increased
GPL6244 evidence group	SAA2-SAA4	1.55836	5.66562e-19	18.246752557496034	Increased
GPL6244 evidence group	KCNN3	0.969204	5.66562e-19	18.246752557496034	Not selected
GPL6244 evidence group	TMEM98	-0.887213	5.66562e-19	18.246752557496034	Not selected
GPL6244 evidence group	METTL7A	-1.31686	9.448e-19	18.024660115394543	Decreased
GPL6244 evidence group	FPR1	1.77425	1.1163e-18	17.952219075258803	Increased
GPL6244 evidence group	CDH5	1.69072	1.1223e-18	17.949891037082132	Increased
GPL6244 evidence group	HNF4A	-1.01655	1.36236e-18	17.86570811609823	Decreased
GPL6244 evidence group	NAAA	-1.71878	1.3857500000000001e-18	17.8583151127355	Decreased
GPL6244 evidence group	LDLRAD3	0.858163	2.2799800000000003e-18	17.642068962616975	Not selected
GPL6244 evidence group	PANX1	0.953632	2.4601500000000003e-18	17.6090384123331	Not selected
GPL6244 evidence group	TMEM94	-0.744346	2.4831700000000004e-18	17.604993547245826	Not selected
GPL6244 evidence group	MYO1A	-1.3338	2.74178e-18	17.561967395870052	Decreased
GPL6244 evidence group	SLC22A23	-1.01071	2.76811e-18	17.5578166557457	Decreased
GPL6244 evidence group	KCNJ15	1.64528	2.83833e-18	17.546937112455964	Increased
GPL6244 evidence group	PCDH17	1.14663	3.0136100000000004e-18	17.52091295169196	Increased
GPL6244 evidence group	LRRC75A	-1.08405	3.0136100000000004e-18	17.52091295169196	Decreased
GPL6244 evidence group	NBEAL1	-0.886358	3.0136100000000004e-18	17.52091295169196	Not selected
GPL6244 evidence group	C4BPB	2.13684	3.10534e-18	17.507890842495456	Increased
GPL6244 evidence group	ATP9A	-0.943299	3.5137e-18	17.454235321357068	Not selected
GPL6244 evidence group	CD177	-2.48499	3.67248e-18	17.435040560660454	Decreased
GPL6244 evidence group	IL1A	2.30854	4.4416200000000006e-18	17.352458599988925	Increased
GPL6244 evidence group	UBD	2.17952	4.4416200000000006e-18	17.352458599988925	Increased
GPL6244 evidence group	INSC	1.21247	4.4416200000000006e-18	17.352458599988925	Increased
GPL6244 evidence group	CBFB	0.861667	5.11491e-18	17.291162003564185	Not selected
GPL6244 evidence group	SGK2	-1.97973	7.23381e-18	17.140632902408132	Decreased
GPL6244 evidence group	IDO1	4.22524	7.23709e-18	17.140436026481265	Increased
GPL6244 evidence group	ART3	1.12529	1.04781e-17	16.97971746108554	Increased
GPL6244 evidence group	SLC44A1	-0.946461	1.0799e-17	16.96661645882688	Not selected
GPL6244 evidence group	CEP19	0.603766	1.21539e-17	16.9152843412672	Not selected
GPL6244 evidence group	MYO1D	-1.23965	1.23061e-17	16.90987956013441	Decreased
GPL6244 evidence group	TMEM163	1.07063	1.2407e-17	16.906333217772097	Increased
GPL6244 evidence group	CTDSPL	-0.969556	1.42951e-17	16.844812802230003	Not selected
GPL6244 evidence group	WISP1	1.18185	1.61202e-17	16.792629574295347	Increased
GPL6244 evidence group	CXCL1	3.45437	1.88918e-17	16.723726660774574	Increased
GPL6244 evidence group	RNF213	1.3016	2.34904e-17	16.629109587891882	Increased
GPL6244 evidence group	S100A12	2.52333	2.40115e-17	16.619580708690386	Increased
GPL6244 evidence group	FCGR1CP	1.45552	2.56366e-17	16.5911395727238	Increased
GPL6244 evidence group	C1orf210	-1.28735	2.56366e-17	16.5911395727238	Decreased
GPL6244 evidence group	IHH	-1.10381	2.64042e-17	16.578326986321624	Decreased
GPL6244 evidence group	A1CF	-1.52714	3.11668e-17	16.506307785906813	Decreased
GPL6244 evidence group	TCEA3	-1.31001	3.11668e-17	16.506307785906813	Decreased
GPL6244 evidence group	FZD5	-1.09211	3.11668e-17	16.506307785906813	Decreased
GPL6244 evidence group	MMP19	1.00724	3.1204e-17	16.505789730770672	Increased
GPL6244 evidence group	KLK10	1.96363	3.17964e-17	16.49762204821177	Increased
GPL6244 evidence group	CXCR2	1.82276	3.45245e-17	16.461872602360145	Increased
GPL6244 evidence group	PHLPP2	-2.36655	3.51072e-17	16.454603806622387	Decreased
GPL6244 evidence group	THY1	1.75692	3.92757e-17	16.405876065907893	Increased
GPL6244 evidence group	FAM20A	1.04	4.17133e-17	16.379725451125193	Increased
GPL6244 evidence group	P3H1	0.872052	4.31765e-17	16.364752565621377	Not selected
GPL6244 evidence group	KIAA0895	0.665045	4.43438e-17	16.35316709317196	Not selected
GPL6244 evidence group	MS4A12	-2.76245	5.59096e-17	16.252513614849434	Decreased
GPL6244 evidence group	TUBB6	0.636022	5.59096e-17	16.252513614849434	Not selected
GPL6244 evidence group	MAP3K8	0.745104	6.4515e-17	16.190339298390228	Not selected
GPL6244 evidence group	FAHD1	-1.20528	6.7563e-17	16.17029107469429	Decreased
GPL6244 evidence group	LIMA1	-0.634687	6.7563e-17	16.17029107469429	Not selected
GPL6244 evidence group	CLYBL	-1.3931	7.10474e-17	16.148451810576958	Decreased
GPL6244 evidence group	SLC7A5	1.83315	1.00986e-16	15.995738829625083	Increased
GPL6244 evidence group	CNTN3	-1.9944	1.16969e-16	15.93192922297889	Decreased
GPL6244 evidence group	CHN2	-1.23903	1.19248e-16	15.923548896113825	Decreased
GPL6244 evidence group	PDPN	1.38164	1.21753e-16	15.914520328943768	Increased
GPL6244 evidence group	HDAC7	0.629475	1.21753e-16	15.914520328943768	Not selected
GPL6244 evidence group	NHSL1	-1.13594	1.24041e-16	15.906434741203405	Decreased
GPL6244 evidence group	GNA15	1.8427	1.37198e-16	15.862652219498761	Increased
GPL6244 evidence group	MRPL35	-0.927594	1.46473e-16	15.834242423307773	Not selected
GPL6244 evidence group	ADAMTS1	1.58319	1.86632e-16	15.729013889893249	Increased
GPL6244 evidence group	LILRB3	1.25296	1.87779e-16	15.726352978066034	Increased
GPL6244 evidence group	TRABD2A	-1.05909	1.90104e-16	15.721008744998569	Decreased
GPL6244 evidence group	HNF1B	-1.0735	1.91334e-16	15.718207849103134	Decreased
GPL6244 evidence group	PDLIM7	0.640803	1.94758e-16	15.710504693940395	Not selected
GPL6244 evidence group	DYRK2	-0.790365	1.96777e-16	15.706025664831623	Not selected
GPL6244 evidence group	ZNF385D	1.01363	1.99799e-16	15.699406689761531	Increased
GPL6244 evidence group	NR4A3	1.11189	2.07393e-16	15.683205906156608	Increased
GPL6244 evidence group	COL1A1	1.94333	2.13434e-16	15.670736396363234	Increased
GPL6244 evidence group	VWF	2.04547	2.51415e-16	15.599608814864492	Increased
GPL6244 evidence group	PRKCZ	-0.589419	2.54183e-16	15.594853498837393	Not selected
GPL6244 evidence group	UNC5CL	1.19805	3.01767e-16	15.520328254625051	Increased
GPL6244 evidence group	PHLDA1	2.12392	3.13318e-16	15.504014654348683	Increased
GPL6244 evidence group	S1PR1	1.09817	3.42334e-16	15.465549965369592	Increased
GPL6244 evidence group	CYR61	1.83811	3.49587e-16	15.456444725732252	Increased
GPL6244 evidence group	EXPH5	-2.18935	3.62952e-16	15.44015080613058	Decreased
GPL6244 evidence group	PRDM1	1.92196	4.04778e-16	15.392783099770638	Increased
GPL6244 evidence group	ACKR1	1.015	4.48893e-16	15.34785716689747	Increased
GPL6244 evidence group	PROK2	1.65749	4.7433e-16	15.323919406610134	Increased
GPL6244 evidence group	CES3	-1.31568	4.7433e-16	15.323919406610134	Decreased
GPL6244 evidence group	CEMIP	2.41128	4.84918e-16	15.314331694713957	Increased
GPL6244 evidence group	NXPE4	-1.92825	4.93913e-16	15.306349542872743	Decreased
GPL6244 evidence group	CCL4L1	1.82257	4.93913e-16	15.306349542872743	Increased
GPL6244 evidence group	WASL	-0.757032	4.93913e-16	15.306349542872743	Not selected
GPL6244 evidence group	TGFBRAP1	-0.43559	4.93913e-16	15.306349542872743	Not selected
GPL6244 evidence group	GABRP	1.52182	5.06814e-16	15.295151396869164	Increased
GPL6244 evidence group	C17orf62	0.502996	5.24516e-16	15.280241259413748	Not selected
GPL6244 evidence group	ADGRF5	1.628	5.28522e-16	15.276936930249187	Increased
GPL6244 evidence group	CAMK2N1	-1.04362	5.39431e-16	15.268064099147344	Decreased
GPL6244 evidence group	ABCC9	1.06455	5.82922e-16	15.234389553707313	Increased
GPL6244 evidence group	SELENBP1	-2.00722	5.897e-16	15.229368872222194	Decreased
GPL6244 evidence group	ALDH1A2	1.27114	6.15479e-16	15.210786760506357	Increased
GPL6244 evidence group	XKR9	0.996451	6.24817e-16	15.204247162700293	Not selected
GPL6244 evidence group	AGT	1.0901	6.39988e-16	15.19382816911399	Increased
GPL6244 evidence group	NR5A2	-0.98635	6.39988e-16	15.19382816911399	Not selected
GPL6244 evidence group	PFKFB2	-0.98682	6.76371e-16	15.169815021432031	Not selected
GPL6244 evidence group	ZNF704	-1.27715	8.22412e-16	15.084910561413292	Decreased
GPL6244 evidence group	FGFR3	-1.21102	8.22412e-16	15.084910561413292	Decreased
GPL6244 evidence group	ACOT13	-1.00598	8.22412e-16	15.084910561413292	Decreased
GPL6244 evidence group	PAPPA	1.0834	8.58884e-16	15.06606548757942	Increased
GPL6244 evidence group	SATB2-AS1	-1.92387	8.85283e-16	15.05291787541336	Decreased
GPL6244 evidence group	ARHGAP35	-0.689209	8.93421e-16	15.048943843584649	Not selected
GPL6244 evidence group	SLC35D2	-0.845304	9.06945e-16	15.042419049125966	Not selected
GPL6244 evidence group	IL13RA2	1.9572	9.34276e-16	15.029524807313583	Increased
GPL6244 evidence group	PLEKHH1	-0.774446	9.54324e-16	15.02030415409763	Not selected
GPL6244 evidence group	STRIP2	1.80129	1.02946e-15	14.98739052337015	Increased
GPL6244 evidence group	SEMA6A	-1.50592	1.02946e-15	14.98739052337015	Decreased
GPL6244 evidence group	C4B_2	1.96547	1.09146e-15	14.961992175756578	Increased
GPL6244 evidence group	FFAR2	1.66508	1.09731e-15	14.959670662971943	Increased
GPL6244 evidence group	SCP2	-0.858556	1.16123e-15	14.935081752838506	Not selected
GPL6244 evidence group	DEFB4B	1.46549	1.20534e-15	14.91889043085173	Increased
GPL6244 evidence group	CYP4X1	1.41936	1.20534e-15	14.91889043085173	Increased
GPL6244 evidence group	MAGED4	0.558395	1.20534e-15	14.91889043085173	Not selected
GPL6244 evidence group	ZBP1	1.52765	1.20767e-15	14.918051721971677	Increased
GPL6244 evidence group	APPL2	-1.25969	1.27528e-15	14.894394451226526	Decreased
GPL6244 evidence group	ELL2	1.26126	1.2888e-15	14.889814472588839	Increased
GPL6244 evidence group	EHD2	0.798811	1.2888e-15	14.889814472588839	Not selected
GPL6244 evidence group	ABCB1	-2.71656	1.38433e-15	14.858760369347817	Decreased
GPL6244 evidence group	LILRA5	1.3245	1.61928e-15	14.790678048133099	Increased
GPL6244 evidence group	DERL3	1.25872	1.66353e-15	14.778969362683961	Increased
GPL6244 evidence group	CES2	-1.18515	1.79545e-15	14.745826684676839	Decreased
GPL6244 evidence group	SLC10A5	-2.0675	1.86332e-15	14.72971255449718	Decreased
GPL6244 evidence group	SERPINB4	2.56305	1.95198e-15	14.709524636430666	Increased
GPL6244 evidence group	GIPC2	-1.14283	2.02432e-15	14.69372083410039	Decreased
GPL6244 evidence group	ACVR1C	-1.53783	2.05479e-15	14.687232556513687	Decreased
GPL6244 evidence group	CENPV	-0.901311	2.05479e-15	14.687232556513687	Not selected
GPL6244 evidence group	HTRA1	0.752254	2.34056e-15	14.630680221302223	Not selected
GPL6244 evidence group	PLA1A	1.12193	2.376e-15	14.624153563690845	Increased
GPL6244 evidence group	ANGPTL4	1.3919	2.4825e-15	14.605110742832581	Increased
GPL6244 evidence group	RAPGEFL1	-1.58977	2.4901e-15	14.603783211709029	Decreased
GPL6244 evidence group	DSG3	2.2445	2.79905e-15	14.552989343573799	Increased
GPL6244 evidence group	LPIN1	1.14707	2.91146e-15	14.535889172204971	Increased
GPL6244 evidence group	ZNF57	-1.04011	3.35817e-15	14.473897322434674	Decreased
GPL6244 evidence group	MTMR11	-1.37631	3.39337e-15	14.469368783974826	Decreased
GPL6244 evidence group	PRAF2	0.806306	3.45697e-15	14.461304389300807	Not selected
GPL6244 evidence group	SOCS3	2.46707	3.67487e-15	14.434758019649514	Increased
GPL6244 evidence group	LILRB2	1.40471	3.67487e-15	14.434758019649514	Increased
GPL6244 evidence group	MMP14	1.15909	4.24931e-15	14.371681584660452	Increased
GPL6244 evidence group	PCBP3	0.626377	5.08704e-15	14.293534847446102	Not selected
GPL6244 evidence group	ITGA2	1.45561	5.28362e-15	14.27706842456197	Increased
GPL6244 evidence group	PLAU	2.23479	5.31823e-15	14.274232884460101	Increased
GPL6244 evidence group	FAM160A1	-1.09506	5.31823e-15	14.274232884460101	Decreased
GPL6244 evidence group	DTX4	-0.8416	5.31823e-15	14.274232884460101	Not selected
GPL6244 evidence group	ACOT11	-0.758366	5.31823e-15	14.274232884460101	Not selected
GPL6244 evidence group	TMIGD1	-3.71273	5.67345e-15	14.246152768212822	Decreased
GPL6244 evidence group	P2RX4	-1.06744	5.81481e-15	14.235464471356797	Decreased
GPL6244 evidence group	MRC2	0.835125	6.78704e-15	14.168319591249363	Not selected
GPL6244 evidence group	MASP1	0.983184	7.56956e-15	14.120929364241766	Not selected
GPL6244 evidence group	MAPK1IP1L	0.308282	8.10221e-15	14.091396504591179	Not selected
GPL6244 evidence group	SERINC2	-0.780511	8.51977e-15	14.069572129303618	Not selected
GPL6244 evidence group	SEPT11	-0.420836	9.14708e-15	14.03871752257598	Not selected
GPL6244 evidence group	EDEM1	0.731968	9.23293e-15	14.034660457055967	Not selected
GPL6244 evidence group	CR1	1.94249	9.99689e-15	14.000135086590927	Increased
GPL6244 evidence group	COX5B	-0.699042	1.07738e-14	13.967631090763572	Not selected
GPL6244 evidence group	MIR192	-1.34823	1.10551e-14	13.956437324613827	Decreased
GPL6244 evidence group	C5AR1	1.08771	1.14224e-14	13.942242635385481	Increased
GPL6244 evidence group	IYD	-1.04018	1.20107e-14	13.92043168058392	Decreased
GPL6244 evidence group	ZG16	-2.32858	1.2142e-14	13.915709771463069	Decreased
GPL6244 evidence group	STRADB	-1.15508	1.30634e-14	13.883943774893647	Decreased
GPL6244 evidence group	PDHA1	-0.899238	1.32303e-14	13.878430307976716	Not selected
GPL6244 evidence group	PFN2	-0.98094	1.40115e-14	13.853515368864718	Not selected
GPL6244 evidence group	SH3BGRL2	-1.07969	1.41301e-14	13.849854764599105	Decreased
GPL6244 evidence group	PTPRF	-0.95425	1.42183e-14	13.847152326584778	Not selected
GPL6244 evidence group	ACOT9	0.623993	1.51721e-14	13.818954303505164	Not selected
GPL6244 evidence group	FNDC3B	0.674251	1.63905e-14	13.785407797867645	Not selected
GPL6244 evidence group	TMEM45A	1.34587	1.66273e-14	13.779178267334965	Increased
GPL6244 evidence group	CAMK2D	-0.717996	1.76328e-14	13.753678718444018	Not selected
GPL6244 evidence group	WNT5A	1.99379	1.76346e-14	13.753634386847807	Increased
GPL6244 evidence group	STAT2	0.90282	1.76346e-14	13.753634386847807	Not selected
GPL6244 evidence group	PLEKHF1	0.394552	1.82109e-14	13.739668590428304	Not selected
GPL6244 evidence group	GUCY1B3	1.15772	1.85002e-14	13.732823576546885	Increased
GPL6244 evidence group	BAG2	0.951911	1.85323e-14	13.732070678073349	Not selected
GPL6244 evidence group	TRERF1	0.776678	1.86926e-14	13.728330287325283	Not selected
GPL6244 evidence group	TNC	2.98333	1.90742e-14	13.71955366794039	Increased
GPL6244 evidence group	NUDT16P1	-0.848109	2.07202e-14	13.683606056915357	Not selected
GPL6244 evidence group	CHI3L1	3.883	2.07676e-14	13.682613689645986	Increased
GPL6244 evidence group	SMIM14	-0.970223	2.17319e-14	13.66290230205301	Not selected
GPL6244 evidence group	KYNU	3.56189	2.23639e-14	13.650452458353326	Increased
GPL6244 evidence group	SERINC5	-0.831968	2.23639e-14	13.650452458353326	Not selected
GPL6244 evidence group	NOTCH3	0.731663	2.23639e-14	13.650452458353326	Not selected
GPL6244 evidence group	ADA	0.800099	2.33176e-14	13.63231615204318	Not selected
GPL6244 evidence group	HSH2D	0.654658	2.36327e-14	13.626486658049604	Not selected
GPL6244 evidence group	FAM120AOS	-0.499051	2.54012e-14	13.595145766015182	Not selected
GPL6244 evidence group	COL4A1	1.8479	2.58918e-14	13.586837756328595	Increased
GPL6244 evidence group	TNFRSF1B	0.830204	2.66297e-14	13.574633726128782	Not selected
GPL6244 evidence group	CPEB4	0.89897	2.67312e-14	13.572981544734654	Not selected
GPL6244 evidence group	COL5A1	0.704624	2.97046e-14	13.527176291426072	Not selected
GPL6244 evidence group	SMIM3	0.307943	3.14839e-14	13.501911475691296	Not selected
GPL6244 evidence group	SNCAIP	0.623617	3.20276e-14	13.494475604133818	Not selected
GPL6244 evidence group	RBMS1	0.745452	3.32418e-14	13.478315467772939	Not selected
GPL6244 evidence group	GBP2	1.06069	3.32712e-14	13.477931535050027	Increased
GPL6244 evidence group	SLC26A3	-1.93036	3.33089e-14	13.477439709302766	Decreased
GPL6244 evidence group	NXN	0.637187	3.35908e-14	13.4737796528583	Not selected
GPL6244 evidence group	GRAMD1A	0.714134	3.391e-14	13.469672210221914	Not selected
GPL6244 evidence group	PLCD3	-1.10174	3.40911e-14	13.467358985388218	Decreased
GPL6244 evidence group	PLEKHG2	0.979862	3.56566e-14	13.447860070909295	Not selected
GPL6244 evidence group	SBNO2	0.874266	3.60091e-14	13.44358773311131	Not selected
GPL6244 evidence group	NDUFC2-KCTD14	-0.476418	3.7409e-14	13.427023901004857	Not selected
GPL6244 evidence group	FAM20C	0.898036	3.78273e-14	13.422194656247523	Not selected
GPL6244 evidence group	VIL1	-1.22466	4.05975e-14	13.391500709517238	Decreased
GPL6244 evidence group	PET117	-0.633376	4.076e-14	13.389765824665611	Not selected
GPL6244 evidence group	SERPINI1	0.662557	4.14675e-14	13.382292146669563	Not selected
GPL6244 evidence group	PDCD4	-1.496	4.19047e-14	13.377737264155618	Decreased
GPL6244 evidence group	SLC7A11	2.39681	4.23326e-14	13.373325057040365	Increased
GPL6244 evidence group	HCAR3	2.16293	4.23326e-14	13.373325057040365	Increased
GPL6244 evidence group	SCIN	-1.81712	4.23326e-14	13.373325057040365	Decreased
GPL6244 evidence group	PPTC7	-0.354003	4.41069e-14	13.355493465010184	Not selected
GPL6244 evidence group	GBP5	2.19789	4.44433e-14	13.352193701338257	Increased
GPL6244 evidence group	BIRC3	1.96481	4.69578e-14	13.328292258230661	Increased
GPL6244 evidence group	PRDM8	0.551455	5.05116e-14	13.296608874604546	Not selected
GPL6244 evidence group	PDZD3	-1.56642	5.06089e-14	13.295773102112706	Decreased
GPL6244 evidence group	CXCL6	1.30847	5.07147e-14	13.294866139215914	Increased
GPL6244 evidence group	HNF1A-AS1	-2.19643	5.09894e-14	13.292520098411469	Decreased
GPL6244 evidence group	PALMD	1.1595	5.36693e-14	13.270274069108714	Increased
GPL6244 evidence group	ATP8B1	-0.8128	5.36693e-14	13.270274069108714	Not selected
GPL6244 evidence group	NEK3	-0.821845	5.38211e-14	13.26904743033577	Not selected
GPL6244 evidence group	SH3RF2	-0.760794	5.61351e-14	13.250765499358089	Not selected
GPL6244 evidence group	GRHL2	-0.776958	5.6301e-14	13.249483891283202	Not selected
GPL6244 evidence group	SPPL3	-0.464874	6.27025e-14	13.202715143147595	Not selected
GPL6244 evidence group	CERK	-0.454177	7.001e-14	13.154839922348055	Not selected
GPL6244 evidence group	S100A3	0.742463	7.57812e-14	13.12043852192653	Not selected
GPL6244 evidence group	PCSK6	-0.842658	8.11087e-14	13.09093255936042	Not selected
GPL6244 evidence group	BDH1	-1.26733	8.42026e-14	13.074674498188953	Decreased
GPL6244 evidence group	ZDHHC3	-1.03767	8.59083e-14	13.065964874934025	Decreased
GPL6244 evidence group	CHN1	1.52497	8.93908e-14	13.048707176000873	Increased
GPL6244 evidence group	TMX2-CTNND1	-0.412836	8.93908e-14	13.048707176000873	Not selected
GPL6244 evidence group	PTP4A3	1.25216	9.03805e-14	13.043925260408663	Increased
GPL6244 evidence group	PTRF	1.01025	9.03805e-14	13.043925260408663	Increased
GPL6244 evidence group	CLEC6A	1.08629	9.25613e-14	13.03357055445754	Increased
GPL6244 evidence group	CLEC14A	0.897552	9.32654e-14	13.030279442813454	Not selected
GPL6244 evidence group	SYTL3	0.748764	9.35382e-14	13.029010991682048	Not selected
GPL6244 evidence group	FKBP4	-0.419728	9.41815e-14	13.026034396962578	Not selected
GPL6244 evidence group	MT1E	-1.12423	9.47745e-14	13.023308498094497	Decreased
GPL6244 evidence group	SMAP2	0.981072	9.55025e-14	13.019985259599565	Not selected
