evidence_group_label	gene_symbol	log2fc	fdr	neglog10_fdr	direction_class
GPL6244 evidence group	SH2D1A	0.619597	2.83455e-06	5.547515877874783	Not selected
GPL6244 evidence group	IFITM3	1.49837	2.83623e-06	5.547258553573385	Increased
GPL6244 evidence group	MTHFD1L	0.610733	2.84405e-06	5.546062772733686	Not selected
GPL6244 evidence group	ATP5SL	-0.477543	2.85139e-06	5.544943377827594	Not selected
GPL6244 evidence group	ATG14	-0.564809	2.85273e-06	5.544739330712016	Not selected
GPL6244 evidence group	CLDN18	0.569399	2.85645e-06	5.544173373533817	Not selected
GPL6244 evidence group	TNKS1BP1	0.467459	2.85868e-06	5.543834456748444	Not selected
GPL6244 evidence group	ATP6V0D1	-0.466409	2.85955e-06	5.543702305295224	Not selected
GPL6244 evidence group	ANKIB1	-0.346586	2.8666e-06	5.5426329034652095	Not selected
GPL6244 evidence group	CYTH1	0.223396	2.87021e-06	5.54208632678353	Not selected
GPL6244 evidence group	ANKHD1-EIF4EBP3	-0.19736	2.87245e-06	5.541747522226478	Not selected
GPL6244 evidence group	ZC3H14	-0.412749	2.88059e-06	5.5405185513026645	Not selected
GPL6244 evidence group	SNX7	-0.553137	2.8823e-06	5.540260818260441	Not selected
GPL6244 evidence group	GPATCH1	-0.455961	2.88316e-06	5.540131255915994	Not selected
GPL6244 evidence group	BACH1	0.624063	2.89172e-06	5.538843761288301	Not selected
GPL6244 evidence group	EML3	0.211504	2.89687e-06	5.538070993767395	Not selected
GPL6244 evidence group	SELL	2.23385	2.92492e-06	5.533886007883916	Increased
GPL6244 evidence group	HLA-DRB5	1.83026	2.93414e-06	5.53251916800572	Increased
GPL6244 evidence group	FURIN	0.470059	2.93454e-06	5.532459966347757	Not selected
GPL6244 evidence group	DPP7	0.515722	2.93539e-06	5.532334189613724	Not selected
GPL6244 evidence group	TMEM220	-1.10344	2.93711e-06	5.5320797880708605	Decreased
GPL6244 evidence group	TRPM7	-0.504093	2.93969e-06	5.531698464957842	Not selected
GPL6244 evidence group	NUDT15	-0.418649	2.94869e-06	5.530370883048789	Not selected
GPL6244 evidence group	PDK4	-1.45097	2.97014e-06	5.527223079371513	Decreased
GPL6244 evidence group	SYNGR2	0.357963	2.98096e-06	5.525643851507063	Not selected
GPL6244 evidence group	NARR	0.736428	2.98229e-06	5.525450127725398	Not selected
GPL6244 evidence group	C2CD2	0.418288	2.98315e-06	5.525324908711536	Not selected
GPL6244 evidence group	GSDMC	0.501324	2.98608e-06	5.524898561281743	Not selected
GPL6244 evidence group	ARHGAP27	-0.363142	3.01546e-06	5.520646428060047	Not selected
GPL6244 evidence group	L2HGDH	-0.485077	3.02512e-06	5.519257393142367	Not selected
GPL6244 evidence group	WIPF2	-0.445474	3.02991e-06	5.518570271525377	Not selected
GPL6244 evidence group	SLC6A20	1.54566	3.03987e-06	5.517144988591855	Increased
GPL6244 evidence group	C1QTNF5	0.249312	3.05711e-06	5.514688934341123	Not selected
GPL6244 evidence group	DPY19L4	-0.536955	3.05944e-06	5.514358059520585	Not selected
GPL6244 evidence group	MAP4K1	0.85841	3.06373e-06	5.5137495108008165	Not selected
GPL6244 evidence group	PDE5A	-0.925989	3.06822e-06	5.513113503471256	Not selected
GPL6244 evidence group	CETP	0.301798	3.06822e-06	5.513113503471256	Not selected
GPL6244 evidence group	ZNF468	-0.520576	3.08008e-06	5.511438003269898	Not selected
GPL6244 evidence group	TM6SF2	-1.01796	3.08383e-06	5.510909570989717	Decreased
GPL6244 evidence group	EXTL3	0.474327	3.08521e-06	5.510715269641363	Not selected
GPL6244 evidence group	ULK3	-0.551257	3.09993e-06	5.508648112926041	Not selected
GPL6244 evidence group	ZNF91	-1.3033	3.11101e-06	5.507098592897134	Decreased
GPL6244 evidence group	UBXN4	0.274263	3.11101e-06	5.507098592897134	Not selected
GPL6244 evidence group	VPS25	-0.351226	3.1204e-06	5.505789730770673	Not selected
GPL6244 evidence group	SLA	1.31552	3.12271e-06	5.5054683459804075	Increased
GPL6244 evidence group	ACOD1	0.873726	3.12814e-06	5.504713818314598	Not selected
GPL6244 evidence group	CDC27	0.62255	3.14424e-06	5.502484311647391	Not selected
GPL6244 evidence group	BMP6	0.611152	3.16648e-06	5.499423250702214	Not selected
GPL6244 evidence group	GUCY1A2	0.435444	3.1748e-06	5.498283628366402	Not selected
GPL6244 evidence group	DNASE2B	-0.461696	3.17905e-06	5.497702641461342	Not selected
GPL6244 evidence group	GINS4	0.444365	3.18614e-06	5.49673514507863	Not selected
GPL6244 evidence group	GPR35	-0.440729	3.19187e-06	5.495954805113401	Not selected
GPL6244 evidence group	TPT1-AS1	-0.296249	3.20045e-06	5.494788953312345	Not selected
GPL6244 evidence group	SDC3	0.714218	3.20977e-06	5.493526086383147	Not selected
GPL6244 evidence group	ACAD8	-0.464058	3.21268e-06	5.493132530332474	Not selected
GPL6244 evidence group	FABP2	-1.34416	3.22737e-06	5.491151242297705	Decreased
GPL6244 evidence group	MIR155	1.32269	3.23e-06	5.490797477668897	Increased
GPL6244 evidence group	NAALADL1	-1.63898	3.239e-06	5.489589051989823	Decreased
GPL6244 evidence group	PHLDA2	0.644815	3.25402e-06	5.487579782111224	Not selected
GPL6244 evidence group	LETM2	0.338159	3.25402e-06	5.487579782111224	Not selected
GPL6244 evidence group	FSTL1	1.94642	3.26505e-06	5.486110163682069	Increased
GPL6244 evidence group	ACAD10	-0.649574	3.26505e-06	5.486110163682069	Not selected
GPL6244 evidence group	MYO1B	0.631265	3.26742e-06	5.4857950369483	Not selected
GPL6244 evidence group	CCDC93	-0.408385	3.27238e-06	5.485136270306119	Not selected
GPL6244 evidence group	ZNF350	-0.999652	3.27895e-06	5.484265205742851	Not selected
GPL6244 evidence group	SS18	0.239592	3.30203e-06	5.4812189853508535	Not selected
GPL6244 evidence group	ACOX1	-1.71687	3.30381e-06	5.480984936631388	Decreased
GPL6244 evidence group	RASGRP1	1.19451	3.30428e-06	5.480923158293974	Increased
GPL6244 evidence group	NOL7	-0.298106	3.31673e-06	5.479289880992657	Not selected
GPL6244 evidence group	SPAG1	-0.534608	3.33664e-06	5.476690648139184	Not selected
GPL6244 evidence group	PHF3	-0.416224	3.36541e-06	5.472962019139624	Not selected
GPL6244 evidence group	ZNF688	-0.315043	3.37205e-06	5.472105994378522	Not selected
GPL6244 evidence group	PLS3	1.2056	3.38805e-06	5.470050189083992	Increased
GPL6244 evidence group	IARS2	-0.415102	3.39067e-06	5.469714476265275	Not selected
GPL6244 evidence group	CYP2B7P	-3.178	3.3959e-06	5.4690451070286805	Decreased
GPL6244 evidence group	ZNF593	0.489516	3.41406e-06	5.466728850696406	Not selected
GPL6244 evidence group	EIF3I	0.284262	3.41909e-06	5.466089467208982	Not selected
GPL6244 evidence group	SCYL3	-0.562354	3.41972e-06	5.466009451672837	Not selected
GPL6244 evidence group	PTPN12	0.611725	3.45652e-06	5.461360925874124	Not selected
GPL6244 evidence group	SLC22A18AS	-1.03986	3.4615e-06	5.460735664052545	Decreased
GPL6244 evidence group	PANK1	-0.902519	3.46316e-06	5.46052744333015	Not selected
GPL6244 evidence group	PGM2L1	0.882741	3.46528e-06	5.46026166796647	Not selected
GPL6244 evidence group	LNPK	-0.463683	3.46528e-06	5.46026166796647	Not selected
GPL6244 evidence group	NDUFAB1	-0.503476	3.48147e-06	5.45823734280941	Not selected
GPL6244 evidence group	SPINK4	2.25583	3.49524e-06	5.4565229981451715	Increased
GPL6244 evidence group	VILL	-0.625741	3.49524e-06	5.4565229981451715	Not selected
GPL6244 evidence group	BCAT1	0.776481	3.49633e-06	5.456387583355901	Not selected
GPL6244 evidence group	RASSF1	0.306298	3.50491e-06	5.455323129481974	Not selected
GPL6244 evidence group	ENPP3	-1.04143	3.51551e-06	5.4540116623599335	Decreased
GPL6244 evidence group	TOX3	-0.570729	3.52252e-06	5.453146532394623	Not selected
GPL6244 evidence group	CTGF	0.983512	3.52559e-06	5.452768194331295	Not selected
GPL6244 evidence group	CEP70	-0.826488	3.53745e-06	5.451309689948942	Not selected
GPL6244 evidence group	UBR2	-0.201904	3.53795e-06	5.4512483090400705	Not selected
GPL6244 evidence group	BACE1	0.523161	3.54965e-06	5.449814466821601	Not selected
GPL6244 evidence group	CCDC146	-0.828463	3.57407e-06	5.446836945866182	Not selected
GPL6244 evidence group	PPBP	0.376917	3.57407e-06	5.446836945866182	Not selected
GPL6244 evidence group	FAM46C	1.18644	3.60878e-06	5.442639592780693	Increased
GPL6244 evidence group	PLSCR1	0.476483	3.61858e-06	5.4414618214973745	Not selected
GPL6244 evidence group	RNF14	-0.672234	3.62414e-06	5.4407950339386355	Not selected
GPL6244 evidence group	NME5	0.457782	3.6416e-06	5.438707759621042	Not selected
GPL6244 evidence group	NR4A1	1.09168	3.69851e-06	5.431973202718745	Increased
GPL6244 evidence group	TMEM30B	-0.471763	3.70565e-06	5.431135602353012	Not selected
GPL6244 evidence group	CHMP1B	-0.359634	3.70833e-06	5.430821625443931	Not selected
GPL6244 evidence group	RIOK3	-0.618085	3.70993e-06	5.430634284697767	Not selected
GPL6244 evidence group	CXCL10	2.91935	3.71138e-06	5.4304645769219775	Increased
GPL6244 evidence group	TRAFD1	0.431231	3.71142e-06	5.430459896267972	Not selected
GPL6244 evidence group	SETD9	-1.26337	3.72026e-06	5.429426707263406	Decreased
GPL6244 evidence group	ADAM19	1.42385	3.72235e-06	5.429182794041825	Increased
GPL6244 evidence group	VPS8	-0.308017	3.72867e-06	5.428446051479366	Not selected
GPL6244 evidence group	SNX13	-0.872811	3.73979e-06	5.427152784003203	Not selected
GPL6244 evidence group	AP1AR	-0.896105	3.74878e-06	5.426110045731963	Not selected
GPL6244 evidence group	SLC16A1	-1.78594	3.75507e-06	5.425381962699659	Decreased
GPL6244 evidence group	SBF2	-0.30205	3.75507e-06	5.425381962699659	Not selected
GPL6244 evidence group	YTHDF3	-0.363968	3.75528e-06	5.425357675724692	Not selected
GPL6244 evidence group	IPMK	-0.439401	3.76637e-06	5.424077018077936	Not selected
GPL6244 evidence group	MICB	0.517422	3.77959e-06	5.422555308732884	Not selected
GPL6244 evidence group	PFKP	0.687235	3.78692e-06	5.421713869404004	Not selected
GPL6244 evidence group	PTGDR	-1.51266	3.78976e-06	5.421388292400259	Decreased
GPL6244 evidence group	C16orf54	0.492377	3.78976e-06	5.421388292400259	Not selected
GPL6244 evidence group	ICAM2	1.21941	3.7912e-06	5.421223304308655	Increased
GPL6244 evidence group	CACUL1	-0.271669	3.7912e-06	5.421223304308655	Not selected
GPL6244 evidence group	SLC20A2	-1.21233	3.80053e-06	5.420155834955519	Decreased
GPL6244 evidence group	SRPRB	0.674061	3.80347e-06	5.419820004908066	Not selected
GPL6244 evidence group	ZNF813	-0.736816	3.82172e-06	5.417741134892061	Not selected
GPL6244 evidence group	IL17A	0.554785	3.82625e-06	5.417226657394609	Not selected
GPL6244 evidence group	FRY	0.802416	3.87894e-06	5.4112869380772946	Not selected
GPL6244 evidence group	SRP68	0.36343	3.90669e-06	5.408191049136315	Not selected
GPL6244 evidence group	NT5DC1	-0.461394	3.90712e-06	5.408143250014656	Not selected
GPL6244 evidence group	IGKC	2.44582	3.90763e-06	5.408086564852344	Increased
GPL6244 evidence group	EPHB1	0.410241	3.91531e-06	5.40723384638779	Not selected
GPL6244 evidence group	ABCB10	-0.234921	3.92915e-06	5.4057013911605045	Not selected
GPL6244 evidence group	SCNN1B	-1.5295	3.94138e-06	5.404351691511645	Decreased
GPL6244 evidence group	SIGMAR1	-0.320893	3.95064e-06	5.4033325433726525	Not selected
GPL6244 evidence group	CHMP4B	-0.45793	3.96092e-06	5.40220392909518	Not selected
GPL6244 evidence group	C4orf32	0.298067	3.96092e-06	5.40220392909518	Not selected
GPL6244 evidence group	CTHRC1	0.606585	3.97128e-06	5.401069491387901	Not selected
GPL6244 evidence group	AGPAT4-IT1	0.48742	3.97601e-06	5.400552531986153	Not selected
GPL6244 evidence group	USP12	-0.386792	3.99305e-06	5.398695251641841	Not selected
GPL6244 evidence group	BTG2	1.10737	3.99678e-06	5.398289756522375	Increased
GPL6244 evidence group	REG1B	4.07558	4.00036e-06	5.397900923927454	Increased
GPL6244 evidence group	UFM1	0.406833	4.00036e-06	5.397900923927454	Not selected
GPL6244 evidence group	UBP1	-0.317242	4.00491e-06	5.397407239115961	Not selected
GPL6244 evidence group	ZNF224	-0.321745	4.01276e-06	5.396556814298698	Not selected
GPL6244 evidence group	TRPC4	0.42402	4.03598e-06	5.394050994543938	Not selected
GPL6244 evidence group	BIVM-ERCC5	-0.47031	4.03758e-06	5.393878859530352	Not selected
GPL6244 evidence group	CAPN2	-0.571919	4.04068e-06	5.393545541969395	Not selected
GPL6244 evidence group	TFPI	1.55136	4.06165e-06	5.391297503289083	Increased
GPL6244 evidence group	LOC285097	-1.13102	4.08841e-06	5.388445558125544	Decreased
GPL6244 evidence group	ZKSCAN1	-0.644433	4.0944e-06	5.38780973145689	Not selected
GPL6244 evidence group	FAH	-0.339789	4.13498e-06	5.38352658669442	Not selected
GPL6244 evidence group	HCCS	-0.665713	4.14296e-06	5.382689259765462	Not selected
GPL6244 evidence group	GRK5	0.471118	4.14827e-06	5.382132984275771	Not selected
GPL6244 evidence group	SORBS2	-0.564069	4.14978e-06	5.381974926738177	Not selected
GPL6244 evidence group	TMEM64	0.420716	4.14978e-06	5.381974926738177	Not selected
GPL6244 evidence group	PECR	-1.04386	4.15107e-06	5.381839942998882	Decreased
GPL6244 evidence group	SLCO5A1	0.55019	4.18725e-06	5.3780711087578705	Not selected
GPL6244 evidence group	SLFN12L	0.688988	4.20182e-06	5.376562556090259	Not selected
GPL6244 evidence group	FBXO6	0.59849	4.22155e-06	5.374528062580385	Not selected
GPL6244 evidence group	DOK3	0.567796	4.2241e-06	5.374265809003099	Not selected
GPL6244 evidence group	PRR13	-0.394314	4.2241e-06	5.374265809003099	Not selected
GPL6244 evidence group	DEF6	0.330875	4.23101e-06	5.373555948211677	Not selected
GPL6244 evidence group	ATP5L	-0.387799	4.29076e-06	5.367465776679314	Not selected
GPL6244 evidence group	SOCS2	-0.380995	4.31334e-06	5.365186307144096	Not selected
GPL6244 evidence group	PGGT1B	-0.513418	4.31834e-06	5.364683166932135	Not selected
GPL6244 evidence group	PDE1C	0.45285	4.32925e-06	5.363587334379606	Not selected
GPL6244 evidence group	CYP26B1	0.495649	4.33617e-06	5.362893699575148	Not selected
GPL6244 evidence group	MTMR6	0.322838	4.33973e-06	5.362537289648259	Not selected
GPL6244 evidence group	SBF1	0.265912	4.34783e-06	5.361727445152735	Not selected
GPL6244 evidence group	LGALS1	1.04173	4.36058e-06	5.360455741454628	Increased
GPL6244 evidence group	ARFGEF1	-0.396678	4.40899e-06	5.355660886192898	Not selected
GPL6244 evidence group	NCS1	0.70864	4.41721e-06	5.354851953317286	Not selected
GPL6244 evidence group	APOLD1	0.418321	4.42324e-06	5.3542594956636576	Not selected
GPL6244 evidence group	TMEM246	-0.229467	4.43333e-06	5.353269940289904	Not selected
GPL6244 evidence group	FAM49A	1.38029	4.45812e-06	5.350848245717508	Increased
GPL6244 evidence group	UGT1A3	-1.58024	4.50215e-06	5.346580039524958	Decreased
GPL6244 evidence group	ACR	-0.67192	4.5045e-06	5.346353408745338	Not selected
GPL6244 evidence group	APBB1IP	1.11171	4.50513e-06	5.346292672505549	Increased
GPL6244 evidence group	MADCAM1	0.449216	4.50513e-06	5.346292672505549	Not selected
GPL6244 evidence group	GK3P	0.682994	4.51616e-06	5.3452306801469405	Not selected
GPL6244 evidence group	PLEKHA7	-0.472224	4.53782e-06	5.343152735105369	Not selected
GPL6244 evidence group	MAP2K5	-0.351151	4.53782e-06	5.343152735105369	Not selected
GPL6244 evidence group	DDIT4	1.31174	4.5487e-06	5.342112705210257	Increased
GPL6244 evidence group	RPSAP58	-1.00454	4.55148e-06	5.341847361294588	Decreased
GPL6244 evidence group	RNF149	0.420698	4.56616e-06	5.340448874733724	Not selected
GPL6244 evidence group	PRSS22	0.764898	4.57127e-06	5.339963126545475	Not selected
GPL6244 evidence group	LENEP	-0.309855	4.57803e-06	5.33932136570434	Not selected
GPL6244 evidence group	CCM2L	0.254656	4.59257e-06	5.337944215450668	Not selected
GPL6244 evidence group	TRANK1	-0.697387	4.60323e-06	5.33693732507662	Not selected
GPL6244 evidence group	C14orf169	0.233781	4.60556e-06	5.336717555451202	Not selected
GPL6244 evidence group	C5orf15	0.379564	4.61006e-06	5.336293422224378	Not selected
GPL6244 evidence group	FAM189A1	-0.684044	4.61288e-06	5.336027843032247	Not selected
GPL6244 evidence group	UBAC2	-0.280571	4.63802e-06	5.333667382935869	Not selected
GPL6244 evidence group	MROH1	-0.188762	4.63802e-06	5.333667382935869	Not selected
GPL6244 evidence group	CERS6	-0.635462	4.64536e-06	5.3329806239835404	Not selected
GPL6244 evidence group	ABI3	0.59475	4.68058e-06	5.329700327440368	Not selected
GPL6244 evidence group	TBC1D4	-0.534731	4.68849e-06	5.328967005954231	Not selected
GPL6244 evidence group	ZNF610	-0.457996	4.70124e-06	5.327787577355652	Not selected
GPL6244 evidence group	LOC541472	0.488687	4.70819e-06	5.327146019429588	Not selected
GPL6244 evidence group	SYNJ2BP-COX16	-0.46106	4.71198e-06	5.326796561580053	Not selected
GPL6244 evidence group	ADPGK	0.392876	4.72174e-06	5.325897930784205	Not selected
GPL6244 evidence group	ZNF846	-0.551382	4.73045e-06	5.325097543570651	Not selected
GPL6244 evidence group	DNAJC22	-0.473416	4.73131e-06	5.32501859562535	Not selected
GPL6244 evidence group	R3HDM4	0.45327	4.74136e-06	5.324097068499257	Not selected
GPL6244 evidence group	RAD52	-0.500531	4.75159e-06	5.323161040337367	Not selected
GPL6244 evidence group	CTSH	1.44057	4.76897e-06	5.321575409559305	Increased
GPL6244 evidence group	DPYD	0.937207	4.77208e-06	5.3212922843505375	Not selected
GPL6244 evidence group	NAPSB	0.452221	4.77208e-06	5.3212922843505375	Not selected
GPL6244 evidence group	WDR66	0.396521	4.78928e-06	5.319729771664808	Not selected
GPL6244 evidence group	FHIT	-0.456712	4.79543e-06	5.319172444123286	Not selected
GPL6244 evidence group	PMM1	-0.935473	4.81656e-06	5.3172630253276525	Not selected
GPL6244 evidence group	KDELR1	0.290841	4.83043e-06	5.316014207071475	Not selected
GPL6244 evidence group	PYGO1	0.517605	4.83431e-06	5.3156655039133325	Not selected
GPL6244 evidence group	KCNG1	-0.56181	4.83796e-06	5.315337726683335	Not selected
GPL6244 evidence group	MTERF2	-0.310498	4.86011e-06	5.313353901138451	Not selected
GPL6244 evidence group	CCDC183	-0.821972	4.86945e-06	5.312520089186631	Not selected
GPL6244 evidence group	CMTM6	0.400588	4.87798e-06	5.311759984651121	Not selected
GPL6244 evidence group	DSE	1.23344	4.88623e-06	5.311026094182089	Increased
GPL6244 evidence group	CD44	1.64325	4.91245e-06	5.3087018569390825	Increased
GPL6244 evidence group	EFNA4	-0.572264	4.91317e-06	5.30863820863444	Not selected
GPL6244 evidence group	RHOB	0.720913	4.91772e-06	5.308236202298543	Not selected
GPL6244 evidence group	CNRIP1	0.33571	4.9257e-06	5.3075320424181704	Not selected
GPL6244 evidence group	OPLAH	-0.451205	4.93716e-06	5.306522798243068	Not selected
GPL6244 evidence group	IL11RA	-0.279776	4.95406e-06	5.305038737856941	Not selected
GPL6244 evidence group	TRAPPC6A	-0.48486	4.96231e-06	5.304316108446713	Not selected
GPL6244 evidence group	DDIAS	0.544745	4.96957e-06	5.303681187666318	Not selected
GPL6244 evidence group	ERBIN	-0.625286	4.98425e-06	5.302400182460943	Not selected
GPL6244 evidence group	C11orf84	0.247932	4.9855e-06	5.302291279408164	Not selected
GPL6244 evidence group	FHDC1	-0.60771	4.98894e-06	5.301991719116662	Not selected
GPL6244 evidence group	LAMA2	0.531215	5.00018e-06	5.301014361344048	Not selected
GPL6244 evidence group	MESDC2	0.231273	5.00059e-06	5.300978751938437	Not selected
GPL6244 evidence group	TSR1	0.356521	5.00206e-06	5.300851103186758	Not selected
GPL6244 evidence group	ZNF629	-0.276778	5.00206e-06	5.300851103186758	Not selected
GPL6244 evidence group	AOC1	-0.689216	5.00549e-06	5.300553401924958	Not selected
GPL6244 evidence group	DLGAP4	0.397496	5.00549e-06	5.300553401924958	Not selected
GPL6244 evidence group	SUN1	-0.368467	5.00549e-06	5.300553401924958	Not selected
GPL6244 evidence group	ACBD3	0.319991	5.06994e-06	5.294997180276743	Not selected
GPL6244 evidence group	FAM72A	0.684838	5.07166e-06	5.2948498689025945	Not selected
GPL6244 evidence group	AFAP1L2	0.59575	5.08242e-06	5.29392944866277	Not selected
GPL6244 evidence group	IGBP1	-0.456827	5.08243e-06	5.29392859416028	Not selected
GPL6244 evidence group	TSEN2	-0.723428	5.10318e-06	5.292159112908595	Not selected
GPL6244 evidence group	BAIAP2L2	-0.598241	5.10318e-06	5.292159112908595	Not selected
GPL6244 evidence group	SMIM20	-0.442612	5.12625e-06	5.2902002177044585	Not selected
GPL6244 evidence group	SLC25A20	-1.26045	5.1278e-06	5.2900689219818755	Decreased
GPL6244 evidence group	LOC102724507	-0.909285	5.1278e-06	5.2900689219818755	Not selected
GPL6244 evidence group	ADIPOR2	-0.384111	5.14407e-06	5.288693130206912	Not selected
GPL6244 evidence group	UGGT1	0.543915	5.15708e-06	5.287596131480804	Not selected
GPL6244 evidence group	HOXA4	-0.667071	5.1737e-06	5.286198757707206	Not selected
GPL6244 evidence group	METTL2B	-0.289279	5.21021e-06	5.283144771901395	Not selected
GPL6244 evidence group	TRHDE	-1.89373	5.2452e-06	5.280237947462723	Decreased
GPL6244 evidence group	ZFAND5	0.267769	5.24819e-06	5.279990450603074	Not selected
GPL6244 evidence group	MBTD1	-0.384902	5.25184e-06	5.279688513385219	Not selected
GPL6244 evidence group	SSBP3	-0.364381	5.27893e-06	5.277454096819897	Not selected
GPL6244 evidence group	DNMT1	0.514373	5.28761e-06	5.276740584742936	Not selected
GPL6244 evidence group	KCTD13	-0.400653	5.28761e-06	5.276740584742936	Not selected
GPL6244 evidence group	ARHGAP5-AS1	-0.462652	5.28878e-06	5.276644498167856	Not selected
GPL6244 evidence group	CACNA2D1	0.702616	5.31514e-06	5.2744852917377285	Not selected
GPL6244 evidence group	RGS19	0.302535	5.32609e-06	5.2735914991488375	Not selected
GPL6244 evidence group	ARHGEF37	-1.00987	5.35072e-06	5.271587774803463	Decreased
GPL6244 evidence group	OPHN1	-0.77347	5.35072e-06	5.271587774803463	Not selected
GPL6244 evidence group	SAMD4B	0.267623	5.35072e-06	5.271587774803463	Not selected
GPL6244 evidence group	MIER1	-0.734798	5.35824e-06	5.270977837883216	Not selected
GPL6244 evidence group	KLHL6	1.37819	5.35858e-06	5.270950281178168	Increased
GPL6244 evidence group	SETD7	0.915007	5.3918e-06	5.268266225617267	Not selected
GPL6244 evidence group	GLTSCR1L	-0.32997	5.39739e-06	5.267816199920978	Not selected
GPL6244 evidence group	PLBD2	0.334455	5.45526e-06	5.263184545923591	Not selected
GPL6244 evidence group	EVA1C	0.319275	5.46503e-06	5.262407449670601	Not selected
GPL6244 evidence group	PDP2	-0.67283	5.49777e-06	5.259813432884733	Not selected
GPL6244 evidence group	GGT7	-0.46492	5.51866e-06	5.258166361628224	Not selected
GPL6244 evidence group	ATP5G3	-0.359862	5.5279e-06	5.25743982197268	Not selected
GPL6244 evidence group	PTPRH	-0.610382	5.5376e-06	5.2566784180499475	Not selected
GPL6244 evidence group	PPM1M	0.329462	5.55875e-06	5.255022857543009	Not selected
GPL6244 evidence group	TMEM261	-0.424012	5.57051e-06	5.254105041801791	Not selected
GPL6244 evidence group	ABCC13	-0.81353	5.593e-06	5.252355180671752	Not selected
GPL6244 evidence group	TACO1	-0.461457	5.60388e-06	5.251511173153539	Not selected
GPL6244 evidence group	MT1A	-1.24885	5.60845e-06	5.251157147559893	Decreased
GPL6244 evidence group	NEURL4	-0.21512	5.61669e-06	5.250519545325327	Not selected
GPL6244 evidence group	RAB40C	-0.498799	5.63211e-06	5.249328871634678	Not selected
GPL6244 evidence group	QSOX2	0.460617	5.6427e-06	5.248513038832912	Not selected
GPL6244 evidence group	RBM45	-0.338665	5.64539e-06	5.248306050373672	Not selected
GPL6244 evidence group	NFE2L1	-0.322722	5.66318e-06	5.246939634424257	Not selected
GPL6244 evidence group	LOC150776	0.165758	5.67784e-06	5.245816849939108	Not selected
GPL6244 evidence group	KMO	1.11157	5.67793e-06	5.2458099659491415	Increased
GPL6244 evidence group	MAK16	0.386421	5.67842e-06	5.245772488362371	Not selected
GPL6244 evidence group	TMEM45B	-0.618383	5.69545e-06	5.244471956431931	Not selected
GPL6244 evidence group	CCR8	0.324177	5.72454e-06	5.2422594056672045	Not selected
GPL6244 evidence group	SLC25A34	-1.12385	5.7716e-06	5.238703775259133	Decreased
GPL6244 evidence group	PDXP	-0.581796	5.78285e-06	5.2378580726137765	Not selected
GPL6244 evidence group	HINFP	-0.748324	5.79912e-06	5.23663790439222	Not selected
GPL6244 evidence group	BBS2	-0.571822	5.81258e-06	5.235631056756707	Not selected
GPL6244 evidence group	STK38	-0.686939	5.83472e-06	5.233979980299442	Not selected
GPL6244 evidence group	PROCR	0.610085	5.83713e-06	5.233800634314656	Not selected
GPL6244 evidence group	FOSL1	0.48974	5.84291e-06	5.2333708031993	Not selected
GPL6244 evidence group	BICC1	1.08245	5.84661e-06	5.233095874949601	Increased
GPL6244 evidence group	PRCC	0.237632	5.84877e-06	5.2329354567175175	Not selected
GPL6244 evidence group	DARS2	-0.316817	5.84901e-06	5.232917636126658	Not selected
GPL6244 evidence group	LOC102725104	-1.49676	5.86231e-06	5.231931219720568	Decreased
GPL6244 evidence group	MAP7D2	-0.540329	5.87845e-06	5.230737171404542	Not selected
GPL6244 evidence group	SETD2	-0.280606	5.88132e-06	5.230525190185894	Not selected
GPL6244 evidence group	SIRPB1	0.755018	5.8917e-06	5.229759375146039	Not selected
GPL6244 evidence group	KIAA0922	1.00569	5.93321e-06	5.226710279974162	Increased
GPL6244 evidence group	NNT	-0.639227	5.93805e-06	5.226356149846631	Not selected
GPL6244 evidence group	FGF10	0.324897	5.93805e-06	5.226356149846631	Not selected
GPL6244 evidence group	MFNG	0.892365	5.95056e-06	5.225442161420081	Not selected
GPL6244 evidence group	DDX21	0.465307	6.03924e-06	5.219017711142708	Not selected
GPL6244 evidence group	TMEM53	-0.548752	6.07675e-06	5.216328630339178	Not selected
GPL6244 evidence group	NOP2	0.414822	6.08052e-06	5.216059278708547	Not selected
GPL6244 evidence group	SPHK2	-0.627042	6.10145e-06	5.214566943322673	Not selected
GPL6244 evidence group	FADS3	0.531831	6.11043e-06	5.213928226736783	Not selected
GPL6244 evidence group	LAD1	-0.406568	6.11043e-06	5.213928226736783	Not selected
GPL6244 evidence group	RAPGEF3	0.296305	6.11043e-06	5.213928226736783	Not selected
GPL6244 evidence group	IGHM	2.31487	6.13299e-06	5.212327743440398	Increased
GPL6244 evidence group	IGHV5-78	1.06771	6.13813e-06	5.211963917845419	Increased
GPL6244 evidence group	SHMT2	0.537551	6.17087e-06	5.209653602650164	Not selected
GPL6244 evidence group	FAM151A	-0.603542	6.18842e-06	5.208420218971941	Not selected
GPL6244 evidence group	TSPO	-0.288401	6.22005e-06	5.206206124210015	Not selected
GPL6244 evidence group	ZNF212	-0.292553	6.24774e-06	5.204277051940419	Not selected
GPL6244 evidence group	SLFN11	1.83665	6.27697e-06	5.202249947000968	Increased
GPL6244 evidence group	PNPO	-0.627061	6.28612e-06	5.20161733269795	Not selected
GPL6244 evidence group	HCST	0.622424	6.29113e-06	5.201271340454905	Not selected
GPL6244 evidence group	NMNAT1	-0.425701	6.35043e-06	5.197196866786042	Not selected
