ingredient_id	ingredient_name	target_id	gene_symbol	protein_name	reference_id	pubmed_id	pubmed_url	reference_title	relationship	relationship_direction	grade	supporting_sentence	disease_context_terms	in_bulk_uc_ibd_up150	in_bulk_uc_ibd_down150	therapeutic_alignment	candidate_priority_class	candidate_priority_score
HBIN029531	Honokiol	HBTAR002055	IL6	interleukin 6	HBREF004965	36578522	https://pubmed.ncbi.nlm.nih.gov/36578522/	Honokiol Ameliorates DSS-Induced Mouse Colitis by Inhibiting Inflammation and Oxidative Stress and Improving the Intestinal Barrier	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN029531	Honokiol	HBTAR002737	NOS2	nitric oxide synthase 2	HBREF004965	36578522	https://pubmed.ncbi.nlm.nih.gov/36578522/	Honokiol Ameliorates DSS-Induced Mouse Colitis by Inhibiting Inflammation and Oxidative Stress and Improving the Intestinal Barrier	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
HBIN029531	Honokiol	HBTAR003112	PPARG	peroxisome proliferator activated receptor gamma	HBREF004962	35901530	https://pubmed.ncbi.nlm.nih.gov/35901530/	Honokiol alleviates ulcerative colitis by targeting PPAR-γ-TLR4-NF-κB signaling and suppressing gasdermin-D-mediated pyroptosis in vivo and in vitro	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	yes	aligned_restores_disease_down_target	priority_for_lincs_mapping	17.0
HBIN029531	Honokiol	HBTAR004140	TNF	tumor necrosis factor	HBREF004965	36578522	https://pubmed.ncbi.nlm.nih.gov/36578522/	Honokiol Ameliorates DSS-Induced Mouse Colitis by Inhibiting Inflammation and Oxidative Stress and Improving the Intestinal Barrier	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR000578	CD86	CD86 molecule	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages	downregulate/decrease	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002013	IFNG	interferon gamma	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002064	IL10	interleukin 10	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002042	IL1B	interleukin 1 beta	HBREF005061	35952517	https://pubmed.ncbi.nlm.nih.gov/35952517/	Natural shikonin and acetyl-shikonin improve intestinal microbial and protein composition to alleviate colitis-associated colorectal cancer		up	Grade C	redacted_public_package	colitis;colitis_associated	yes	no	opposes_upregulates_disease_up_target	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002042	IL1B	interleukin 1 beta	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages		mixed	Grade C	redacted_public_package	colitis	yes	no	module_hit_direction_unclear	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002055	IL6	interleukin 6	HBREF005061	35952517	https://pubmed.ncbi.nlm.nih.gov/35952517/	Natural shikonin and acetyl-shikonin improve intestinal microbial and protein composition to alleviate colitis-associated colorectal cancer		up	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002055	IL6	interleukin 6	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR005528	MAFB	MAF bZIP transcription factor B	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages	downregulate/decrease	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR002737	NOS2	nitric oxide synthase 2	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages	downregulate/decrease	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR003019	PKM	pyruvate kinase M1/2	HBREF005061	35952517	https://pubmed.ncbi.nlm.nih.gov/35952517/	Natural shikonin and acetyl-shikonin improve intestinal microbial and protein composition to alleviate colitis-associated colorectal cancer	upregulate/increase	up	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR003019	PKM	pyruvate kinase M1/2	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR004140	TNF	tumor necrosis factor	HBREF005061	35952517	https://pubmed.ncbi.nlm.nih.gov/35952517/	Natural shikonin and acetyl-shikonin improve intestinal microbial and protein composition to alleviate colitis-associated colorectal cancer		up	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN030442	Isoarnebin 4	HBTAR004140	TNF	tumor necrosis factor	HBREF005062	36059938	https://pubmed.ncbi.nlm.nih.gov/36059938/	Shikonin ameliorated mice colitis by inhibiting dimerization and tetramerization of PKM2 in macrophages		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN034558	Matrine	HBTAR000989	DAO	D-amino acid oxidase	HBREF005405	31933514	https://pubmed.ncbi.nlm.nih.gov/31933514/	Synergistic protection of astragalus polysaccharides and matrine against ulcerative colitis and associated lung injury in rats		down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN034657	Melatonin	HBTAR000874	MAPK14	mitogen-activated protein kinase 14	HBREF005460	32802257	https://pubmed.ncbi.nlm.nih.gov/32802257/	Melatonin Alleviates Neuroinflammation and Metabolic Disorder in DSS-Induced Depression Rats	suppress/inhibitor	down	Grade C	redacted_public_package	dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	20.0
HBIN038606	Paeoniflorin	HBTAR012936	C1QA	complement C1q A chain	HBREF005940	35716915	https://pubmed.ncbi.nlm.nih.gov/35716915/	Paeoniflorin prevents aberrant proliferation and differentiation of intestinal stem cells by controlling C1q release from macrophages in chronic colitis	bind/target	binding_or_target	Grade A	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN040403	Polydatin	HBTAR001976	ICAM1	intercellular adhesion molecule 1	HBREF006130	33809584	https://pubmed.ncbi.nlm.nih.gov/33809584/	PEA/Polydatin: Anti-Inflammatory and Antioxidant Approach to Counteract DNBS-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
HBIN040403	Polydatin	HBTAR002705	NFKB1	nuclear factor kappa B subunit 1	HBREF006130	33809584	https://pubmed.ncbi.nlm.nih.gov/33809584/	PEA/Polydatin: Anti-Inflammatory and Antioxidant Approach to Counteract DNBS-Induced Colitis	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN040403	Polydatin	HBTAR000090	PARP1	poly(ADP-ribose) polymerase 1	HBREF006130	33809584	https://pubmed.ncbi.nlm.nih.gov/33809584/	PEA/Polydatin: Anti-Inflammatory and Antioxidant Approach to Counteract DNBS-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN040403	Polydatin	HBTAR003678	SELP	selectin P	HBREF006130	33809584	https://pubmed.ncbi.nlm.nih.gov/33809584/	PEA/Polydatin: Anti-Inflammatory and Antioxidant Approach to Counteract DNBS-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
HBIN040403	Polydatin	HBTAR003928	STAT3	signal transducer and activator of transcription 3	HBREF006136	35766233	https://pubmed.ncbi.nlm.nih.gov/35766233/	Polydatin alleviates DSS- and TNBS-induced colitis by suppressing Th17 cell differentiation via directly inhibiting STAT3	bind/target	binding_or_target	Grade A	redacted_public_package	colitis;dss;tnbs	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN041217	Pterostilbene	HBTAR004125	TLR4	toll like receptor 4	HBREF006222	36414187	https://pubmed.ncbi.nlm.nih.gov/36414187/	Self-assembled micelle derived from pterostilbene ameliorate acute inflammatory bowel disease	suppress/inhibitor	down	Grade C	redacted_public_package	inflammatory_bowel_disease	no	no	not_in_bulk_module	priority_for_lincs_mapping	13.0
HBIN041495	Quercetin	HBTAR001370	FGF2	fibroblast growth factor 2	HBREF005608	36145086	https://pubmed.ncbi.nlm.nih.gov/36145086/	Chlorogenic Acid and Quercetin in a Diet with Fermentable Fiber Influence Multiple Processes Involved in DSS-Induced Ulcerative Colitis but Do Not Reduce Injury		unknown	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN042199	Rhein	HBTAR002042	IL1B	interleukin 1 beta	HBREF006340	35229916	https://pubmed.ncbi.nlm.nih.gov/35229916/	Anti-inflammatory effect of Rhein on ulcerative colitis via inhibiting PI3K/Akt/mTOR signaling pathway and regulating gut microbiota	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	18.0
HBIN042199	Rhein	HBTAR002055	IL6	interleukin 6	HBREF006340	35229916	https://pubmed.ncbi.nlm.nih.gov/35229916/	Anti-inflammatory effect of Rhein on ulcerative colitis via inhibiting PI3K/Akt/mTOR signaling pathway and regulating gut microbiota	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN042199	Rhein	HBTAR010589	NLRP3	NLR family pyrin domain containing 3	HBREF006339	34882785	https://pubmed.ncbi.nlm.nih.gov/34882785/	Rhein regulates redox-mediated activation of NLRP3 inflammasomes in intestinal inflammation through macrophage-activated crosstalk		unknown	Grade C	redacted_public_package	colitis;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN042199	Rhein	HBTAR004140	TNF	tumor necrosis factor	HBREF006340	35229916	https://pubmed.ncbi.nlm.nih.gov/35229916/	Anti-inflammatory effect of Rhein on ulcerative colitis via inhibiting PI3K/Akt/mTOR signaling pathway and regulating gut microbiota	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN044493	Spermidine	HBTAR002013	IFNG	interferon gamma	HBREF006548	34445589	https://pubmed.ncbi.nlm.nih.gov/34445589/	Modulation of PTPN2/22 Function by Spermidine in CRISPR-Cas9-Edited T-Cells Associated with Crohn's Disease and Rheumatoid Arthritis	downregulate/decrease	down	Grade C	redacted_public_package	crohn	no	no	not_in_bulk_module	priority_for_lincs_mapping	15.0
HBIN044493	Spermidine	HBTAR004140	TNF	tumor necrosis factor	HBREF006548	34445589	https://pubmed.ncbi.nlm.nih.gov/34445589/	Modulation of PTPN2/22 Function by Spermidine in CRISPR-Cas9-Edited T-Cells Associated with Crohn's Disease and Rheumatoid Arthritis		unknown	Grade C	redacted_public_package	crohn	no	no	not_in_bulk_module	priority_for_lincs_mapping	15.0
HBIN045672	Taxifolin	HBTAR001662	FFAR2	free fatty acid receptor 2	HBREF006690	35268045	https://pubmed.ncbi.nlm.nih.gov/35268045/	Taxifolin Alleviates DSS-Induced Ulcerative Colitis by Acting on Gut Microbiome to Produce Butyric Acid		up	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR001661	FFAR3	free fatty acid receptor 3	HBREF006690	35268045	https://pubmed.ncbi.nlm.nih.gov/35268045/	Taxifolin Alleviates DSS-Induced Ulcerative Colitis by Acting on Gut Microbiome to Produce Butyric Acid		up	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR002042	IL1B	interleukin 1 beta	HBREF006690	35268045	https://pubmed.ncbi.nlm.nih.gov/35268045/	Taxifolin Alleviates DSS-Induced Ulcerative Colitis by Acting on Gut Microbiome to Produce Butyric Acid	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR002055	IL6	interleukin 6	HBREF006690	35268045	https://pubmed.ncbi.nlm.nih.gov/35268045/	Taxifolin Alleviates DSS-Induced Ulcerative Colitis by Acting on Gut Microbiome to Produce Butyric Acid	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR000874	MAPK14	mitogen-activated protein kinase 14	HBREF006685	33664740	https://pubmed.ncbi.nlm.nih.gov/33664740/	Dietary Taxifolin Protects Against Dextran Sulfate Sodium-Induced Colitis via NF-κB Signaling, Enhancing Intestinal Barrier and Modulating Gut Microbiota		mixed	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR002705	NFKB1	nuclear factor kappa B subunit 1	HBREF006685	33664740	https://pubmed.ncbi.nlm.nih.gov/33664740/	Dietary Taxifolin Protects Against Dextran Sulfate Sodium-Induced Colitis via NF-κB Signaling, Enhancing Intestinal Barrier and Modulating Gut Microbiota	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN045672	Taxifolin	HBTAR004140	TNF	tumor necrosis factor	HBREF006690	35268045	https://pubmed.ncbi.nlm.nih.gov/35268045/	Taxifolin Alleviates DSS-Induced Ulcerative Colitis by Acting on Gut Microbiome to Produce Butyric Acid	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	21.0
HBIN046831	Trans-resveratrol	HBTAR004808	BECN1	beclin 1	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR002042	IL1B	interleukin 1 beta	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR002055	IL6	interleukin 6	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR009836	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR013038	MARVELD1	MARVEL domain containing 1	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	upregulate/increase	up	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR004109	TJP1	tight junction protein 1	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	upregulate/increase	up	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN046831	Trans-resveratrol	HBTAR004140	TNF	tumor necrosis factor	HBREF006836	32952341	https://pubmed.ncbi.nlm.nih.gov/32952341/	Resveratrol alleviates intestinal mucosal barrier dysfunction in dextran sulfate sodium-induced colitis mice by enhancing autophagy	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	27.0
HBIN048372	Wogonin	HBTAR001810	HIF1A	hypoxia inducible factor 1 subunit alpha	HBREF007106	34239686	https://pubmed.ncbi.nlm.nih.gov/34239686/	Wogonin Strengthens the Therapeutic Effects of Mesenchymal Stem Cells in DSS-Induced Colitis via Promoting IL-10 Production	agonist/activator	up	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN048372	Wogonin	HBTAR002064	IL10	interleukin 10	HBREF007106	34239686	https://pubmed.ncbi.nlm.nih.gov/34239686/	Wogonin Strengthens the Therapeutic Effects of Mesenchymal Stem Cells in DSS-Induced Colitis via Promoting IL-10 Production	upregulate/increase	up	Grade C	redacted_public_package	colitis;inflammatory_bowel_disease;dss;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN048372	Wogonin	HBTAR002737	NOS2	nitric oxide synthase 2	HBREF007113	36451541	https://pubmed.ncbi.nlm.nih.gov/36451541/	Wogonin regulates colonocyte metabolism via PPARγ to inhibit Enterobacteriaceae against dextran sulfate sodium-induced colitis in mice	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;dss	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
HBIN048372	Wogonin	HBTAR003112	PPARG	peroxisome proliferator activated receptor gamma	HBREF007113	36451541	https://pubmed.ncbi.nlm.nih.gov/36451541/	Wogonin regulates colonocyte metabolism via PPARγ to inhibit Enterobacteriaceae against dextran sulfate sodium-induced colitis in mice		mixed	Grade C	redacted_public_package	colitis;dss	no	yes	module_hit_direction_unclear	priority_for_lincs_mapping	17.0
